NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('1990s',)",4,1,0.8,0.2,4,0
"('technical',)",326,126,0.72124,0.27876,3,0
"('highly',)",176,57,0.75536,0.24464,3,0
"('prevailed',)",46,2,0.95833,0.04167,23,0
"('fuels',)",30,6,0.83333,0.16667,5,0
"('infrequent',)",45,3,0.9375,0.0625,15,0
"('attract',)",227,85,0.72756,0.27244,3,0
"('districtwide',)",26,3,0.89655,0.10345,9,0
"('trades',)",89,21,0.80909,0.19091,4,0
"('specialized',)",145,57,0.71782,0.28218,3,0
"('outpace',)",91,17,0.84259,0.15741,5,0
"('prompting',)",60,22,0.73171,0.26829,3,0
"('initial',)",88,15,0.85437,0.14563,6,0
"('plentiful',)",25,1,0.96154,0.03846,25,0
"('beets',)",17,2,0.89474,0.10526,9,0
"('planted',)",73,27,0.73,0.27,3,0
"('muddy',)",15,3,0.83333,0.16667,5,0
"('arizona',)",62,5,0.92537,0.07463,12,0
"('infrastructure',)",122,47,0.72189,0.27811,3,0
"('strikes',)",43,15,0.74138,0.25862,3,0
"('skiers',)",11,1,0.91667,0.08333,11,0
"('got',)",23,3,0.88462,0.11538,8,0
"('sole',)",8,3,0.72727,0.27273,3,0
"('forecast',)",75,27,0.73529,0.26471,3,0
"('6',)",213,73,0.74476,0.25524,3,0
"('obtained',)",78,1,0.98734,0.01266,78,0
"('come',)",108,25,0.81203,0.18797,4,0
"('trouble',)",100,33,0.75188,0.24812,3,0
"('nearing',)",63,20,0.75904,0.24096,3,0
"('hurting',)",125,24,0.83893,0.16107,5,0
"('encourage',)",47,18,0.72308,0.27692,3,0
"('needs',)",67,26,0.72043,0.27957,3,0
"('laborers',)",55,19,0.74324,0.25676,3,0
"('tighten',)",109,39,0.73649,0.26351,3,0
"('processing',)",119,46,0.72121,0.27879,3,0
"('accelerating',)",150,55,0.73171,0.26829,3,0
"('resistance',)",44,8,0.84615,0.15385,5,0
"('credited',)",55,22,0.71429,0.28571,3,0
"('surplus',)",29,10,0.74359,0.25641,3,0
"('progress',)",115,33,0.77703,0.22297,3,0
"('against',)",83,26,0.76147,0.23853,3,0
"('refinery',)",87,22,0.79817,0.20183,4,0
"('mexico',)",166,56,0.74775,0.25225,3,0
"('culling',)",33,7,0.825,0.175,5,0
"('considerably',)",161,52,0.75587,0.24413,3,0
"('environmental',)",51,12,0.80952,0.19048,4,0
"('materialsespecially',)",14,3,0.82353,0.17647,5,0
"('consequently',)",34,9,0.7907,0.2093,4,0
"('enabled',)",70,19,0.78652,0.21348,4,0
"('automakers',)",59,22,0.7284,0.2716,3,0
"('store',)",295,116,0.71776,0.28224,3,0
"('asset',)",73,27,0.73,0.27,3,0
"('split',)",34,6,0.85,0.15,6,0
"('arrangements',)",14,5,0.73684,0.26316,3,0
"('plenty',)",14,3,0.82353,0.17647,5,0
"('onequarter',)",16,1,0.94118,0.05882,16,0
"('limits',)",22,5,0.81481,0.18519,4,0
"('box',)",24,3,0.88889,0.11111,8,0
"('biotech',)",25,8,0.75758,0.24242,3,0
"('instruments',)",40,14,0.74074,0.25926,3,0
"('networking',)",8,2,0.8,0.2,4,0
"('feel',)",35,7,0.83333,0.16667,5,0
"('exceptional',)",34,8,0.80952,0.19048,4,0
"('limiting',)",106,30,0.77941,0.22059,4,0
"('differed',)",31,2,0.93939,0.06061,15,0
"('flood',)",19,5,0.79167,0.20833,4,0
"('28',)",38,14,0.73077,0.26923,3,0
"('bankruptcies',)",81,24,0.77143,0.22857,3,0
"('conditioners',)",16,5,0.7619,0.2381,3,0
"('personal',)",103,38,0.7305,0.2695,3,0
"('benefiting',)",68,4,0.94444,0.05556,17,0
"('counts',)",136,52,0.7234,0.2766,3,0
"('damped',)",73,8,0.90123,0.09877,9,0
"('breeding',)",37,1,0.97368,0.02632,37,0
"('calves',)",23,5,0.82143,0.17857,5,0
"('exerting',)",24,3,0.88889,0.11111,8,0
"('everywhere',)",17,1,0.94444,0.05556,17,0
"('twelfth',)",43,11,0.7963,0.2037,4,0
"('parcel',)",41,13,0.75926,0.24074,3,0
"('nondurables',)",35,4,0.89744,0.10256,9,0
"('refineries',)",95,27,0.77869,0.22131,4,0
"('typically',)",105,37,0.73944,0.26056,3,0
"('rebuild',)",26,4,0.86667,0.13333,7,0
"('comes',)",12,1,0.92308,0.07692,12,0
"('attracting',)",80,21,0.79208,0.20792,4,0
"('keeping',)",182,63,0.74286,0.25714,3,0
"('selected',)",142,53,0.72821,0.27179,3,0
"('unanticipated',)",10,2,0.83333,0.16667,5,0
"('supplydemand',)",5,1,0.83333,0.16667,5,0
"('imbalances',)",4,1,0.8,0.2,4,0
"('localities',)",4,1,0.8,0.2,4,0
"('techniques',)",5,2,0.71429,0.28571,3,0
"('boom',)",64,15,0.81013,0.18987,4,0
"('currency',)",42,3,0.93333,0.06667,14,0
"('extremely',)",115,43,0.72785,0.27215,3,0
"('energysector',)",22,1,0.95652,0.04348,22,0
"('barley',)",26,3,0.89655,0.10345,9,0
"('handling',)",22,1,0.95652,0.04348,22,0
"('perishable',)",21,1,0.95455,0.04545,21,0
"('disease',)",39,10,0.79592,0.20408,4,0
"('lodging',)",57,15,0.79167,0.20833,4,0
"('dealing',)",36,10,0.78261,0.21739,4,0
"('ways',)",73,3,0.96053,0.03947,24,0
"('tapping',)",16,3,0.84211,0.15789,5,0
"('broader',)",46,16,0.74194,0.25806,3,0
"('geographic',)",30,11,0.73171,0.26829,3,0
"('nearby',)",23,5,0.82143,0.17857,5,0
"('relocating',)",22,1,0.95652,0.04348,22,0
"('rules',)",29,2,0.93548,0.06452,14,0
"('converting',)",19,3,0.86364,0.13636,6,0
"('parttime',)",71,20,0.78022,0.21978,4,0
"('fulltime',)",64,24,0.72727,0.27273,3,0
"('steeper',)",19,6,0.76,0.24,3,0
"('instore',)",40,10,0.8,0.2,4,0
"('specifically',)",68,27,0.71579,0.28421,3,0
"('exceptionally',)",86,31,0.73504,0.26496,3,0
"('respect',)",23,6,0.7931,0.2069,4,0
"('immediate',)",23,4,0.85185,0.14815,6,0
"('budgeting',)",12,2,0.85714,0.14286,6,0
"('deemed',)",16,3,0.84211,0.15789,5,0
"('worried',)",44,12,0.78571,0.21429,4,0
"('bolster',)",23,7,0.76667,0.23333,3,0
"('brighter',)",17,3,0.85,0.15,6,0
"('wane',)",20,3,0.86957,0.13043,7,0
"('compromise',)",16,1,0.94118,0.05882,16,0
"('refinancings',)",85,26,0.76577,0.23423,3,0
"('floods',)",21,5,0.80769,0.19231,4,0
"('impending',)",22,6,0.78571,0.21429,4,0
"('fixed',)",20,5,0.8,0.2,4,0
"('pressing',)",13,1,0.92857,0.07143,13,0
"('entirely',)",18,4,0.81818,0.18182,4,0
"('stretched',)",15,1,0.9375,0.0625,15,0
"('means',)",28,6,0.82353,0.17647,5,0
"('measured',)",25,4,0.86207,0.13793,6,0
"('outsourcing',)",34,2,0.94444,0.05556,17,0
"('imbalance',)",10,2,0.83333,0.16667,5,0
"('technologyrelated',)",28,10,0.73684,0.26316,3,0
"('craft',)",21,7,0.75,0.25,3,0
"('clothes',)",9,1,0.9,0.1,9,0
"('dropping',)",13,2,0.86667,0.13333,7,0
"('wetter',)",8,2,0.8,0.2,4,0
"('entry',)",42,6,0.875,0.125,7,0
"('constrain',)",73,17,0.81111,0.18889,4,0
"('suggests',)",70,27,0.72165,0.27835,3,0
"('factor',)",159,55,0.74299,0.25701,3,0
"('countries',)",35,8,0.81395,0.18605,4,0
"('becoming',)",157,50,0.75845,0.24155,3,0
"('frequent',)",58,19,0.75325,0.24675,3,0
"('size',)",57,15,0.79167,0.20833,4,0
"('boosting',)",105,32,0.76642,0.23358,3,0
"('recording',)",21,8,0.72414,0.27586,3,0
"('originations',)",69,21,0.76667,0.23333,3,0
"('minerals',)",37,7,0.84091,0.15909,5,0
"('seriously',)",14,4,0.77778,0.22222,4,0
"('waning',)",24,5,0.82759,0.17241,5,0
"('behind',)",79,26,0.75238,0.24762,3,0
"('wary',)",29,4,0.87879,0.12121,7,0
"('slip',)",19,3,0.86364,0.13636,6,0
"('main',)",73,20,0.78495,0.21505,4,0
"('concluded',)",10,1,0.90909,0.09091,10,0
"('called',)",11,2,0.84615,0.15385,5,0
"('probably',)",8,3,0.72727,0.27273,3,0
"('composition',)",30,8,0.78947,0.21053,4,0
"('cannot',)",41,10,0.80392,0.19608,4,0
"('stocked',)",29,1,0.96667,0.03333,29,0
"('droughtlike',)",34,6,0.85,0.15,6,0
"('sustain',)",23,5,0.82143,0.17857,5,0
"('framers',)",40,2,0.95238,0.04762,20,0
"('longhaul',)",23,2,0.92,0.08,12,0
"('onetime',)",29,4,0.87879,0.12121,7,0
"('thereby',)",20,3,0.86957,0.13043,7,0
"('seek',)",28,7,0.8,0.2,4,0
"('alternative',)",86,25,0.77477,0.22523,3,0
"('highlighted',)",79,5,0.94048,0.05952,16,0
"('irrigated',)",16,2,0.88889,0.11111,8,0
"('intensely',)",14,3,0.82353,0.17647,5,0
"('offerings',)",63,6,0.91304,0.08696,10,0
"('television',)",17,6,0.73913,0.26087,3,0
"('flows',)",21,2,0.91304,0.08696,10,0
"('empty',)",19,3,0.86364,0.13636,6,0
"('holidayseason',)",23,8,0.74194,0.25806,3,0
"('uniform',)",11,1,0.91667,0.08333,11,0
"('suburbs',)",30,7,0.81081,0.18919,4,0
"('asking',)",118,45,0.72393,0.27607,3,0
"('idling',)",11,3,0.78571,0.21429,4,0
"('lowcost',)",12,1,0.92308,0.07692,12,0
"('depress',)",14,4,0.77778,0.22222,4,0
"('computing',)",55,16,0.77465,0.22535,3,0
"('attrition',)",19,4,0.82609,0.17391,5,0
"('obtaining',)",145,50,0.74359,0.25641,3,0
"('interested',)",19,2,0.90476,0.09524,9,0
"('gambling',)",11,1,0.91667,0.08333,11,0
"('yellowstone',)",8,2,0.8,0.2,4,0
"('shortfalls',)",15,1,0.9375,0.0625,15,0
"('caught',)",8,3,0.72727,0.27273,3,0
"('fans',)",6,1,0.85714,0.14286,6,0
"('complementary',)",4,1,0.8,0.2,4,0
"('temper',)",7,1,0.875,0.125,7,0
"('marginal',)",51,16,0.76119,0.23881,3,0
"('progressed',)",25,5,0.83333,0.16667,5,0
"('extractive',)",39,11,0.78,0.22,4,0
"('reverse',)",21,3,0.875,0.125,7,0
"('directed',)",18,4,0.81818,0.18182,4,0
"('abandonment',)",18,1,0.94737,0.05263,18,0
"('benefitting',)",20,3,0.86957,0.13043,7,0
"('generated',)",37,9,0.80435,0.19565,4,0
"('carryover',)",20,1,0.95238,0.04762,20,0
"('cutback',)",20,6,0.76923,0.23077,3,0
"('midwestern',)",15,4,0.78947,0.21053,4,0
"('absorbing',)",19,4,0.82609,0.17391,5,0
"('bonus',)",19,2,0.90476,0.09524,9,0
"('creation',)",19,3,0.86364,0.13636,6,0
"('downsized',)",16,1,0.94118,0.05882,16,0
"('pointing',)",37,13,0.74,0.26,3,0
"('channels',)",20,7,0.74074,0.25926,3,0
"('threequarters',)",19,4,0.82609,0.17391,5,0
"('abroad',)",31,10,0.7561,0.2439,3,0
"('dramatic',)",49,16,0.75385,0.24615,3,0
"('fourthquarter',)",39,7,0.84783,0.15217,6,0
"('cooled',)",33,8,0.80488,0.19512,4,0
"('plagued',)",17,4,0.80952,0.19048,4,0
"('retention',)",63,24,0.72414,0.27586,3,0
"('can',)",70,25,0.73684,0.26316,3,0
"('restrain',)",46,14,0.76667,0.23333,3,0
"('markdowns',)",40,11,0.78431,0.21569,4,0
"('big',)",83,25,0.76852,0.23148,3,0
"('consultants',)",34,12,0.73913,0.26087,3,0
"('allowing',)",36,6,0.85714,0.14286,6,0
"('avoiding',)",23,5,0.82143,0.17857,5,0
"('changing',)",42,12,0.77778,0.22222,4,0
"('react',)",21,1,0.95455,0.04545,21,0
"('truckers',)",134,50,0.72826,0.27174,3,0
"('broadened',)",34,8,0.80952,0.19048,4,0
"('anyone',)",20,1,0.95238,0.04762,20,0
"('scarce',)",67,19,0.77907,0.22093,4,0
"('duluth',)",24,4,0.85714,0.14286,6,0
"('200',)",46,9,0.83636,0.16364,5,0
"('foreseeable',)",30,9,0.76923,0.23077,3,0
"('influx',)",27,1,0.96429,0.03571,27,0
"('hopes',)",20,4,0.83333,0.16667,5,0
"('trial',)",18,1,0.94737,0.05263,18,0
"('hampering',)",42,6,0.875,0.125,7,0
"('stressed',)",42,15,0.73684,0.26316,3,0
"('complain',)",11,1,0.91667,0.08333,11,0
"('commitments',)",34,3,0.91892,0.08108,11,0
"('vibrant',)",16,3,0.84211,0.15789,5,0
"('quick',)",20,7,0.74074,0.25926,3,0
"('tornadoes',)",10,1,0.90909,0.09091,10,0
"('10000',)",12,1,0.92308,0.07692,12,0
"('cheap',)",11,2,0.84615,0.15385,5,0
"('places',)",11,4,0.73333,0.26667,3,0
"('impeding',)",10,1,0.90909,0.09091,10,0
"('internationally',)",25,1,0.96154,0.03846,25,0
"('workersparticularly',)",43,2,0.95556,0.04444,22,0
"('interior',)",26,1,0.96296,0.03704,26,0
"('loss',)",75,13,0.85227,0.14773,6,0
"('bostons',)",44,17,0.72131,0.27869,3,0
"('pleased',)",22,2,0.91667,0.08333,11,0
"('hindering',)",21,2,0.91304,0.08696,10,0
"('tradespeople',)",19,6,0.76,0.24,3,0
"('clearance',)",22,2,0.91667,0.08333,11,0
"('franciscoreport',)",9,1,0.9,0.1,9,0
"('actual',)",35,13,0.72917,0.27083,3,0
"('swine',)",40,2,0.95238,0.04762,20,0
"('taconite',)",17,3,0.85,0.15,6,0
"('forage',)",87,20,0.81308,0.18692,4,0
"('beet',)",19,7,0.73077,0.26923,3,0
"('upped',)",15,3,0.83333,0.16667,5,0
"('reserves',)",23,5,0.82143,0.17857,5,0
"('memory',)",40,11,0.78431,0.21569,4,0
"('chips',)",34,8,0.80952,0.19048,4,0
"('delay',)",62,18,0.775,0.225,3,0
"('surfaced',)",13,1,0.92857,0.07143,13,0
"('authorized',)",28,1,0.96552,0.03448,28,0
"('recruitment',)",33,12,0.73333,0.26667,3,0
"('engage',)",13,3,0.8125,0.1875,4,0
"('completed',)",50,10,0.83333,0.16667,5,0
"('hospitals',)",27,9,0.75,0.25,3,0
"('effectively',)",11,3,0.78571,0.21429,4,0
"('temps',)",41,12,0.77358,0.22642,3,0
"('challenge',)",73,21,0.7766,0.2234,3,0
"('approaches',)",10,4,0.71429,0.28571,3,0
"('goodsproducing',)",27,1,0.96429,0.03571,27,0
"('list',)",45,16,0.7377,0.2623,3,0
"('thanksgiving',)",41,8,0.83673,0.16327,5,0
"('narrow',)",35,11,0.76087,0.23913,3,0
"('stricter',)",41,3,0.93182,0.06818,14,0
"('think',)",11,3,0.78571,0.21429,4,0
"('warmerthannormal',)",9,2,0.81818,0.18182,4,0
"('outerwear',)",16,6,0.72727,0.27273,3,0
"('petroleumrelated',)",42,12,0.77778,0.22222,4,0
"('obstacles',)",14,3,0.82353,0.17647,5,0
"('responded',)",52,10,0.83871,0.16129,5,0
"('nontraditional',)",16,5,0.7619,0.2381,3,0
"('senior',)",36,10,0.78261,0.21739,4,0
"('relying',)",16,4,0.8,0.2,4,0
"('filled',)",20,6,0.76923,0.23077,3,0
"('college',)",50,16,0.75758,0.24242,3,0
"('graduates',)",26,4,0.86667,0.13333,7,0
"('recruited',)",20,1,0.95238,0.04762,20,0
"('search',)",27,10,0.72973,0.27027,3,0
"('choosing',)",21,5,0.80769,0.19231,4,0
"('oat',)",10,1,0.90909,0.09091,10,0
"('necessitating',)",11,1,0.91667,0.08333,11,0
"('costly',)",22,6,0.78571,0.21429,4,0
"('lease',)",80,32,0.71429,0.28571,3,0
"('sums',)",7,1,0.875,0.125,7,0
"('manufacture',)",33,9,0.78571,0.21429,4,0
"('squeezed',)",64,8,0.88889,0.11111,8,0
"('midsingle',)",34,13,0.7234,0.2766,3,0
"('digit',)",20,6,0.76923,0.23077,3,0
"('gained',)",26,5,0.83871,0.16129,5,0
"('expense',)",14,5,0.73684,0.26316,3,0
"('appreciable',)",4,1,0.8,0.2,4,0
"('dryness',)",17,1,0.94444,0.05556,17,0
"('hinder',)",16,4,0.8,0.2,4,0
"('proceeding',)",26,6,0.8125,0.1875,4,0
"('intentions',)",19,1,0.95,0.05,19,0
"('ensure',)",22,2,0.91667,0.08333,11,0
"('occupation',)",20,2,0.90909,0.09091,10,0
"('assistance',)",25,8,0.75758,0.24242,3,0
"('competitively',)",14,2,0.875,0.125,7,0
"('intensify',)",17,4,0.80952,0.19048,4,0
"('trended',)",69,22,0.75824,0.24176,3,0
"('fund',)",17,5,0.77273,0.22727,3,0
"('geography',)",15,1,0.9375,0.0625,15,0
"('exhibited',)",53,21,0.71622,0.28378,3,0
"('wallboard',)",35,8,0.81395,0.18605,4,0
"('solidly',)",42,13,0.76364,0.23636,3,0
"('force',)",33,6,0.84615,0.15385,5,0
"('took',)",51,11,0.82258,0.17742,5,0
"('frenzied',)",8,3,0.72727,0.27273,3,0
"('approved',)",24,8,0.75,0.25,3,0
"('rubber',)",53,15,0.77941,0.22059,4,0
"('proceeded',)",7,1,0.875,0.125,7,0
"('yearonyear',)",34,9,0.7907,0.2093,4,0
"('peaks',)",23,4,0.85185,0.14815,6,0
"('35',)",41,16,0.7193,0.2807,3,0
"('predict',)",26,6,0.8125,0.1875,4,0
"('homeequity',)",17,1,0.94444,0.05556,17,0
"('glass',)",28,11,0.71795,0.28205,3,0
"('revising',)",6,2,0.75,0.25,3,0
"('students',)",8,2,0.8,0.2,4,0
"('worsening',)",27,8,0.77143,0.22857,3,0
"('peaked',)",32,1,0.9697,0.0303,32,0
"('explaining',)",23,1,0.95833,0.04167,23,0
"('surprised',)",27,2,0.93103,0.06897,13,0
"('mitigating',)",21,1,0.95455,0.04545,21,0
"('negotiating',)",25,2,0.92593,0.07407,13,0
"('steam',)",42,14,0.75,0.25,3,0
"('free',)",71,8,0.89873,0.10127,9,0
"('meals',)",21,1,0.95455,0.04545,21,0
"('regular',)",34,7,0.82927,0.17073,5,0
"('sharing',)",23,4,0.85185,0.14815,6,0
"('outstripping',)",22,1,0.95652,0.04348,22,0
"('offers',)",86,30,0.74138,0.25862,3,0
"('dont',)",23,1,0.95833,0.04167,23,0
"('oildirected',)",20,7,0.74074,0.25926,3,0
"('expectation',)",37,11,0.77083,0.22917,3,0
"('accessing',)",17,1,0.94444,0.05556,17,0
"('venture',)",60,23,0.72289,0.27711,3,0
"('closer',)",27,9,0.75,0.25,3,0
"('look',)",35,9,0.79545,0.20455,4,0
"('cyclical',)",43,6,0.87755,0.12245,7,0
"('step',)",21,3,0.875,0.125,7,0
"('brokerage',)",14,5,0.73684,0.26316,3,0
"('requiring',)",19,4,0.82609,0.17391,5,0
"('preleasing',)",12,1,0.92308,0.07692,12,0
"('fear',)",20,5,0.8,0.2,4,0
"('overbuilding',)",32,2,0.94118,0.05882,16,0
"('employing',)",9,1,0.9,0.1,9,0
"('districtscleveland',)",22,3,0.88,0.12,7,0
"('wear',)",10,2,0.83333,0.16667,5,0
"('prevented',)",41,16,0.7193,0.2807,3,0
"('smallerthanexpected',)",17,2,0.89474,0.10526,9,0
"('sizeable',)",30,8,0.78947,0.21053,4,0
"('octobers',)",18,2,0.9,0.1,9,0
"('diminished',)",45,18,0.71429,0.28571,3,0
"('freed',)",16,1,0.94118,0.05882,16,0
"('closely',)",35,9,0.79545,0.20455,4,0
"('favorably',)",13,1,0.92857,0.07143,13,0
"('accumulating',)",18,5,0.78261,0.21739,4,0
"('retreated',)",28,8,0.77778,0.22222,4,0
"('shrank',)",13,4,0.76471,0.23529,3,0
"('discourage',)",26,1,0.96296,0.03704,26,0
"('tourists',)",44,13,0.77193,0.22807,3,0
"('independent',)",27,10,0.72973,0.27027,3,0
"('yorks',)",29,9,0.76316,0.23684,3,0
"('sparked',)",23,2,0.92,0.08,12,0
"('arising',)",23,5,0.82143,0.17857,5,0
"('elevators',)",23,2,0.92,0.08,12,0
"('pressured',)",22,4,0.84615,0.15385,5,0
"('draw',)",29,4,0.87879,0.12121,7,0
"('shoes',)",11,3,0.78571,0.21429,4,0
"('pentup',)",61,21,0.7439,0.2561,3,0
"('watchful',)",19,2,0.90476,0.09524,9,0
"('hope',)",36,10,0.78261,0.21739,4,0
"('alleviate',)",26,7,0.78788,0.21212,4,0
"('success',)",66,24,0.73333,0.26667,3,0
"('snowfalls',)",27,4,0.87097,0.12903,7,0
"('likelihood',)",20,2,0.90909,0.09091,10,0
"('promote',)",23,2,0.92,0.08,12,0
"('carefully',)",20,6,0.76923,0.23077,3,0
"('special',)",33,4,0.89189,0.10811,8,0
"('attention',)",25,1,0.96154,0.03846,25,0
"('repossessions',)",13,1,0.92857,0.07143,13,0
"('barge',)",30,7,0.81081,0.18919,4,0
"('enterprises',)",16,3,0.84211,0.15789,5,0
"('homebuyers',)",60,21,0.74074,0.25926,3,0
"('willingness',)",37,12,0.7551,0.2449,3,0
"('expenditure',)",68,21,0.76404,0.23596,3,0
"('fine',)",10,3,0.76923,0.23077,3,0
"('retailing',)",13,1,0.92857,0.07143,13,0
"('drillers',)",7,1,0.875,0.125,7,0
"('loosened',)",40,7,0.85106,0.14894,6,0
"('burden',)",36,3,0.92308,0.07692,12,0
"('remove',)",18,1,0.94737,0.05263,18,0
"('imposed',)",27,8,0.77143,0.22857,3,0
"('looser',)",22,3,0.88,0.12,7,0
"('contain',)",23,6,0.7931,0.2069,4,0
"('reevaluate',)",16,4,0.8,0.2,4,0
"('parking',)",17,2,0.89474,0.10526,9,0
"('applying',)",22,1,0.95652,0.04348,22,0
"('struggles',)",26,3,0.89655,0.10345,9,0
"('right',)",25,5,0.83333,0.16667,5,0
"('bidders',)",13,3,0.8125,0.1875,4,0
"('swing',)",11,4,0.73333,0.26667,3,0
"('opting',)",16,5,0.7619,0.2381,3,0
"('waiting',)",53,16,0.76812,0.23188,3,0
"('pervasive',)",10,4,0.71429,0.28571,3,0
"('malaise',)",13,2,0.86667,0.13333,7,0
"('principally',)",9,1,0.9,0.1,9,0
"('expenses',)",23,8,0.74194,0.25806,3,0
"('comparable',)",81,26,0.75701,0.24299,3,0
"('charges',)",10,3,0.76923,0.23077,3,0
"('adjusted',)",49,14,0.77778,0.22222,4,0
"('leases',)",31,10,0.7561,0.2439,3,0
"('longer',)",136,50,0.73118,0.26882,3,0
"('attacks',)",22,7,0.75862,0.24138,3,0
"('disrupted',)",34,8,0.80952,0.19048,4,0
"('overheated',)",19,1,0.95,0.05,19,0
"('midoctober',)",24,8,0.75,0.25,3,0
"('autumn',)",27,5,0.84375,0.15625,5,0
"('liquidate',)",21,1,0.95455,0.04545,21,0
"('replenished',)",21,3,0.875,0.125,7,0
"('occurrences',)",14,1,0.93333,0.06667,14,0
"('seeking',)",53,10,0.84127,0.15873,5,0
"('billing',)",35,11,0.76087,0.23913,3,0
"('secured',)",16,4,0.8,0.2,4,0
"('goals',)",14,3,0.82353,0.17647,5,0
"('slipping',)",25,7,0.78125,0.21875,4,0
"('signed',)",22,6,0.78571,0.21429,4,0
"('displaced',)",14,5,0.73684,0.26316,3,0
"('staying',)",9,2,0.81818,0.18182,4,0
"('filed',)",10,1,0.90909,0.09091,10,0
"('chapter',)",5,1,0.83333,0.16667,5,0
"('opening',)",35,12,0.74468,0.25532,3,0
"('upscale',)",13,2,0.86667,0.13333,7,0
"('outweighing',)",5,1,0.83333,0.16667,5,0
"('counteract',)",3,1,0.75,0.25,3,0
"('bottoming',)",24,5,0.82759,0.17241,5,0
"('twoyear',)",23,8,0.74194,0.25806,3,0
"('shows',)",60,16,0.78947,0.21053,4,0
"('storing',)",18,3,0.85714,0.14286,6,0
"('news',)",45,14,0.76271,0.23729,3,0
"('spell',)",24,4,0.85714,0.14286,6,0
"('thanks',)",54,20,0.72973,0.27027,3,0
"('passage',)",23,2,0.92,0.08,12,0
"('finalizing',)",17,1,0.94444,0.05556,17,0
"('universally',)",17,5,0.77273,0.22727,3,0
"('exacerbated',)",22,2,0.91667,0.08333,11,0
"('entering',)",22,6,0.78571,0.21429,4,0
"('representatives',)",45,18,0.71429,0.28571,3,0
"('taxes',)",37,1,0.97368,0.02632,37,0
"('communication',)",18,3,0.85714,0.14286,6,0
"('length',)",16,1,0.94118,0.05882,16,0
"('resume',)",24,3,0.88889,0.11111,8,0
"('emerge',)",13,3,0.8125,0.1875,4,0
"('neither',)",8,1,0.88889,0.11111,8,0
"('nor',)",13,3,0.8125,0.1875,4,0
"('signals',)",15,6,0.71429,0.28571,3,0
"('overcapacity',)",20,6,0.76923,0.23077,3,0
"('prospect',)",23,7,0.76667,0.23333,3,0
"('consequence',)",19,1,0.95,0.05,19,0
"('epa',)",12,1,0.92308,0.07692,12,0
"('conference',)",49,18,0.73134,0.26866,3,0
"('carerelated',)",10,1,0.90909,0.09091,10,0
"('qualify',)",12,2,0.85714,0.14286,6,0
"('lift',)",15,4,0.78947,0.21053,4,0
"('winding',)",5,1,0.83333,0.16667,5,0
"('foot',)",47,17,0.73438,0.26562,3,0
"('responsive',)",5,1,0.83333,0.16667,5,0
"('passengers',)",7,1,0.875,0.125,7,0
"('steadied',)",4,1,0.8,0.2,4,0
"('family',)",83,25,0.76852,0.23148,3,0
"('arrivals',)",7,2,0.77778,0.22222,4,0
