NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('business', 'activity', 'manufacturing', 'activity')",3,1,0.75,0.25,3,0
"('manufacturing', 'activity', 'increased', 'in')",3,1,0.75,0.25,3,0
"('reported', 'strong', 'demand', 'for')",3,1,0.75,0.25,3,0
"('reported', 'increased', 'activity', 'in')",3,1,0.75,0.25,3,0
"('increased', 'activity', 'in', 'the')",3,1,0.75,0.25,3,0
"('industry', 'announced', 'plans', 'to')",3,1,0.75,0.25,3,0
"('announced', 'plans', 'to', 'expand')",3,1,0.75,0.25,3,0
"('contacts', 'in', 'the', 'atlanta')",3,1,0.75,0.25,3,0
"('real', 'estate', 'activity', 'was')",3,1,0.75,0.25,3,0
"('in', 'the', 'philadelphia', 'richmond')",3,1,0.75,0.25,3,0
"('the', 'philadelphia', 'richmond', 'and')",3,1,0.75,0.25,3,0
"('and', 'cleveland', 'districts', 'the')",3,1,0.75,0.25,3,0
"('in', 'new', 'york', 'city')",3,1,0.75,0.25,3,0
"('sales', 'of', 'homes', 'in')",3,1,0.75,0.25,3,0
"('were', 'reported', 'in', 'the')",3,1,0.75,0.25,3,0
"('louis', 'and', 'dallas', 'districts')",3,1,0.75,0.25,3,0
"('and', 'dallas', 'districts', 'reported')",3,1,0.75,0.25,3,0
"('dallas', 'districts', 'reported', 'that')",3,1,0.75,0.25,3,0
"('in', 'the', 'philadelphia', 'cleveland')",3,1,0.75,0.25,3,0
"('demand', 'for', 'commercial', 'real')",3,1,0.75,0.25,3,0
"('for', 'commercial', 'real', 'estate')",3,1,0.75,0.25,3,0
"('has', 'continued', 'to', 'improve')",3,1,0.75,0.25,3,0
"('the', 'philadelphia', 'dallas', 'and')",3,1,0.75,0.25,3,0
"('in', 'the', 'office', 'market')",3,1,0.75,0.25,3,0
"('contacts', 'noted', 'that', 'the')",3,1,0.75,0.25,3,0
"('in', 'the', 'district', 'was')",3,1,0.75,0.25,3,0
"('in', 'the', 'gulf', 'of')",3,1,0.75,0.25,3,0
"('the', 'gulf', 'of', 'mexico')",3,1,0.75,0.25,3,0
"('of', 'oil', 'and', 'gas')",3,1,0.75,0.25,3,0
"('in', 'the', 'energy', 'industry')",3,1,0.75,0.25,3,0
"('new', 'york', 'and', 'kansas')",3,1,0.75,0.25,3,0
"('york', 'and', 'kansas', 'city')",3,1,0.75,0.25,3,0
"('with', 'the', 'exception', 'of')",3,1,0.75,0.25,3,0
"('the', 'exception', 'of', 'the')",3,1,0.75,0.25,3,0
"('for', 'workers', 'with', 'specialized')",3,1,0.75,0.25,3,0
"('workers', 'with', 'specialized', 'skills')",3,1,0.75,0.25,3,0
"('with', 'specialized', 'skills', 'in')",3,1,0.75,0.25,3,0
"('specialized', 'skills', 'in', 'the')",3,1,0.75,0.25,3,0
"('the', 'boston', 'richmond', 'atlanta')",3,1,0.75,0.25,3,0
"('boston', 'richmond', 'atlanta', 'and')",3,1,0.75,0.25,3,0
"('richmond', 'atlanta', 'and', 'san')",3,1,0.75,0.25,3,0
"('san', 'francisco', 'districts', 'indicated')",3,1,0.75,0.25,3,0
"('in', 'response', 'to', 'higher')",3,1,0.75,0.25,3,0
"('response', 'to', 'higher', 'input')",3,1,0.75,0.25,3,0
"('to', 'higher', 'input', 'prices')",3,1,0.75,0.25,3,0
"('philadelphia', 'and', 'richmond', 'districts')",3,1,0.75,0.25,3,0
"('able', 'to', 'pass', 'along')",3,1,0.75,0.25,3,0
"('cleveland', 'richmond', 'chicago', 'and')",3,1,0.75,0.25,3,0
