NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('strong',)",2475,1008,0.71059,0.28941,2,0
"('by',)",1984,730,0.73102,0.26898,3,0
"('business',)",1610,612,0.72457,0.27543,3,0
"('City',)",1128,363,0.75654,0.24346,3,0
"('be',)",1471,556,0.7257,0.2743,3,0
"('real',)",2043,742,0.73357,0.26643,3,0
"('growth',)",3593,1381,0.72236,0.27764,3,0
"('an',)",1546,589,0.72412,0.27588,3,0
"('is',)",1772,669,0.72593,0.27407,3,0
"('rates',)",1803,660,0.73203,0.26797,3,0
"('they',)",1366,524,0.72275,0.27725,3,0
"('expect',)",963,365,0.72515,0.27485,3,0
"('York',)",1158,407,0.73994,0.26006,3,0
"('said',)",1522,606,0.71523,0.28477,3,0
"('Contacts',)",1776,675,0.7246,0.2754,3,0
"('Kansas',)",837,263,0.76091,0.23909,3,0
"('during',)",1253,374,0.77013,0.22987,3,0
"('modest',)",1685,602,0.73677,0.26323,3,0
"('slightly',)",2615,1100,0.7039,0.2961,2,0
"('months',)",1738,700,0.71288,0.28712,2,0
"('indicated',)",1403,561,0.71436,0.28564,3,0
"('more',)",1803,635,0.73954,0.26046,3,0
"('production',)",1542,550,0.73709,0.26291,3,0
"('In',)",1576,589,0.72794,0.27206,3,0
"('home',)",1360,471,0.74276,0.25724,3,0
"('also',)",1430,485,0.74674,0.25326,3,0
"('price',)",1134,467,0.70831,0.29169,2,0
"('manufacturers',)",988,371,0.72701,0.27299,3,0
"('loan',)",1425,505,0.73834,0.26166,3,0
"('had',)",1057,371,0.7402,0.2598,3,0
"('market',)",1602,605,0.72587,0.27413,3,0
"('loans',)",1126,439,0.71949,0.28051,3,0
"('reports',)",994,328,0.75189,0.24811,3,0
"('rising',)",778,309,0.71573,0.28427,3,0
"('Cleveland',)",807,276,0.74515,0.25485,3,0
"('hiring',)",945,340,0.73541,0.26459,3,0
"('November',)",390,87,0.81761,0.18239,4,0
"('higher',)",1736,730,0.70397,0.29603,2,0
"('San',)",747,275,0.73092,0.26908,3,0
"('Francisco',)",734,274,0.72817,0.27183,3,0
"('has',)",1642,600,0.73238,0.26762,3,0
"('holiday',)",357,84,0.80952,0.19048,4,0
"('services',)",1701,649,0.72383,0.27617,3,0
"('conditions',)",1576,621,0.71734,0.28266,3,0
"('retailers',)",724,281,0.7204,0.2796,3,0
"('credit',)",839,302,0.73532,0.26468,3,0
"('low',)",1196,415,0.7424,0.2576,3,0
"('Richmond',)",786,299,0.72442,0.27558,3,0
"('mixed',)",1191,491,0.70809,0.29191,2,0
"('products',)",958,347,0.7341,0.2659,3,0
"('markets',)",1041,411,0.71694,0.28306,3,0
"('although',)",1000,366,0.73206,0.26794,3,0
"('period',)",2388,913,0.72342,0.27658,3,0
"('over',)",2188,783,0.73645,0.26355,3,0
"('ago',)",976,369,0.72565,0.27435,3,0
"('However',)",986,389,0.71709,0.28291,3,0
"('other',)",787,312,0.71611,0.28389,3,0
"('retail',)",1198,455,0.72474,0.27526,3,0
"('manufacturing',)",1484,564,0.72461,0.27539,3,0
"('Chicago',)",727,251,0.74335,0.25665,3,0
"('Dallas',)",884,327,0.72998,0.27002,3,0
"('across',)",1474,555,0.72647,0.27353,3,0
"('reporting',)",1492,572,0.72287,0.27713,3,0
"('costs',)",1264,519,0.70892,0.29108,2,0
"('outlook',)",783,287,0.73178,0.26822,3,0
"('our',)",761,263,0.74316,0.25684,3,0
"('weak',)",505,187,0.72977,0.27023,3,0
"('St',)",671,231,0.7439,0.2561,3,0
"('about',)",1351,542,0.71368,0.28632,2,0
"('recent',)",1253,519,0.70711,0.29289,2,0
"('compared',)",1060,376,0.73816,0.26184,3,0
"('survey',)",906,366,0.71226,0.28774,2,0
"('continue',)",696,239,0.74439,0.25561,3,0
"('Louis',)",655,226,0.74347,0.25653,3,0
"('pressures',)",892,347,0.71994,0.28006,3,0
"('positive',)",934,322,0.74363,0.25637,3,0
"('contact',)",1222,454,0.72912,0.27088,3,0
"('next',)",810,286,0.73905,0.26095,3,0
"('Boston',)",799,288,0.73505,0.26495,3,0
"('Most',)",739,282,0.7238,0.2762,3,0
"('little',)",1003,352,0.74022,0.25978,3,0
"('six',)",718,249,0.7425,0.2575,3,0
"('further',)",814,300,0.7307,0.2693,3,0
"('Several',)",553,190,0.74428,0.25572,3,0
"('remain',)",747,269,0.73524,0.26476,3,0
"('sector',)",1336,537,0.71329,0.28671,2,0
"('Atlanta',)",723,255,0.73926,0.26074,3,0
"('this',)",1028,429,0.70556,0.29444,2,0
"('season',)",489,146,0.77008,0.22992,3,0
"('Minneapolis',)",642,223,0.7422,0.2578,3,0
"('somewhat',)",807,313,0.72054,0.27946,3,0
"('very',)",503,168,0.74963,0.25037,3,0
"('will',)",646,231,0.7366,0.2634,3,0
"('plans',)",767,277,0.73467,0.26533,3,0
"('spending',)",1123,434,0.72126,0.27874,3,0
"('2010',)",122,23,0.84138,0.15862,5,0
"('consumer',)",920,331,0.73541,0.26459,3,0
"('workers',)",1229,447,0.73329,0.26671,3,0
"('pace',)",1955,750,0.72274,0.27726,3,0
"('few',)",767,263,0.74466,0.25534,3,0
"('been',)",1093,406,0.72915,0.27085,3,0
"('large',)",576,190,0.75196,0.24804,3,0
"('Philadelphia',)",666,229,0.74413,0.25587,3,0
"('both',)",805,296,0.73115,0.26885,3,0
"('limited',)",348,124,0.73729,0.26271,3,0
"('Manufacturing',)",797,288,0.73456,0.26544,3,0
"('improved',)",935,365,0.71923,0.28077,3,0
"('increasing',)",442,174,0.71753,0.28247,3,0
"('Demand',)",787,296,0.72669,0.27331,3,0
"('residential',)",901,315,0.74095,0.25905,3,0
"('lending',)",690,265,0.72251,0.27749,3,0
"('rise',)",658,253,0.72228,0.27772,3,0
"('which',)",682,262,0.72246,0.27754,3,0
"('all',)",777,272,0.74071,0.25929,3,0
"('orders',)",800,267,0.74977,0.25023,3,0
"('not',)",636,232,0.73272,0.26728,3,0
"('flat',)",1333,483,0.73403,0.26597,3,0
"('held',)",483,148,0.76545,0.23455,3,0
"('industrial',)",1002,381,0.72451,0.27549,3,0
"('optimistic',)",718,272,0.72525,0.27475,3,0
"('high',)",953,322,0.74745,0.25255,3,0
"('employment',)",695,253,0.73312,0.26688,3,0
"('improvement',)",521,181,0.74217,0.25783,3,0
"('inventories',)",851,283,0.75044,0.24956,3,0
"('Real',)",624,240,0.72222,0.27778,3,0
"('Commercial',)",684,258,0.72611,0.27389,3,0
"('however',)",558,208,0.72846,0.27154,3,0
"('auto',)",882,345,0.71883,0.28117,3,0
"('rose',)",1237,487,0.71752,0.28248,3,0
"('oil',)",756,285,0.72622,0.27378,3,0
"('several',)",719,285,0.71614,0.28386,3,0
"('small',)",405,132,0.75419,0.24581,3,0
"('stronger',)",525,193,0.7312,0.2688,3,0
"('area',)",573,172,0.76913,0.23087,3,0
"('cited',)",633,234,0.7301,0.2699,3,0
"('sectors',)",866,353,0.71042,0.28958,2,0
"('number',)",761,241,0.75948,0.24052,3,0
"('remains',)",550,212,0.72178,0.27822,3,0
"('well',)",560,256,0.68627,0.31373,2,0
"('improve',)",369,142,0.72211,0.27789,3,0
"('equipment',)",642,232,0.73455,0.26545,3,0
"('2009',)",28,1,0.96552,0.03448,28,0
"('relatively',)",319,133,0.70575,0.29425,2,0
"('areas',)",748,269,0.7355,0.2645,3,0
"('among',)",563,231,0.70907,0.29093,2,0
"('Reports',)",658,242,0.73111,0.26889,3,0
"('weeks',)",845,331,0.71854,0.28146,3,0
"('Estate',)",650,242,0.7287,0.2713,3,0
"('office',)",717,281,0.71844,0.28156,3,0
"('down',)",1072,364,0.74652,0.25348,3,0
"('Prices',)",576,212,0.73096,0.26904,3,0
"('materials',)",536,207,0.7214,0.2786,3,0
"('there',)",507,204,0.71308,0.28692,2,0
"('Minnesota',)",528,190,0.73538,0.26462,3,0
"('described',)",327,123,0.72667,0.27333,3,0
"('only',)",342,119,0.74187,0.25813,3,0
"('pressure',)",575,206,0.73624,0.26376,3,0
"('contrast',)",480,151,0.7607,0.2393,3,0
"('winter',)",434,128,0.77224,0.22776,3,0
"('change',)",629,228,0.73396,0.26604,3,0
"('earlier',)",869,295,0.74656,0.25344,3,0
"('modestly',)",1282,557,0.69712,0.30288,2,0
"('Return',)",455,156,0.74468,0.25532,3,0
"('many',)",707,239,0.74736,0.25264,3,0
"('especially',)",440,169,0.7225,0.2775,3,0
"('overall',)",1110,431,0.72031,0.27969,3,0
"('leasing',)",536,214,0.71467,0.28533,3,0
"('no',)",472,157,0.7504,0.2496,3,0
"('input',)",551,243,0.69395,0.30605,2,0
"('Consumer',)",552,224,0.71134,0.28866,2,0
"('ahead',)",465,205,0.69403,0.30597,2,0
"('dealers',)",644,235,0.73265,0.26735,3,0
"('healthcare',)",362,126,0.7418,0.2582,3,0
"('Construction',)",656,254,0.72088,0.27912,3,0
"('previous',)",1545,629,0.71067,0.28933,2,0
"('top',)",396,145,0.73198,0.26802,3,0
"('early',)",632,204,0.75598,0.24402,3,0
"('through',)",638,258,0.71205,0.28795,2,0
"('capital',)",676,243,0.73558,0.26442,3,0
"('balance',)",612,234,0.7234,0.2766,3,0
"('yearago',)",410,152,0.72954,0.27046,3,0
"('into',)",303,104,0.74447,0.25553,3,0
"('slight',)",746,270,0.73425,0.26575,3,0
"('it',)",456,207,0.68778,0.31222,2,0
"('energy',)",741,245,0.75152,0.24848,3,0
"('slow',)",450,138,0.76531,0.23469,3,0
"('Retail',)",642,233,0.73371,0.26629,3,0
"('major',)",473,185,0.71884,0.28116,3,0
"('significant',)",348,106,0.76652,0.23348,3,0
"('projects',)",498,167,0.74887,0.25113,3,0
"('mortgage',)",348,131,0.72651,0.27349,3,0
"('bankers',)",327,125,0.72345,0.27655,3,0
"('quarter',)",663,252,0.72459,0.27541,3,0
"('one',)",754,322,0.70074,0.29926,2,0
"('recently',)",254,79,0.76276,0.23724,3,0
"('throughout',)",306,111,0.73381,0.26619,3,0
"('stores',)",254,77,0.76737,0.23263,3,0
"('shipments',)",453,170,0.72713,0.27287,3,0
"('producers',)",527,194,0.73093,0.26907,3,0
"('wages',)",663,258,0.71987,0.28013,3,0
"('stated',)",189,83,0.69485,0.30515,2,0
"('respondents',)",455,200,0.69466,0.30534,2,0
"('characterized',)",163,61,0.72768,0.27232,3,0
"('capacity',)",419,178,0.70184,0.29816,2,0
"('particularly',)",703,248,0.73922,0.26078,3,0
"('mentioned',)",172,50,0.77477,0.22523,3,0
"('plan',)",269,100,0.729,0.271,3,0
"('Services',)",496,187,0.72621,0.27379,3,0
"('sluggish',)",203,69,0.74632,0.25368,3,0
"('declined',)",775,270,0.74163,0.25837,3,0
"('interest',)",387,145,0.72744,0.27256,3,0
"('decreased',)",536,198,0.73025,0.26975,3,0
"('output',)",172,61,0.7382,0.2618,3,0
"('level',)",508,206,0.71148,0.28852,2,0
"('slowed',)",659,226,0.74463,0.25537,3,0
"('Sales',)",434,139,0.75742,0.24258,3,0
"('goods',)",558,188,0.74799,0.25201,3,0
"('inventory',)",651,245,0.72656,0.27344,3,0
"('changed',)",393,156,0.71585,0.28415,3,0
"('Business',)",378,149,0.71727,0.28273,3,0
"('vacancy',)",399,122,0.76583,0.23417,3,0
"('according',)",387,137,0.73855,0.26145,3,0
"('homes',)",733,262,0.73668,0.26332,3,0
"('despite',)",275,115,0.70513,0.29487,2,0
"('near',)",324,96,0.77143,0.22857,3,0
"('improving',)",218,74,0.74658,0.25342,3,0
"('planned',)",187,75,0.71374,0.28626,2,0
"('still',)",404,136,0.74815,0.25185,3,0
"('Overall',)",601,205,0.74566,0.25434,3,0
"('commodities',)",107,42,0.71812,0.28188,3,0
"('Spending',)",451,172,0.72392,0.27608,3,0
"('showed',)",263,109,0.70699,0.29301,2,0
"('less',)",339,113,0.75,0.25,3,0
"('weather',)",644,280,0.69697,0.30303,2,0
"('uptick',)",213,91,0.70066,0.29934,2,0
"('employees',)",296,120,0.71154,0.28846,2,0
"('transportation',)",642,262,0.71018,0.28982,2,0
"('past',)",601,199,0.75125,0.24875,3,0
"('multifamily',)",378,137,0.73398,0.26602,3,0
"('coming',)",489,194,0.71596,0.28404,3,0
"('fell',)",485,196,0.71219,0.28781,2,0
"('refinancing',)",174,54,0.76316,0.23684,3,0
"('quality',)",484,174,0.73556,0.26444,3,0
"('agricultural',)",403,166,0.70826,0.29174,2,0
"('gas',)",845,317,0.72719,0.27281,3,0
"('food',)",412,139,0.74773,0.25227,3,0
"('Some',)",445,189,0.70189,0.29811,2,0
"('wage',)",894,362,0.71178,0.28822,2,0
"('mostly',)",480,180,0.72727,0.27273,3,0
"('note',)",294,105,0.73684,0.26316,3,0
"('industry',)",942,319,0.74703,0.25297,3,0
"('pricing',)",241,98,0.71091,0.28909,2,0
"('firm',)",625,227,0.73357,0.26643,3,0
"('its',)",344,134,0.71967,0.28033,3,0
"('three',)",372,112,0.7686,0.2314,3,0
"('yearoveryear',)",574,263,0.68578,0.31422,2,0
"('first',)",411,170,0.7074,0.2926,2,0
"('half',)",351,151,0.6992,0.3008,2,0
"('decline',)",738,267,0.73433,0.26567,3,0
"('businesses',)",425,177,0.70598,0.29402,2,0
"('gains',)",540,204,0.72581,0.27419,3,0
"('selling',)",447,182,0.71065,0.28935,2,0
"('Retailers',)",294,110,0.72772,0.27228,3,0
"('expectations',)",646,244,0.72584,0.27416,3,0
"('volumes',)",492,198,0.71304,0.28696,2,0
"('Financial',)",222,91,0.70927,0.29073,2,0
"('weaker',)",272,80,0.77273,0.22727,3,0
"('Residential',)",610,225,0.73054,0.26946,3,0
"('time',)",414,137,0.75136,0.24864,3,0
"('outlooks',)",230,80,0.74194,0.25806,3,0
"('above',)",351,148,0.70341,0.29659,2,0
"('picked',)",635,257,0.71188,0.28812,2,0
"('expand',)",406,137,0.7477,0.2523,3,0
"('Tourism',)",371,146,0.7176,0.2824,3,0
"('consumers',)",212,84,0.71622,0.28378,3,0
"('discounting',)",76,26,0.7451,0.2549,3,0
"('vehicle',)",310,112,0.7346,0.2654,3,0
"('rate',)",428,169,0.71692,0.28308,3,0
"('Activity',)",614,267,0.69694,0.30306,2,0
"('seasonal',)",457,173,0.7254,0.2746,3,0
"('addition',)",235,93,0.71646,0.28354,3,0
"('majority',)",440,174,0.71661,0.28339,3,0
"('existing',)",338,138,0.71008,0.28992,2,0
"('general',)",368,145,0.71735,0.28265,3,0
"('signs',)",218,80,0.73154,0.26846,3,0
"('edged',)",275,114,0.70694,0.29306,2,0
"('mortgages',)",268,93,0.74238,0.25762,3,0
"('Agriculture',)",318,114,0.73611,0.26389,3,0
"('cotton',)",217,86,0.71617,0.28383,3,0
"('fairly',)",293,93,0.75907,0.24093,3,0
"('fourth',)",146,50,0.7449,0.2551,3,0
"('cost',)",352,128,0.73333,0.26667,3,0
"('margins',)",320,117,0.73227,0.26773,3,0
"('steel',)",450,168,0.72816,0.27184,3,0
"('Many',)",242,85,0.74006,0.25994,3,0
"('moderate',)",1295,496,0.72306,0.27694,3,0
"('largely',)",434,145,0.74957,0.25043,3,0
"('indicate',)",204,80,0.71831,0.28169,3,0
"('due',)",1053,384,0.73278,0.26722,3,0
"('supply',)",501,209,0.70563,0.29437,2,0
"('5',)",206,65,0.76015,0.23985,3,0
"('industries',)",444,162,0.73267,0.26733,3,0
"('lower',)",1014,412,0.71108,0.28892,2,0
"('volume',)",394,140,0.73783,0.26217,3,0
"('region',)",338,117,0.74286,0.25714,3,0
"('total',)",197,78,0.71636,0.28364,3,0
"('though',)",570,226,0.71608,0.28392,3,0
"('average',)",430,133,0.76377,0.23623,3,0
"('Third',)",281,98,0.74142,0.25858,3,0
"('elevated',)",290,115,0.71605,0.28395,3,0
"('his',)",220,76,0.74324,0.25676,3,0
"('Dakota',)",353,133,0.72634,0.27366,3,0
"('solid',)",477,187,0.71837,0.28163,3,0
"('better',)",271,116,0.70026,0.29974,2,0
"('upward',)",339,136,0.71368,0.28632,2,0
"('range',)",178,63,0.73859,0.26141,3,0
"('economic',)",433,141,0.75436,0.24564,3,0
"('vehicles',)",324,104,0.75701,0.24299,3,0
"('attributed',)",416,159,0.72348,0.27652,3,0
"('prior',)",416,160,0.72222,0.27778,3,0
"('hightech',)",190,79,0.70632,0.29368,2,0
"('On',)",465,184,0.71649,0.28351,3,0
"('observed',)",152,50,0.75248,0.24752,3,0
"('including',)",369,154,0.70554,0.29446,2,0
"('late',)",365,137,0.72709,0.27291,3,0
"('either',)",144,53,0.73096,0.26904,3,0
"('future',)",527,189,0.73603,0.26397,3,0
"('additional',)",194,80,0.70803,0.29197,2,0
"('concern',)",313,120,0.72286,0.27714,3,0
"('end',)",349,126,0.73474,0.26526,3,0
"('companies',)",301,123,0.70991,0.29009,2,0
"('housing',)",447,167,0.72801,0.27199,3,0
"('declines',)",404,141,0.74128,0.25872,3,0
"('downward',)",167,63,0.72609,0.27391,3,0
"('improvements',)",210,65,0.76364,0.23636,3,0
"('standards',)",459,169,0.73089,0.26911,3,0
"('wheat',)",242,88,0.73333,0.26667,3,0
"('drilling',)",261,95,0.73315,0.26685,3,0
"('metals',)",379,132,0.74168,0.25832,3,0
"('building',)",375,155,0.70755,0.29245,2,0
"('job',)",307,119,0.72066,0.27934,3,0
"('contacted',)",108,34,0.76056,0.23944,3,0
"('items',)",213,61,0.77737,0.22263,3,0
"('Christmas',)",31,8,0.79487,0.20513,4,0
"('manufacturer',)",403,145,0.7354,0.2646,3,0
"('absorption',)",109,50,0.68553,0.31447,2,0
"('traffic',)",469,145,0.76384,0.23616,3,0
"('off',)",323,116,0.73576,0.26424,3,0
"('banks',)",372,119,0.75764,0.24236,3,0
"('Beige',)",451,192,0.7014,0.2986,2,0
"('Book',)",444,190,0.70032,0.29968,2,0
"('raw',)",225,80,0.7377,0.2623,3,0
"('South',)",366,135,0.73054,0.26946,3,0
"('managers',)",108,39,0.73469,0.26531,3,0
"('North',)",470,196,0.70571,0.29429,2,0
"('even',)",191,80,0.7048,0.2952,2,0
"('farm',)",251,82,0.75375,0.24625,3,0
"('shipping',)",142,62,0.69608,0.30392,2,0
"('slowly',)",128,49,0.72316,0.27684,3,0
"('reportedly',)",166,69,0.70638,0.29362,2,0
"('passthrough',)",33,12,0.73333,0.26667,3,0
"('final',)",100,24,0.80645,0.19355,4,0
"('Labor',)",281,104,0.72987,0.27013,3,0
"('same',)",667,252,0.72579,0.27421,3,0
"('Respondents',)",237,75,0.75962,0.24038,3,0
"('utilization',)",204,84,0.70833,0.29167,2,0
"('normal',)",204,55,0.78764,0.21236,4,0
"('soft',)",163,58,0.73756,0.26244,3,0
"('current',)",339,138,0.71069,0.28931,2,0
"('brisk',)",119,60,0.6648,0.3352,2,1
"('travel',)",288,97,0.74805,0.25195,3,0
"('after',)",333,122,0.73187,0.26813,3,0
"('permits',)",212,68,0.75714,0.24286,3,0
"('results',)",194,72,0.72932,0.27068,3,0
"('again',)",181,56,0.76371,0.23629,3,0
"('Banking',)",322,118,0.73182,0.26818,3,0
"('anticipate',)",176,65,0.73029,0.26971,3,0
"('pickup',)",363,133,0.73185,0.26815,3,0
"('unchanged',)",746,274,0.73137,0.26863,3,0
"('exception',)",216,81,0.72727,0.27273,3,0
"('drought',)",222,90,0.71154,0.28846,2,0
"('could',)",152,62,0.71028,0.28972,2,0
"('years',)",473,181,0.72324,0.27676,3,0
"('natural',)",407,131,0.75651,0.24349,3,0
"('coal',)",330,114,0.74324,0.25676,3,0
"('reduced',)",249,80,0.75684,0.24316,3,0
"('would',)",257,119,0.68351,0.31649,2,0
"('Staffing',)",173,68,0.71784,0.28216,3,0
"('shopping',)",123,33,0.78846,0.21154,4,0
"('product',)",152,46,0.76768,0.23232,3,0
"('One',)",520,223,0.69987,0.30013,2,0
"('difficult',)",135,66,0.67164,0.32836,2,0
"('health',)",291,101,0.74235,0.25765,3,0
"('growing',)",308,129,0.70481,0.29519,2,0
"('values',)",113,34,0.76871,0.23129,3,0
"('month',)",323,107,0.75116,0.24884,3,0
"('purchases',)",166,47,0.77934,0.22066,4,0
"('buyers',)",182,47,0.79476,0.20524,4,0
"('see',)",175,68,0.72016,0.27984,3,0
"('strength',)",338,115,0.74614,0.25386,3,0
"('helped',)",80,42,0.65574,0.34426,2,1
"('basis',)",231,94,0.71077,0.28923,2,0
"('furniture',)",164,44,0.78846,0.21154,4,0
"('used',)",299,101,0.7475,0.2525,3,0
"('bank',)",104,34,0.75362,0.24638,3,0
"('agents',)",85,33,0.72034,0.27966,3,0
"('support',)",113,47,0.70625,0.29375,2,0
"('finished',)",212,76,0.73611,0.26389,3,0
"('temporary',)",156,74,0.67826,0.32174,2,0
"('Wage',)",288,93,0.75591,0.24409,3,0
"('builders',)",436,144,0.75172,0.24828,3,0
"('exports',)",230,82,0.73718,0.26282,3,0
"('banker',)",103,40,0.72028,0.27972,3,0
"('Transportation',)",221,93,0.70382,0.29618,2,0
"('subdued',)",167,64,0.72294,0.27706,3,0
"('competitive',)",141,58,0.70854,0.29146,2,0
"('cautious',)",150,50,0.75,0.25,3,0
"('cautiously',)",122,45,0.73054,0.26946,3,0
"('heavy',)",175,63,0.73529,0.26471,3,0
"('trend',)",181,73,0.7126,0.2874,2,0
"('show',)",55,23,0.70513,0.29487,2,0
"('experienced',)",277,107,0.72135,0.27865,3,0
"('difficulty',)",285,92,0.75597,0.24403,3,0
"('substantial',)",78,31,0.7156,0.2844,3,0
"('confidence',)",241,99,0.70882,0.29118,2,0
"('ski',)",70,22,0.76087,0.23913,3,0
"('revenue',)",245,97,0.71637,0.28363,3,0
"('technology',)",433,148,0.74527,0.25473,3,0
"('saw',)",544,187,0.74419,0.25581,3,0
"('accounting',)",148,51,0.74372,0.25628,3,0
"('financial',)",328,104,0.75926,0.24074,3,0
"('professional',)",308,144,0.68142,0.31858,2,0
"('All',)",116,34,0.77333,0.22667,3,0
"('recovery',)",83,19,0.81373,0.18627,4,0
"('Home',)",257,101,0.71788,0.28212,3,0
"('properties',)",221,66,0.77003,0.22997,3,0
"('expecting',)",202,63,0.76226,0.23774,3,0
"('Bankers',)",225,96,0.70093,0.29907,2,0
"('eased',)",148,36,0.80435,0.19565,4,0
"('deposits',)",130,51,0.71823,0.28177,3,0
"('affected',)",124,45,0.73373,0.26627,3,0
"('snow',)",49,27,0.64474,0.35526,2,1
"('corn',)",383,151,0.71723,0.28277,3,0
"('crude',)",98,35,0.73684,0.26316,3,0
"('For',)",174,93,0.65169,0.34831,2,1
"('if',)",117,43,0.73125,0.26875,3,0
"('least',)",76,33,0.69725,0.30275,2,0
"('work',)",183,67,0.732,0.268,3,0
"('hours',)",151,55,0.73301,0.26699,3,0
"('expressed',)",304,123,0.71194,0.28806,2,0
"('digits',)",63,28,0.69231,0.30769,2,0
"('line',)",175,59,0.74786,0.25214,3,0
"('reduce',)",126,45,0.73684,0.26316,3,0
"('going',)",86,37,0.69919,0.30081,2,0
"('forward',)",219,67,0.76573,0.23427,3,0
"('operations',)",217,73,0.74828,0.25172,3,0
"('care',)",180,54,0.76923,0.23077,3,0
"('much',)",319,128,0.71365,0.28635,2,0
"('below',)",404,155,0.72272,0.27728,3,0
"('10',)",227,72,0.7592,0.2408,3,0
"('rental',)",203,79,0.71986,0.28014,3,0
"('continues',)",238,75,0.76038,0.23962,3,0
"('where',)",259,118,0.687,0.313,2,0
"('occupancy',)",227,86,0.72524,0.27476,3,0
"('close',)",121,52,0.69942,0.30058,2,0
"('smaller',)",157,56,0.73709,0.26291,3,0
"('rents',)",440,163,0.72968,0.27032,3,0
"('did',)",190,78,0.70896,0.29104,2,0
"('Finance',)",280,109,0.71979,0.28021,3,0
"('lines',)",120,49,0.71006,0.28994,2,0
"('parts',)",358,127,0.73814,0.26186,3,0
"('Wages',)",453,193,0.70124,0.29876,2,0
"('permanent',)",106,41,0.72109,0.27891,3,0
"('driven',)",208,72,0.74286,0.25714,3,0
"('domestic',)",207,84,0.71134,0.28866,2,0
"('announced',)",308,91,0.77193,0.22807,3,0
"('customers',)",334,123,0.73085,0.26915,3,0
"('grew',)",751,293,0.71935,0.28065,3,0
"('such',)",398,126,0.75954,0.24046,3,0
"('Virginia',)",483,190,0.71768,0.28232,3,0
"('Although',)",165,66,0.71429,0.28571,3,0
"('plants',)",135,56,0.70681,0.29319,2,0
"('ranging',)",72,22,0.76596,0.23404,3,0
"('noting',)",194,82,0.7029,0.2971,2,0
"('led',)",251,101,0.71307,0.28693,2,0
"('optimism',)",146,61,0.70531,0.29469,2,0
"('pointed',)",65,15,0.8125,0.1875,4,0
"('flow',)",33,10,0.76744,0.23256,3,0
"('pentup',)",45,12,0.78947,0.21053,4,0
