NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('manufacturers', 'in', 'san', 'francisco')",22,7,0.75862,0.24138,3,0
"('in', 'addition', 'to', 'the')",21,2,0.91304,0.08696,10,0
"('in', 'aircraft', 'and', 'hightech')",20,3,0.86957,0.13043,7,0
"('sectors', 'and', 'new', 'york')",20,1,0.95238,0.04762,20,0
"('of', 'aircraft', 'parts', 'and')",20,1,0.95238,0.04762,20,0
"('from', 'already', 'high', 'levels')",33,2,0.94286,0.05714,17,0
"('in', 'chicago', 'dallas', 'and')",20,3,0.86957,0.13043,7,0
"('report', 'that', 'demand', 'for')",23,3,0.88462,0.11538,8,0
"('demand', 'for', 'oil', 'and')",20,8,0.71429,0.28571,3,0
"('for', 'oil', 'and', 'gas')",24,2,0.92308,0.07692,12,0
"('oil', 'and', 'gas', 'equipment')",20,4,0.83333,0.16667,5,0
"('are', 'operating', 'at', 'high')",20,1,0.95238,0.04762,20,0
"('high', 'levels', 'in', 'the')",69,27,0.71875,0.28125,3,0
"('is', 'expected', 'to', 'last')",20,1,0.95238,0.04762,20,0
"('expected', 'to', 'last', 'for')",20,1,0.95238,0.04762,20,0
"('for', 'the', 'remainder', 'of')",117,34,0.77483,0.22517,3,0
"('optimistic', 'that', 'the', 'coming')",20,3,0.86957,0.13043,7,0
"('that', 'the', 'coming', 'year')",20,3,0.86957,0.13043,7,0
"('a', 'continuation', 'of', 'current')",21,2,0.91304,0.08696,10,0
"('continuation', 'of', 'current', 'trends')",20,1,0.95238,0.04762,20,0
"('tourism', 'and', 'convention', 'business')",18,6,0.75,0.25,3,0
"('strengthened', 'from', 'a', 'year')",18,1,0.94737,0.05263,18,0
"('a', 'year', 'ago', 'according')",24,1,0.96,0.04,24,0
"('year', 'ago', 'according', 'to')",25,1,0.96154,0.03846,25,0
"('according', 'to', 'most', 'reports')",36,6,0.85714,0.14286,6,0
"('district', 'travel', 'and', 'tourism')",18,1,0.94737,0.05263,18,0
"('tourism', 'is', 'strong', 'in')",18,7,0.72,0.28,3,0
"('for', 'the', 'winter', 'season')",21,3,0.875,0.125,7,0
"('new', 'york', 'and', 'philadelphia')",188,63,0.749,0.251,3,0
"('most', 'districts', 'reported', 'that')",197,77,0.71898,0.28102,3,0
"('reported', 'that', 'automobile', 'sales')",20,1,0.95238,0.04762,20,0
"('down', 'in', 'the', 'cleveland')",17,4,0.80952,0.19048,4,0
"('city', 'and', 'philadelphia', 'districts')",38,7,0.84444,0.15556,5,0
"('and', 'philadelphia', 'districts', 'although')",16,1,0.94118,0.05882,16,0
"('districts', 'although', 'demand', 'for')",19,3,0.86364,0.13636,6,0
"('demand', 'for', 'light', 'trucks')",21,3,0.875,0.125,7,0
"('for', 'light', 'trucks', 'and')",21,5,0.80769,0.19231,4,0
"('strong', 'in', 'kansas', 'city')",16,3,0.84211,0.15789,5,0
"('city', 'and', 'dallas', 'are')",14,5,0.73684,0.26316,3,0
"('sales', 'were', 'strong', 'and')",15,1,0.9375,0.0625,15,0
"('and', 'in', 'new', 'york')",17,3,0.85,0.15,6,0
"('several', 'retailers', 'noted', 'a')",18,1,0.94737,0.05263,18,0
"('sales', 'were', 'said', 'to')",14,5,0.73684,0.26316,3,0
"('further', 'in', 'most', 'districts')",26,2,0.92857,0.07143,13,0
"('parts', 'of', 'the', 'district')",118,38,0.75641,0.24359,3,0
"('of', 'the', 'district', 'in')",22,8,0.73333,0.26667,3,0
"('most', 'districts', 'report', 'that')",68,23,0.74725,0.25275,3,0
"('that', 'retail', 'sales', 'were')",31,11,0.7381,0.2619,3,0
"('during', 'september', 'and', 'early')",8,3,0.72727,0.27273,3,0
"('chicago', 'dallas', 'new', 'york')",35,3,0.92105,0.07895,12,0
"('dallas', 'new', 'york', 'and')",61,9,0.87143,0.12857,7,0
"('sales', 'did', 'not', 'meet')",8,2,0.8,0.2,4,0
"('chicago', 'cleveland', 'new', 'york')",38,8,0.82609,0.17391,5,0
"('that', 'unseasonably', 'warm', 'weather')",13,2,0.86667,0.13333,7,0
"('in', 'the', 'chicago', 'cleveland')",54,3,0.94737,0.05263,18,0
"('sales', 'retail', 'sales', 'growth')",11,1,0.91667,0.08333,11,0
"('as', 'moderate', 'to', 'strong')",8,1,0.88889,0.11111,8,0
"('strong', 'in', 'most', 'areas')",51,12,0.80952,0.19048,4,0
"('retail', 'sales', 'in', 'most')",12,4,0.75,0.25,3,0
"('sales', 'in', 'most', 'districts')",17,3,0.85,0.15,6,0
"('remained', 'at', 'high', 'levels')",92,16,0.85185,0.14815,6,0
"('at', 'high', 'levels', 'for')",10,1,0.90909,0.09091,10,0
"('the', 'residential', 'real', 'estate')",23,1,0.95833,0.04167,23,0
"('most', 'commercial', 'real', 'estate')",7,1,0.875,0.125,7,0
"('the', 'hightech', 'and', 'energy')",6,1,0.85714,0.14286,6,0
"('to', 'pass', 'on', 'any')",6,1,0.85714,0.14286,6,0
"('strong', 'in', 'many', 'districts')",23,1,0.95833,0.04167,23,0
"('federal', 'reserve', 'officials', 'most')",12,4,0.75,0.25,3,0
"('form', 'last', 'update', 'january')",6,2,0.75,0.25,3,0
"('to', 'top', 'boston', 'retail')",5,2,0.71429,0.28571,3,0
"('boston', 'most', 'districts', 'reported')",5,1,0.83333,0.16667,5,0
"('while', 'the', 'st', 'louis')",31,1,0.96875,0.03125,31,0
"('much', 'of', 'the', 'nation')",49,10,0.83051,0.16949,5,0
"('were', 'noted', 'in', 'the')",91,3,0.96809,0.03191,30,0
"('contacts', 'in', 'the', 'chicago')",121,22,0.84615,0.15385,5,0
"('in', 'the', 'cleveland', 'richmond')",97,15,0.86607,0.13393,6,0
"('the', 'cleveland', 'and', 'chicago')",117,32,0.78523,0.21477,4,0
"('a', 'contact', 'in', 'the')",86,31,0.73504,0.26496,3,0
"('cleveland', 'chicago', 'and', 'minneapolis')",32,3,0.91429,0.08571,11,0
"('increased', 'in', 'the', 'minneapolis')",27,2,0.93103,0.06897,13,0
"('in', 'the', 'gulf', 'of')",95,16,0.85586,0.14414,6,0
"('the', 'gulf', 'of', 'mexico')",101,16,0.86325,0.13675,6,0
"('in', 'the', 'aerospace', 'industry')",24,2,0.92308,0.07692,12,0
"('areas', 'of', 'the', 'richmond')",26,6,0.8125,0.1875,4,0
"('the', 'minneapolis', 'district', 'reported')",87,34,0.71901,0.28099,3,0
"('natural', 'resources', 'the', 'agricultural')",16,3,0.84211,0.15789,5,0
"('san', 'francisco', 'richmond', 'and')",15,3,0.83333,0.16667,5,0
"('the', 'st', 'louis', 'kansas')",39,10,0.79592,0.20408,4,0
"('and', 'minneapolis', 'districts', 'noted')",17,1,0.94444,0.05556,17,0
"('st', 'louis', 'and', 'richmond')",32,10,0.7619,0.2381,3,0
"('and', 'richmond', 'districts', 'and')",27,9,0.75,0.25,3,0
"('in', 'the', 'year', 'but')",25,8,0.75758,0.24242,3,0
"('across', 'much', 'of', 'the')",95,22,0.81197,0.18803,4,0
"('for', 'raw', 'materials', 'were')",15,4,0.78947,0.21053,4,0
"('down', 'in', 'the', 'boston')",17,3,0.85,0.15,6,0
"('new', 'york', 'cleveland', 'chicago')",65,8,0.89041,0.10959,8,0
"('york', 'cleveland', 'chicago', 'and')",36,7,0.83721,0.16279,5,0
"('the', 'chicago', 'minneapolis', 'kansas')",30,1,0.96774,0.03226,30,0
"('chicago', 'minneapolis', 'kansas', 'city')",161,41,0.79703,0.20297,4,0
"('and', 'dallas', 'districts', 'contacts')",15,1,0.9375,0.0625,15,0
"('dallas', 'districts', 'contacts', 'in')",15,1,0.9375,0.0625,15,0
"('districts', 'contacts', 'in', 'the')",58,11,0.84058,0.15942,5,0
"('in', 'the', 'philadelphia', 'st')",23,5,0.82143,0.17857,5,0
"('the', 'philadelphia', 'st', 'louis')",25,5,0.83333,0.16667,5,0
"('philadelphia', 'st', 'louis', 'and')",87,19,0.82075,0.17925,5,0
"('districts', 'reported', 'increases', 'in')",77,29,0.72642,0.27358,3,0
"('cited', 'an', 'increase', 'in')",18,3,0.85714,0.14286,6,0
"('increase', 'in', 'energy', 'prices')",14,3,0.82353,0.17647,5,0
"('resistance', 'to', 'price', 'increases')",14,1,0.93333,0.06667,14,0
"('districts', 'reported', 'that', 'prices')",25,3,0.89286,0.10714,8,0
"('prices', 'at', 'the', 'retail')",23,1,0.95833,0.04167,23,0
"('at', 'the', 'retail', 'level')",64,13,0.83117,0.16883,5,0
"('many', 'retailers', 'in', 'the')",14,3,0.82353,0.17647,5,0
"('to', 'increase', 'their', 'prices')",19,1,0.95,0.05,19,0
"('and', 'contacts', 'in', 'the')",44,17,0.72131,0.27869,3,0
"('chicago', 'district', 'reported', 'a')",15,3,0.83333,0.16667,5,0
"('reported', 'a', 'reduction', 'in')",20,3,0.86957,0.13043,7,0
"('a', 'reduction', 'in', 'the')",23,3,0.88462,0.11538,8,0
"('in', 'the', 'use', 'of')",18,3,0.85714,0.14286,6,0
"('the', 'use', 'of', 'discounting')",14,1,0.93333,0.06667,14,0
"('upward', 'wage', 'pressures', 'remained')",15,3,0.83333,0.16667,5,0
"('the', 'minneapolis', 'district', 'noted')",28,4,0.875,0.125,7,0
"('cleveland', 'and', 'atlanta', 'districts')",30,11,0.73171,0.26829,3,0
"('in', 'march', 'and', 'april')",30,6,0.83333,0.16667,5,0
"('st', 'louis', 'district', 'noted')",16,1,0.94118,0.05882,16,0
"('cleveland', 'and', 'chicago', 'districts')",102,32,0.76119,0.23881,3,0
"('an', 'increase', 'in', 'manufacturing')",14,3,0.82353,0.17647,5,0
"('kansas', 'city', 'district', 'was')",12,3,0.8,0.2,4,0
"('reporting', 'an', 'increase', 'in')",15,4,0.78947,0.21053,4,0
"('an', 'increase', 'in', 'overall')",15,3,0.83333,0.16667,5,0
"('in', 'overall', 'lending', 'activity')",29,2,0.93548,0.06452,14,0
"('the', 'cleveland', 'richmond', 'and')",42,6,0.875,0.125,7,0
"('cleveland', 'richmond', 'and', 'st')",27,3,0.9,0.1,9,0
"('the', 'chicago', 'district', 'the')",29,1,0.96667,0.03333,29,0
"('new', 'york', 'and', 'kansas')",94,30,0.75806,0.24194,3,0
"('york', 'and', 'kansas', 'city')",94,29,0.76423,0.23577,3,0
"('york', 'and', 'cleveland', 'reported')",15,6,0.71429,0.28571,3,0
"('reported', 'slight', 'improvement', 'in')",11,1,0.91667,0.08333,11,0
"('while', 'a', 'contact', 'in')",21,6,0.77778,0.22222,4,0
"('district', 'noted', 'an', 'increase')",17,3,0.85,0.15,6,0
"('in', 'the', 'year', 'however')",14,1,0.93333,0.06667,14,0
"('quality', 'was', 'reported', 'to')",12,3,0.8,0.2,4,0
"('in', 'the', 'cleveland', 'atlanta')",63,21,0.75,0.25,3,0
"('the', 'cleveland', 'atlanta', 'and')",79,10,0.88764,0.11236,8,0
"('with', 'most', 'of', 'the')",15,5,0.75,0.25,3,0
"('most', 'of', 'the', 'strength')",10,1,0.90909,0.09091,10,0
"('the', 'consumer', 'side', 'the')",10,1,0.90909,0.09091,10,0
"('reported', 'increases', 'in', 'business')",10,1,0.90909,0.09091,10,0
"('and', 'richmond', 'districts', 'noted')",20,3,0.86957,0.13043,7,0
"('mixed', 'none', 'of', 'the')",10,1,0.90909,0.09091,10,0
"('of', 'the', 'twelve', 'districts')",31,2,0.93939,0.06061,15,0
"('during', 'this', 'reporting', 'period')",12,1,0.92308,0.07692,12,0
"('the', 'cleveland', 'richmond', 'chicago')",32,3,0.91429,0.08571,11,0
"('cleveland', 'richmond', 'chicago', 'and')",57,22,0.72152,0.27848,3,0
"('richmond', 'chicago', 'and', 'san')",49,5,0.90741,0.09259,10,0
"('and', 'san', 'francisco', 'reports')",20,5,0.8,0.2,4,0
"('credit', 'standards', 'for', 'commercial')",31,5,0.86111,0.13889,6,0
"('the', 'chicago', 'and', 'san')",29,6,0.82857,0.17143,5,0
"('noted', 'in', 'the', 'richmond')",10,3,0.76923,0.23077,3,0
"('in', 'most', 'of', 'the')",124,38,0.76543,0.23457,3,0
"('gains', 'in', 'new', 'orders')",19,7,0.73077,0.26923,3,0
"('the', 'cleveland', 'chicago', 'and')",33,13,0.71739,0.28261,3,0
"('contacts', 'in', 'the', 'st')",29,6,0.82857,0.17143,5,0
"('indicated', 'that', 'demand', 'for')",53,11,0.82812,0.17188,5,0
"('that', 'demand', 'for', 'their')",9,3,0.75,0.25,3,0
"('and', 'a', 'contact', 'in')",19,2,0.90476,0.09524,9,0
"('contacts', 'indicated', 'that', 'they')",26,7,0.78788,0.21212,4,0
"('increased', 'across', 'much', 'of')",9,1,0.9,0.1,9,0
"('the', 'dallas', 'district', 'noted')",58,8,0.87879,0.12121,7,0
"('the', 'boston', 'district', 'reported')",36,12,0.75,0.25,3,0
"('equipment', 'as', 'well', 'as')",10,2,0.83333,0.16667,5,0
"('the', 'aerospace', 'industry', 'also')",8,1,0.88889,0.11111,8,0
"('in', 'the', 'steel', 'industry')",39,15,0.72222,0.27778,3,0
"('the', 'steel', 'industry', 'was')",10,2,0.83333,0.16667,5,0
"('demand', 'for', 'capital', 'equipment')",31,1,0.96875,0.03125,31,0
"('strong', 'in', 'the', 'cleveland')",19,6,0.76,0.24,3,0
"('and', 'richmond', 'districts', 'but')",12,3,0.8,0.2,4,0
"('the', 'atlanta', 'and', 'st')",23,9,0.71875,0.28125,3,0
"('the', 'chicago', 'and', 'st')",28,3,0.90323,0.09677,9,0
"('districts', 'however', 'contacts', 'in')",15,2,0.88235,0.11765,7,0
"('rents', 'were', 'reported', 'by')",7,2,0.77778,0.22222,4,0
"('by', 'the', 'new', 'york')",24,6,0.8,0.2,4,0
"('the', 'richmond', 'atlanta', 'st')",9,2,0.81818,0.18182,4,0
"('the', 'atlanta', 'chicago', 'dallas')",27,7,0.79412,0.20588,4,0
"('the', 'cleveland', 'and', 'new')",24,3,0.88889,0.11111,8,0
"('strength', 'was', 'noted', 'in')",10,1,0.90909,0.09091,10,0
"('the', 'chicago', 'st', 'louis')",55,17,0.76389,0.23611,3,0
"('the', 'atlanta', 'district', 'reported')",81,17,0.82653,0.17347,5,0
"('segment', 'of', 'the', 'market')",11,2,0.84615,0.15385,5,0
"('existing', 'home', 'sales', 'were')",20,2,0.90909,0.09091,10,0
"('the', 'market', 'for', 'existing')",10,1,0.90909,0.09091,10,0
"('market', 'for', 'existing', 'homes')",10,1,0.90909,0.09091,10,0
"('while', 'the', 'minneapolis', 'district')",18,3,0.85714,0.14286,6,0
"('year', 'commercial', 'real', 'estate')",15,6,0.71429,0.28571,3,0
"('automobile', 'dealers', 'in', 'the')",20,1,0.95238,0.04762,20,0
"('kansas', 'city', 'district', 'reported')",51,14,0.78462,0.21538,4,0
"('increase', 'in', 'sales', 'with')",9,2,0.81818,0.18182,4,0
"('with', 'notable', 'strength', 'in')",7,1,0.875,0.125,7,0
"('sales', 'for', 'the', 'month')",6,1,0.85714,0.14286,6,0
"('chicago', 'district', 'reported', 'that')",24,9,0.72727,0.27273,3,0
"('increase', 'in', 'retail', 'sales')",9,3,0.75,0.25,3,0
"('the', 'boston', 'and', 'richmond')",41,1,0.97619,0.02381,41,0
"('boston', 'and', 'richmond', 'districts')",28,1,0.96552,0.03448,28,0
"('were', 'strong', 'in', 'the')",23,8,0.74194,0.25806,3,0
"('new', 'york', 'districts', 'reported')",26,1,0.96296,0.03704,26,0
"('sales', 'of', 'building', 'materials')",7,1,0.875,0.125,7,0
"('improved', 'slightly', 'in', 'the')",8,2,0.8,0.2,4,0
"('slightly', 'in', 'the', 'chicago')",6,2,0.75,0.25,3,0
"('new', 'york', 'and', 'atlanta')",67,14,0.82716,0.17284,5,0
"('lawn', 'and', 'garden', 'equipment')",6,2,0.75,0.25,3,0
"('the', 'chicago', 'district', 'overall')",4,1,0.8,0.2,4,0
"('inventories', 'were', 'in', 'line')",17,6,0.73913,0.26087,3,0
"('was', 'noted', 'in', 'the')",22,5,0.81481,0.18519,4,0
"('noted', 'in', 'the', 'boston')",24,1,0.96,0.04,24,0
"('in', 'the', 'boston', 'richmond')",19,5,0.79167,0.20833,4,0
