NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('chicago', 'st', 'louis', 'kansas', 'city')",65,24,0.73034,0.26966,3,0
"('and', 'a', 'shortage', 'of', 'skilled')",12,1,0.92308,0.07692,12,0
"('number', 'of', 'districts', 'report', 'that')",9,3,0.75,0.25,3,0
"('demand', 'construction', 'and', 'real', 'estate')",13,1,0.92857,0.07143,13,0
"('up', 'compared', 'to', 'a', 'year')",7,1,0.875,0.125,7,0
"('compared', 'to', 'a', 'year', 'ago')",131,28,0.8239,0.1761,5,0
"('the', 'remainder', 'of', 'the', 'year')",91,28,0.76471,0.23529,3,0
"('optimistic', 'about', 'the', 'upcoming', 'holiday')",6,2,0.75,0.25,3,0
"('about', 'the', 'upcoming', 'holiday', 'season')",5,2,0.71429,0.28571,3,0
"('in', 'the', 'minneapolis', 'district', 'but')",7,2,0.77778,0.22222,4,0
"('through', 'the', 'first', 'half', 'of')",21,5,0.80769,0.19231,4,0
"('the', 'first', 'half', 'of', 'the')",20,5,0.8,0.2,4,0
"('on', 'information', 'collected', 'before', 'october')",18,2,0.9,0.1,9,0
"('return', 'to', 'top', 'boston', 'conditions')",3,1,0.75,0.25,3,0
"('return', 'to', 'top', 'boston', 'financial')",8,3,0.72727,0.27273,3,0
"('to', 'top', 'boston', 'in', 'the')",5,2,0.71429,0.28571,3,0
"('in', 'new', 'york', 'and', 'richmond')",57,8,0.87692,0.12308,7,0
"('districts', 'report', 'tight', 'labor', 'markets')",32,8,0.8,0.2,4,0
"('report', 'tight', 'labor', 'markets', 'and')",32,10,0.7619,0.2381,3,0
"('a', 'shortage', 'of', 'skilled', 'workers')",37,1,0.97368,0.02632,37,0
"('in', 'the', 'minneapolisst', 'paul', 'area')",82,19,0.81188,0.18812,4,0
"('companies', 'in', 'the', 'atlanta', 'district')",35,1,0.97222,0.02778,35,0
"('districts', 'return', 'to', 'top', 'boston')",35,11,0.76087,0.23913,3,0
"('in', 'chicago', 'minneapolis', 'and', 'san')",31,3,0.91176,0.08824,10,0
"('chicago', 'minneapolis', 'and', 'san', 'francisco')",69,17,0.80233,0.19767,4,0
"('according', 'to', 'reports', 'from', 'the')",47,11,0.81034,0.18966,4,0
"('to', 'reports', 'from', 'the', 'atlanta')",29,3,0.90625,0.09375,10,0
"('was', 'mixed', 'across', 'districts', 'and')",26,3,0.89655,0.10345,9,0
"('commercial', 'loan', 'demand', 'increased', 'in')",27,1,0.96429,0.03571,27,0
"('in', 'many', 'areas', 'of', 'the')",43,17,0.71667,0.28333,3,0
"('many', 'areas', 'of', 'the', 'country')",38,3,0.92683,0.07317,13,0
"('loan', 'demand', 'continued', 'to', 'grow')",28,1,0.96552,0.03448,28,0
"('increased', 'in', 'new', 'york', 'and')",26,4,0.86667,0.13333,7,0
"('was', 'described', 'as', 'strong', 'in')",28,3,0.90323,0.09677,9,0
"('in', 'atlanta', 'dallas', 'and', 'san')",24,9,0.72727,0.27273,3,0
"('atlanta', 'minneapolis', 'and', 'san', 'francisco')",78,27,0.74286,0.25714,3,0
"('noted', 'a', 'pick', 'up', 'in')",23,1,0.95833,0.04167,23,0
"('have', 'been', 'flat', 'to', 'down')",27,1,0.96429,0.03571,27,0
"('is', 'said', 'to', 'be', 'down')",22,1,0.95652,0.04348,22,0
"('manufacturing', 'manufacturing', 'activity', 'continued', 'to')",37,1,0.97368,0.02632,37,0
"('manufacturing', 'activity', 'continued', 'to', 'grow')",22,2,0.91667,0.08333,11,0
"('in', 'many', 'parts', 'of', 'the')",64,16,0.8,0.2,4,0
"('many', 'parts', 'of', 'the', 'country')",46,8,0.85185,0.14815,6,0
"('at', 'high', 'levels', 'in', 'the')",48,19,0.71642,0.28358,3,0
"('is', 'expected', 'to', 'last', 'for')",20,1,0.95238,0.04762,20,0
"('for', 'the', 'remainder', 'of', 'the')",79,20,0.79798,0.20202,4,0
"('optimistic', 'that', 'the', 'coming', 'year')",20,3,0.86957,0.13043,7,0
"('a', 'continuation', 'of', 'current', 'trends')",20,1,0.95238,0.04762,20,0
"('strengthened', 'from', 'a', 'year', 'ago')",18,1,0.94737,0.05263,18,0
"('from', 'a', 'year', 'ago', 'according')",22,1,0.95652,0.04348,22,0
"('a', 'year', 'ago', 'according', 'to')",24,1,0.96,0.04,24,0
"('picked', 'up', 'in', 'the', 'minneapolis')",18,1,0.94737,0.05263,18,0
"('kansas', 'city', 'and', 'philadelphia', 'districts')",38,7,0.84444,0.15556,5,0
"('demand', 'for', 'light', 'trucks', 'and')",21,3,0.875,0.125,7,0
"('chicago', 'kansas', 'city', 'and', 'dallas')",64,24,0.72727,0.27273,3,0
"('kansas', 'city', 'and', 'dallas', 'are')",14,5,0.73684,0.26316,3,0
"('sales', 'were', 'said', 'to', 'be')",13,4,0.76471,0.23529,3,0
"('in', 'parts', 'of', 'the', 'district')",36,8,0.81818,0.18182,4,0
"('parts', 'of', 'the', 'district', 'in')",16,3,0.84211,0.15789,5,0
"('that', 'retail', 'sales', 'were', 'mixed')",9,1,0.9,0.1,9,0
"('during', 'september', 'and', 'early', 'october')",8,3,0.72727,0.27273,3,0
"('dallas', 'new', 'york', 'and', 'philadelphia')",32,8,0.8,0.2,4,0
"('remained', 'at', 'high', 'levels', 'for')",8,1,0.88889,0.11111,8,0
"('of', 'federal', 'reserve', 'officials', 'most')",12,4,0.75,0.25,3,0
"('feedback', 'form', 'last', 'update', 'january')",6,2,0.75,0.25,3,0
"('return', 'to', 'top', 'boston', 'retail')",5,2,0.71429,0.28571,3,0
"('top', 'boston', 'most', 'districts', 'reported')",5,1,0.83333,0.16667,5,0
"('contacts', 'in', 'the', 'chicago', 'district')",42,13,0.76364,0.23636,3,0
"('cleveland', 'chicago', 'and', 'minneapolis', 'districts')",20,3,0.86957,0.13043,7,0
"('activity', 'increased', 'in', 'the', 'minneapolis')",22,1,0.95652,0.04348,22,0
"('in', 'the', 'gulf', 'of', 'mexico')",95,16,0.85586,0.14414,6,0
"('some', 'areas', 'of', 'the', 'richmond')",16,3,0.84211,0.15789,5,0
"('areas', 'of', 'the', 'richmond', 'district')",23,3,0.88462,0.11538,8,0
"('cleveland', 'atlanta', 'and', 'chicago', 'districts')",50,7,0.87719,0.12281,7,0
"('and', 'natural', 'resources', 'the', 'agricultural')",16,3,0.84211,0.15789,5,0
"('the', 'st', 'louis', 'kansas', 'city')",39,10,0.79592,0.20408,4,0
"('the', 'st', 'louis', 'and', 'richmond')",21,7,0.75,0.25,3,0
"('earlier', 'in', 'the', 'year', 'but')",22,8,0.73333,0.26667,3,0
"('across', 'much', 'of', 'the', 'nation')",34,1,0.97143,0.02857,34,0
"('prices', 'for', 'raw', 'materials', 'were')",14,3,0.82353,0.17647,5,0
"('down', 'in', 'the', 'boston', 'new')",14,3,0.82353,0.17647,5,0
"('new', 'york', 'cleveland', 'chicago', 'and')",36,7,0.83721,0.16279,5,0
"('energy', 'prices', 'were', 'noted', 'in')",14,3,0.82353,0.17647,5,0
"('the', 'chicago', 'minneapolis', 'kansas', 'city')",30,1,0.96774,0.03226,30,0
"('chicago', 'minneapolis', 'kansas', 'city', 'and')",115,30,0.7931,0.2069,4,0
"('and', 'dallas', 'districts', 'contacts', 'in')",15,1,0.9375,0.0625,15,0
"('districts', 'contacts', 'in', 'the', 'philadelphia')",15,3,0.83333,0.16667,5,0
"('in', 'the', 'philadelphia', 'st', 'louis')",23,5,0.82143,0.17857,5,0
"('the', 'philadelphia', 'st', 'louis', 'and')",19,1,0.95,0.05,19,0
"('philadelphia', 'st', 'louis', 'and', 'kansas')",44,12,0.78571,0.21429,4,0
"('an', 'increase', 'in', 'energy', 'prices')",14,3,0.82353,0.17647,5,0
"('most', 'districts', 'reported', 'that', 'prices')",21,1,0.95455,0.04545,21,0
"('prices', 'at', 'the', 'retail', 'level')",23,1,0.95833,0.04167,23,0
"('retailers', 'in', 'the', 'boston', 'district')",17,6,0.73913,0.26087,3,0
"('the', 'chicago', 'district', 'reported', 'a')",15,3,0.83333,0.16667,5,0
"('reported', 'a', 'reduction', 'in', 'the')",17,3,0.85,0.15,6,0
"('while', 'the', 'st', 'louis', 'district')",15,1,0.9375,0.0625,15,0
"('the', 'st', 'louis', 'district', 'noted')",16,1,0.94118,0.05882,16,0
"('the', 'cleveland', 'and', 'chicago', 'districts')",96,32,0.75,0.25,3,0
"('the', 'kansas', 'city', 'district', 'was')",12,3,0.8,0.2,4,0
"('in', 'the', 'cleveland', 'richmond', 'and')",41,5,0.8913,0.1087,8,0
"('cleveland', 'richmond', 'and', 'st', 'louis')",27,3,0.9,0.1,9,0
"('in', 'the', 'chicago', 'district', 'the')",29,1,0.96667,0.03333,29,0
"('the', 'new', 'york', 'and', 'kansas')",36,2,0.94737,0.05263,18,0
"('new', 'york', 'and', 'kansas', 'city')",94,29,0.76423,0.23577,3,0
"('districts', 'new', 'york', 'and', 'cleveland')",11,3,0.78571,0.21429,4,0
"('new', 'york', 'and', 'cleveland', 'reported')",15,6,0.71429,0.28571,3,0
"('while', 'a', 'contact', 'in', 'the')",12,1,0.92308,0.07692,12,0
"('a', 'contact', 'in', 'the', 'chicago')",15,3,0.83333,0.16667,5,0
"('contact', 'in', 'the', 'chicago', 'district')",14,3,0.82353,0.17647,5,0
"('district', 'noted', 'an', 'increase', 'in')",17,3,0.85,0.15,6,0
"('earlier', 'in', 'the', 'year', 'however')",14,1,0.93333,0.06667,14,0
"('in', 'the', 'cleveland', 'atlanta', 'and')",49,10,0.83051,0.16949,5,0
"('the', 'cleveland', 'atlanta', 'and', 'chicago')",47,7,0.87037,0.12963,7,0
"('with', 'most', 'of', 'the', 'strength')",10,1,0.90909,0.09091,10,0
"('on', 'the', 'consumer', 'side', 'the')",10,1,0.90909,0.09091,10,0
"('cleveland', 'and', 'richmond', 'districts', 'noted')",11,3,0.78571,0.21429,4,0
"('in', 'the', 'cleveland', 'richmond', 'chicago')",28,3,0.90323,0.09677,9,0
"('cleveland', 'richmond', 'chicago', 'and', 'san')",22,4,0.84615,0.15385,5,0
"('richmond', 'chicago', 'and', 'san', 'francisco')",49,5,0.90741,0.09259,10,0
"('credit', 'standards', 'for', 'commercial', 'loans')",10,1,0.90909,0.09091,10,0
"('in', 'the', 'chicago', 'and', 'san')",28,5,0.84848,0.15152,6,0
"('the', 'chicago', 'and', 'san', 'francisco')",29,6,0.82857,0.17143,5,0
"('in', 'most', 'of', 'the', 'nation')",13,3,0.8125,0.1875,4,0
"('in', 'the', 'cleveland', 'chicago', 'and')",28,4,0.875,0.125,7,0
"('contacts', 'in', 'the', 'st', 'louis')",29,6,0.82857,0.17143,5,0
"('indicated', 'that', 'demand', 'for', 'their')",9,1,0.9,0.1,9,0
"('contacts', 'indicated', 'that', 'they', 'were')",14,3,0.82353,0.17647,5,0
"('increased', 'across', 'much', 'of', 'the')",9,1,0.9,0.1,9,0
"('in', 'the', 'aerospace', 'industry', 'also')",8,1,0.88889,0.11111,8,0
"('in', 'the', 'steel', 'industry', 'was')",10,1,0.90909,0.09091,10,0
"('was', 'strong', 'in', 'the', 'cleveland')",8,1,0.88889,0.11111,8,0
"('strong', 'in', 'the', 'cleveland', 'and')",10,1,0.90909,0.09091,10,0
"('the', 'atlanta', 'and', 'st', 'louis')",23,9,0.71875,0.28125,3,0
"('the', 'chicago', 'and', 'st', 'louis')",28,3,0.90323,0.09677,9,0
"('districts', 'however', 'contacts', 'in', 'the')",14,1,0.93333,0.06667,14,0
"('the', 'richmond', 'atlanta', 'st', 'louis')",9,2,0.81818,0.18182,4,0
"('reported', 'an', 'increase', 'in', 'office')",8,3,0.72727,0.27273,3,0
"('the', 'cleveland', 'and', 'new', 'york')",24,3,0.88889,0.11111,8,0
"('the', 'market', 'for', 'existing', 'homes')",10,1,0.90909,0.09091,10,0
"('while', 'the', 'minneapolis', 'district', 'reported')",18,3,0.85714,0.14286,6,0
"('the', 'philadelphia', 'cleveland', 'chicago', 'and')",6,2,0.75,0.25,3,0
"('philadelphia', 'cleveland', 'chicago', 'and', 'minneapolis')",9,3,0.75,0.25,3,0
"('the', 'kansas', 'city', 'district', 'reported')",51,14,0.78462,0.21538,4,0
"('district', 'reported', 'a', 'slight', 'increase')",5,1,0.83333,0.16667,5,0
"('the', 'chicago', 'district', 'reported', 'that')",24,9,0.72727,0.27273,3,0
"('most', 'districts', 'reported', 'a', 'moderate')",4,1,0.8,0.2,4,0
"('the', 'boston', 'and', 'richmond', 'districts')",28,1,0.96552,0.03448,28,0
"('and', 'new', 'york', 'districts', 'reported')",26,1,0.96296,0.03704,26,0
"('improved', 'slightly', 'in', 'the', 'chicago')",4,1,0.8,0.2,4,0
"('slightly', 'in', 'the', 'chicago', 'district')",5,2,0.71429,0.28571,3,0
"('boston', 'new', 'york', 'and', 'atlanta')",43,4,0.91489,0.08511,11,0
"('in', 'the', 'chicago', 'district', 'overall')",4,1,0.8,0.2,4,0
"('inventories', 'were', 'in', 'line', 'with')",17,6,0.73913,0.26087,3,0
"('were', 'in', 'line', 'with', 'sales')",17,6,0.73913,0.26087,3,0
"('in', 'the', 'boston', 'richmond', 'and')",15,2,0.88235,0.11765,7,0
"('of', 'the', 'san', 'francisco', 'district')",38,9,0.80851,0.19149,4,0
"('the', 'strengthening', 'dollar', 'was', 'cited')",4,1,0.8,0.2,4,0
"('areas', 'labor', 'markets', 'remained', 'tight')",3,1,0.75,0.25,3,0
"('tight', 'in', 'most', 'districts', 'with')",3,1,0.75,0.25,3,0
"('reports', 'of', 'upward', 'wage', 'pressures')",7,1,0.875,0.125,7,0
"('reported', 'a', 'pickup', 'in', 'business')",7,1,0.875,0.125,7,0
"('federal', 'reserve', 'bank', 'of', 'chicago')",11,2,0.84615,0.15385,5,0
"('reserve', 'bank', 'of', 'chicago', 'and')",8,2,0.8,0.2,4,0
"('bank', 'of', 'chicago', 'and', 'based')",8,2,0.8,0.2,4,0
"('of', 'chicago', 'and', 'based', 'on')",8,2,0.8,0.2,4,0
"('chicago', 'and', 'based', 'on', 'information')",8,2,0.8,0.2,4,0
"('return', 'to', 'top', 'boston', 'prices')",8,3,0.72727,0.27273,3,0
"('minneapolis', 'and', 'st', 'louis', 'districts')",93,20,0.82301,0.17699,5,0
"('dallas', 'minneapolis', 'and', 'st', 'louis')",47,8,0.85455,0.14545,6,0
"('and', 'san', 'francisco', 'districts', 'reported')",110,40,0.73333,0.26667,3,0
"('the', 'minneapolis', 'district', 'reported', 'that')",49,4,0.92453,0.07547,12,0
"('dallas', 'richmond', 'and', 'san', 'francisco')",32,3,0.91429,0.08571,11,0
"('dallas', 'and', 'st', 'louis', 'districts')",29,10,0.74359,0.25641,3,0
"('steady', 'return', 'to', 'top', 'boston')",25,3,0.89286,0.10714,8,0
"('cleveland', 'dallas', 'minneapolis', 'and', 'st')",24,3,0.88889,0.11111,8,0
"('francisco', 'and', 'st', 'louis', 'districts')",35,7,0.83333,0.16667,5,0
"('the', 'san', 'francisco', 'district', 'while')",29,6,0.82857,0.17143,5,0
"('up', 'in', 'the', 'boston', 'district')",26,1,0.96296,0.03704,26,0
"('the', 'kansas', 'city', 'and', 'san')",75,1,0.98684,0.01316,75,0
"('city', 'and', 'san', 'francisco', 'districts')",225,85,0.72581,0.27419,3,0
"('cleveland', 'and', 'chicago', 'districts', 'reported')",30,1,0.96774,0.03226,30,0
"('natural', 'gas', 'and', 'heating', 'oil')",22,1,0.95652,0.04348,22,0
"('producers', 'in', 'the', 'chicago', 'district')",30,2,0.9375,0.0625,15,0
"('down', 'in', 'the', 'dallas', 'district')",25,10,0.71429,0.28571,3,0
"('in', 'the', 'dallas', 'district', 'although')",31,2,0.93939,0.06061,15,0
"('the', 'san', 'francisco', 'district', 'the')",27,4,0.87097,0.12903,7,0
"('the', 'dallas', 'and', 'minneapolis', 'districts')",64,1,0.98462,0.01538,64,0
"('increases', 'the', 'dallas', 'district', 'reported')",21,3,0.875,0.125,7,0
"('districts', 'reported', 'little', 'or', 'no')",37,3,0.925,0.075,12,0
"('reported', 'little', 'or', 'no', 'wage')",21,1,0.95455,0.04545,21,0
"('firms', 'in', 'the', 'cleveland', 'district')",26,7,0.78788,0.21212,4,0
"('labor', 'shortages', 'were', 'reported', 'in')",20,1,0.95238,0.04762,20,0
"('shortages', 'were', 'reported', 'in', 'the')",19,1,0.95,0.05,19,0
"('atlanta', 'chicago', 'dallas', 'kansas', 'city')",19,3,0.86364,0.13636,6,0
"('kansas', 'city', 'minneapolis', 'and', 'san')",29,9,0.76316,0.23684,3,0
"('city', 'minneapolis', 'and', 'san', 'francisco')",29,9,0.76316,0.23684,3,0
"('minneapolis', 'and', 'san', 'francisco', 'districts')",151,39,0.79474,0.20526,4,0
"('and', 'san', 'francisco', 'districts', 'noted')",61,14,0.81333,0.18667,4,0
"('and', 'philadelphia', 'districts', 'but', 'was')",18,3,0.85714,0.14286,6,0
"('was', 'reported', 'to', 'be', 'flat')",19,6,0.76,0.24,3,0
"('to', 'be', 'flat', 'in', 'the')",23,4,0.85185,0.14815,6,0
"('be', 'flat', 'in', 'the', 'richmond')",18,3,0.85714,0.14286,6,0
"('flat', 'in', 'the', 'richmond', 'district')",22,7,0.75862,0.24138,3,0
"('in', 'the', 'richmond', 'district', 'and')",54,14,0.79412,0.20588,4,0
"('districts', 'the', 'chicago', 'district', 'reported')",21,1,0.95455,0.04545,21,0
"('continued', 'to', 'rise', 'in', 'the')",21,4,0.84,0.16,5,0
"('in', 'the', 'chicago', 'dallas', 'and')",27,7,0.79412,0.20588,4,0
"('banking', 'and', 'finance', 'overall', 'loan')",17,1,0.94444,0.05556,17,0
"('little', 'change', 'in', 'credit', 'standards')",31,12,0.72093,0.27907,3,0
"('in', 'the', 'dallas', 'district', 'but')",41,1,0.97619,0.02381,41,0
"('than', 'at', 'this', 'time', 'last')",18,2,0.9,0.1,9,0
"('at', 'this', 'time', 'last', 'year')",20,2,0.90909,0.09091,10,0
"('last', 'year', 'residential', 'real', 'estate')",16,1,0.94118,0.05882,16,0
"('chicago', 'cleveland', 'kansas', 'city', 'and')",49,12,0.80328,0.19672,4,0
"('districts', 'reported', 'that', 'home', 'sales')",18,3,0.85714,0.14286,6,0
"('reported', 'that', 'home', 'sales', 'had')",18,2,0.9,0.1,9,0
"('since', 'the', 'beginning', 'of', 'the')",65,13,0.83333,0.16667,5,0
"('the', 'beginning', 'of', 'the', 'year')",76,15,0.83516,0.16484,5,0
"('real', 'estate', 'markets', 'and', 'construction')",17,3,0.85,0.15,6,0
"('estate', 'markets', 'and', 'construction', 'activity')",17,3,0.85,0.15,6,0
"('and', 'construction', 'activity', 'remained', 'strong')",16,1,0.94118,0.05882,16,0
"('activity', 'remained', 'strong', 'in', 'most')",33,10,0.76744,0.23256,3,0
"('in', 'most', 'areas', 'of', 'the')",26,1,0.96296,0.03704,26,0
"('construction', 'was', 'reported', 'in', 'the')",14,1,0.93333,0.06667,14,0
"('service', 'providers', 'continued', 'to', 'report')",13,1,0.92857,0.07143,13,0
"('providers', 'continued', 'to', 'report', 'strong')",13,1,0.92857,0.07143,13,0
"('continued', 'to', 'report', 'strong', 'activity')",16,1,0.94118,0.05882,16,0
"('tourism', 'activity', 'was', 'strong', 'in')",15,1,0.9375,0.0625,15,0
"('activity', 'was', 'strong', 'in', 'the')",15,2,0.88235,0.11765,7,0
"('york', 'richmond', 'and', 'san', 'francisco')",37,12,0.7551,0.2449,3,0
"('manufacturers', 'in', 'the', 'philadelphia', 'district')",16,3,0.84211,0.15789,5,0
"('in', 'the', 'dallas', 'and', 'san')",96,26,0.78689,0.21311,4,0
"('the', 'dallas', 'and', 'san', 'francisco')",108,27,0.8,0.2,4,0
"('in', 'the', 'atlanta', 'district', 'while')",18,3,0.85714,0.14286,6,0
"('the', 'atlanta', 'district', 'while', 'the')",11,3,0.78571,0.21429,4,0
"('and', 'the', 'cleveland', 'district', 'reported')",11,1,0.91667,0.08333,11,0
"('the', 'san', 'francisco', 'district', 'demand')",36,4,0.9,0.1,9,0
"('san', 'francisco', 'district', 'demand', 'for')",33,1,0.97059,0.02941,33,0
"('but', 'at', 'a', 'slower', 'rate')",22,1,0.95652,0.04348,22,0
"('at', 'a', 'slower', 'rate', 'than')",27,1,0.96429,0.03571,27,0
"('atlanta', 'and', 'dallas', 'districts', 'reported')",37,1,0.97368,0.02632,37,0
"('and', 'dallas', 'districts', 'reported', 'strong')",12,1,0.92308,0.07692,12,0
"('districts', 'reported', 'strong', 'demand', 'for')",14,3,0.82353,0.17647,5,0
"('and', 'st', 'louis', 'districts', 'noted')",18,2,0.9,0.1,9,0
"('a', 'pickup', 'in', 'sales', 'of')",19,4,0.82609,0.17391,5,0
"('high', 'levels', 'in', 'the', 'cleveland')",8,1,0.88889,0.11111,8,0
"('in', 'the', 'cleveland', 'and', 'kansas')",22,6,0.78571,0.21429,4,0
"('the', 'cleveland', 'and', 'kansas', 'city')",27,10,0.72973,0.27027,3,0
"('cleveland', 'and', 'kansas', 'city', 'districts')",52,12,0.8125,0.1875,4,0
"('and', 'kansas', 'city', 'districts', 'while')",17,3,0.85,0.15,6,0
"('respondents', 'in', 'the', 'san', 'francisco')",8,3,0.72727,0.27273,3,0
"('continued', 'to', 'expand', 'in', 'the')",14,3,0.82353,0.17647,5,0
"('york', 'and', 'philadelphia', 'districts', 'sales')",8,1,0.88889,0.11111,8,0
"('the', 'boston', 'district', 'reported', 'that')",20,3,0.86957,0.13043,7,0
"('and', 'st', 'louis', 'districts', 'but')",25,9,0.73529,0.26471,3,0
"('new', 'york', 'and', 'richmond', 'districts')",54,12,0.81818,0.18182,4,0
"('were', 'generally', 'in', 'good', 'shape')",8,1,0.88889,0.11111,8,0
"('in', 'april', 'unseasonably', 'cool', 'weather')",4,1,0.8,0.2,4,0
"('in', 'the', 'boston', 'and', 'philadelphia')",16,1,0.94118,0.05882,16,0
"('the', 'boston', 'and', 'philadelphia', 'districts')",17,1,0.94444,0.05556,17,0
"('in', 'the', 'atlanta', 'dallas', 'and')",14,3,0.82353,0.17647,5,0
"('dallas', 'and', 'new', 'york', 'districts')",21,5,0.80769,0.19231,4,0
"('the', 'last', 'beige', 'book', 'with')",6,1,0.85714,0.14286,6,0
"('to', 'remain', 'at', 'high', 'levels')",4,1,0.8,0.2,4,0
"('there', 'were', 'some', 'areas', 'of')",3,1,0.75,0.25,3,0
"('construction', 'and', 'real', 'estate', 'markets')",13,3,0.8125,0.1875,4,0
"('and', 'real', 'estate', 'markets', 'were')",12,3,0.8,0.2,4,0
"('real', 'estate', 'markets', 'were', 'strong')",9,3,0.75,0.25,3,0
"('across', 'much', 'of', 'the', 'country')",18,7,0.72,0.28,3,0
"('there', 'were', 'few', 'reports', 'of')",3,1,0.75,0.25,3,0
"('to', 'top', 'boston', 'manufacturing', 'most')",3,1,0.75,0.25,3,0
"('top', 'boston', 'manufacturing', 'most', 'districts')",3,1,0.75,0.25,3,0
"('return', 'to', 'top', 'boston', 'some')",3,1,0.75,0.25,3,0
"('atlanta', 'chicago', 'and', 'kansas', 'city')",56,22,0.71795,0.28205,3,0
"('with', 'boston', 'new', 'york', 'and')",21,5,0.80769,0.19231,4,0
"('boston', 'new', 'york', 'and', 'chicago')",24,5,0.82759,0.17241,5,0
"('new', 'york', 'richmond', 'and', 'chicago')",23,9,0.71875,0.28125,3,0
"('the', 'last', 'beige', 'book', 'report')",27,7,0.79412,0.20588,4,0
"('the', 'minneapolis', 'and', 'san', 'francisco')",21,5,0.80769,0.19231,4,0
"('in', 'july', 'and', 'august', 'in')",15,6,0.71429,0.28571,3,0
"('commercial', 'real', 'estate', 'markets', 'are')",53,11,0.82812,0.17188,5,0
"('new', 'york', 'philadelphia', 'and', 'atlanta')",25,9,0.73529,0.26471,3,0
"('while', 'new', 'york', 'philadelphia', 'cleveland')",17,5,0.77273,0.22727,3,0
"('reported', 'to', 'be', 'in', 'good')",28,7,0.8,0.2,4,0
"('be', 'in', 'good', 'shape', 'in')",19,5,0.79167,0.20833,4,0
"('for', 'commercial', 'and', 'industrial', 'space')",50,4,0.92593,0.07407,13,0
"('goods', 'and', 'services', 'were', 'mixed')",21,3,0.875,0.125,7,0
"('slower', 'pace', 'than', 'in', 'the')",38,10,0.79167,0.20833,4,0
"('pace', 'than', 'in', 'the', 'last')",23,4,0.85185,0.14815,6,0
"('than', 'in', 'the', 'last', 'report')",44,14,0.75862,0.24138,3,0
"('the', 'last', 'report', 'except', 'for')",21,1,0.95455,0.04545,21,0
"('reported', 'for', 'commercial', 'and', 'industrial')",24,2,0.92308,0.07692,12,0
"('upward', 'wage', 'pressures', 'in', 'the')",21,1,0.95455,0.04545,21,0
"('wage', 'pressures', 'in', 'the', 'retail')",19,1,0.95,0.05,19,0
"('pressures', 'in', 'the', 'retail', 'sector')",19,1,0.95,0.05,19,0
"('san', 'francisco', 'reported', 'that', 'wage')",22,3,0.88,0.12,7,0
"('employers', 'in', 'the', 'dallas', 'district')",22,3,0.88,0.12,7,0
"('in', 'the', 'service', 'sector', 'and')",20,1,0.95238,0.04762,20,0
"('for', 'skilled', 'workers', 'in', 'construction')",19,1,0.95,0.05,19,0
"('chicago', 'and', 'minneapolis', 'reported', 'that')",20,6,0.76923,0.23077,3,0
"('reported', 'that', 'wage', 'pressures', 'were')",22,6,0.78571,0.21429,4,0
"('that', 'wage', 'pressures', 'were', 'generally')",20,3,0.86957,0.13043,7,0
"('due', 'to', 'a', 'lack', 'of')",27,8,0.77143,0.22857,3,0
"('kansas', 'city', 'and', 'dallas', 'reported')",81,20,0.80198,0.19802,4,0
