NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('from', 'a')",665,228,0.74468,0.25532,3,0
"('slackening', 'in')",52,4,0.92857,0.07143,13,0
"('there', 'are')",212,60,0.77941,0.22059,4,0
"('indications', 'of')",80,16,0.83333,0.16667,5,0
"('describes', 'the')",23,1,0.95833,0.04167,23,0
"('limited', 'boston')",20,1,0.95238,0.04762,20,0
"('reports', 'some')",39,13,0.75,0.25,3,0
"('in', 'chemicals')",22,1,0.95652,0.04348,22,0
"('that', 'half')",24,6,0.8,0.2,4,0
"('report', 'no')",40,9,0.81633,0.18367,4,0
"('in', 'selling')",59,20,0.74684,0.25316,3,0
"('prices', 'new')",22,3,0.88,0.12,7,0
"('york', 'reports')",82,9,0.9011,0.0989,9,0
"('generally', 'flat')",165,42,0.7971,0.2029,4,0
"('flat', 'the')",53,21,0.71622,0.28378,3,0
"('materials', 'has')",30,10,0.75,0.25,3,0
"('has', 'not')",74,23,0.76289,0.23711,3,0
"('not', 'increased')",63,17,0.7875,0.2125,4,0
"('increased', 'for')",130,27,0.82803,0.17197,5,0
"('firms', 'surveyed')",30,3,0.90909,0.09091,10,0
"('philadelphia', 'retailers')",25,6,0.80645,0.19355,4,0
"('retailers', 'contacted')",29,3,0.90625,0.09375,10,0
"('by', 'cleveland')",63,18,0.77778,0.22222,4,0
"('cleveland', 'have')",21,1,0.95455,0.04545,21,0
"('have', 'not')",110,11,0.90909,0.09091,10,0
"('pressures', 'and')",63,8,0.88732,0.11268,8,0
"('and', 'note')",23,2,0.92,0.08,12,0
"('note', 'price')",20,1,0.95238,0.04762,20,0
"('price', 'declines')",125,25,0.83333,0.16667,5,0
"('consumer', 'electronics')",55,13,0.80882,0.19118,4,0
"('contacts', 'expect')",268,100,0.72826,0.27174,3,0
"('expect', 'no')",31,1,0.96875,0.03125,31,0
"('in', 'material')",34,2,0.94444,0.05556,17,0
"('or', 'finished')",20,4,0.83333,0.16667,5,0
"('firms', 'have')",176,46,0.79279,0.20721,4,0
"('but', 'have')",82,16,0.83673,0.16327,5,0
"('been', 'unable')",49,19,0.72059,0.27941,3,0
"('pass', 'them')",20,1,0.95238,0.04762,20,0
"('firms', 'reported')",398,156,0.71841,0.28159,3,0
"('reported', 'recent')",46,9,0.83636,0.16364,5,0
"('recent', 'declines')",30,6,0.83333,0.16667,5,0
"('raw', 'material')",98,29,0.77165,0.22835,3,0
"('material', 'prices')",106,15,0.87603,0.12397,7,0
"('prices', 'from')",35,14,0.71429,0.28571,3,0
"('price', 'hikes')",39,4,0.90698,0.09302,10,0
"('and', 'small')",75,11,0.87209,0.12791,7,0
"('of', 'lower')",69,18,0.7931,0.2069,4,0
"('lower', 'prices')",116,29,0.8,0.2,4,0
"('prices', 'than')",33,1,0.97059,0.02941,33,0
"('book', 'although')",28,5,0.84848,0.15152,6,0
"('other', 'materials')",21,6,0.77778,0.22222,4,0
"('materials', 'were')",86,28,0.75439,0.24561,3,0
"('were', 'higher')",133,52,0.71892,0.28108,3,0
"('pattern', 'of')",48,3,0.94118,0.05882,16,0
"('low', 'price')",33,2,0.94286,0.05714,17,0
"('where', 'manufacturers')",29,8,0.78378,0.21622,4,0
"('for', 'finished')",34,10,0.77273,0.22727,3,0
"('and', 'raw')",58,12,0.82857,0.17143,5,0
"('materials', 'in')",55,13,0.80882,0.19118,4,0
"('september', 'and')",151,28,0.84358,0.15642,5,0
"('prices', 'held')",66,10,0.86842,0.13158,7,0
"('steady', 'but')",101,14,0.87826,0.12174,7,0
"('those', 'for')",30,2,0.9375,0.0625,15,0
"('some', 'manufacturing')",63,15,0.80769,0.19231,4,0
"('manufacturing', 'and')",433,157,0.7339,0.2661,3,0
"('materials', 'rose')",32,5,0.86486,0.13514,6,0
"('pay', 'increases')",76,25,0.75248,0.24752,3,0
"('pressure', 'to')",59,13,0.81944,0.18056,5,0
"('increase', 'wages')",36,9,0.8,0.2,4,0
"('some', 'specialties')",19,1,0.95,0.05,19,0
"('and', 'reports')",50,14,0.78125,0.21875,4,0
"('the', 'next')",763,248,0.7547,0.2453,3,0
"('next', 'six')",265,75,0.77941,0.22059,4,0
"('six', 'months')",314,95,0.76773,0.23227,3,0
"('the', 'lower')",74,20,0.78723,0.21277,4,0
"('lower', 'end')",36,3,0.92308,0.07692,12,0
"('pay', 'scale')",33,1,0.97059,0.02941,33,0
"('and', 'this')",31,4,0.88571,0.11429,8,0
"('may', 'be')",136,49,0.73514,0.26486,3,0
"('wages', 'increased')",92,12,0.88462,0.11538,8,0
"('increased', 'and')",111,43,0.72078,0.27922,3,0
"('district', 'there')",23,3,0.88462,0.11538,8,0
"('were', 'more')",237,57,0.80612,0.19388,4,0
"('to', 'wage')",25,2,0.92593,0.07407,13,0
"('moderate', 'overall')",42,15,0.73684,0.26316,3,0
"('points', 'to')",24,1,0.96,0.04,24,0
"('the', 'wages')",29,2,0.93548,0.06452,14,0
"('of', 'entrylevel')",34,1,0.97143,0.02857,34,0
"('been', 'added')",23,3,0.88462,0.11538,8,0
"('added', 'to')",52,9,0.85246,0.14754,6,0
"('to', 'existing')",24,3,0.88889,0.11111,8,0
"('some', 'categories')",25,1,0.96154,0.03846,25,0
"('categories', 'of')",97,29,0.76984,0.23016,3,0
"('has', 'the')",20,1,0.95238,0.04762,20,0
"('notes', 'increasing')",19,1,0.95,0.05,19,0
"('of', 'compensation')",51,11,0.82258,0.17742,5,0
"('compensation', 'increases')",28,2,0.93333,0.06667,14,0
"('are', 'some')",36,3,0.92308,0.07692,12,0
"('conditions', 'are')",134,48,0.73626,0.26374,3,0
"('wages', 'and')",510,194,0.72443,0.27557,3,0
"('wages', 'continue')",20,6,0.76923,0.23077,3,0
"('to', 'spread')",19,1,0.95,0.05,19,0
"('geographically', 'and')",19,1,0.95,0.05,19,0
"('terms', 'of')",39,10,0.79592,0.20408,4,0
"('occupations', 'and')",41,11,0.78846,0.21154,4,0
"('of', 'skill')",19,1,0.95,0.05,19,0
"('levels', 'wage')",18,2,0.9,0.1,9,0
"('a', 'couple')",57,6,0.90476,0.09524,9,0
"('couple', 'of')",87,16,0.84466,0.15534,5,0
"('manufacturers', 'have')",63,16,0.79747,0.20253,4,0
"('frozen', 'wages')",18,5,0.78261,0.21739,4,0
"('that', 'most')",137,16,0.89542,0.10458,9,0
"('most', 'are')",27,2,0.93103,0.06897,13,0
"('increases', 'of')",85,31,0.73276,0.26724,3,0
"('2', 'percent')",121,48,0.71598,0.28402,3,0
"('percent', 'to')",178,60,0.7479,0.2521,3,0
"('to', '4')",82,6,0.93182,0.06818,14,0
"('4', 'percent')",152,38,0.8,0.2,4,0
"('only', 'in')",60,2,0.96774,0.03226,30,0
"('and', 'while')",36,4,0.9,0.1,9,0
"('only', 'for')",24,2,0.92308,0.07692,12,0
"('some', 'entrylevel')",20,1,0.95238,0.04762,20,0
"('apparently', 'not')",18,3,0.85714,0.14286,6,0
"('districts', 'a')",43,9,0.82692,0.17308,5,0
"('chicago', 'cleveland')",376,63,0.85649,0.14351,6,0
"('richmond', 'philadelphia')",25,4,0.86207,0.13793,6,0
"('describe', 'labor')",36,3,0.92308,0.07692,12,0
"('as', 'tight')",88,29,0.75214,0.24786,3,0
"('tight', 'for')",27,2,0.93103,0.06897,13,0
"('increased', 'output')",21,3,0.875,0.125,7,0
"('be', 'a')",110,38,0.74324,0.25676,3,0
"('areas', 'reports')",31,3,0.91176,0.08824,10,0
"('tight', 'and')",72,22,0.76596,0.23404,3,0
"('and', 'wage')",78,29,0.72897,0.27103,3,0
"('city', 'while')",25,7,0.78125,0.21875,4,0
"('that', 'employers')",81,24,0.77143,0.22857,3,0
"('have', 'had')",34,5,0.87179,0.12821,7,0
"('had', 'increasing')",17,1,0.94444,0.05556,17,0
"('increasing', 'difficulty')",19,2,0.90476,0.09524,9,0
"('difficulty', 'finding')",196,59,0.76863,0.23137,3,0
"('exception', 'to')",34,4,0.89474,0.10526,9,0
"('this', 'pattern')",24,2,0.92308,0.07692,12,0
"('to', 'boston')",38,8,0.82609,0.17391,5,0
"('sources', 'and')",17,3,0.85,0.15,6,0
"('an', 'acceleration')",52,13,0.8,0.2,4,0
"('acceleration', 'in')",138,49,0.73797,0.26203,3,0
"('in', 'manufacturing')",372,129,0.74251,0.25749,3,0
"('job', 'losses')",36,7,0.83721,0.16279,5,0
"('the', 'southwest')",18,1,0.94737,0.05263,18,0
"('midwest', 'is')",16,1,0.94118,0.05882,16,0
"('financial', 'institutions')",146,50,0.7449,0.2551,3,0
"('institutions', 'and')",21,1,0.95455,0.04545,21,0
"('and', 'credit')",179,51,0.77826,0.22174,4,0
"('describe', 'a')",19,2,0.90476,0.09524,9,0
"('a', 'financial')",31,2,0.93939,0.06061,15,0
"('in', 'nonresidential')",57,12,0.82609,0.17391,5,0
"('mortgage', 'loans')",69,24,0.74194,0.25806,3,0
"('and', 'stability')",16,1,0.94118,0.05882,16,0
"('stability', 'in')",20,4,0.83333,0.16667,5,0
"('other', 'categories')",32,8,0.8,0.2,4,0
"('in', 'delinquency')",74,19,0.7957,0.2043,4,0
"('loan', 'activity')",57,21,0.73077,0.26923,3,0
"('activity', 'richmond')",23,3,0.88462,0.11538,8,0
"('little', 'significant')",21,1,0.95455,0.04545,21,0
"('significant', 'change')",31,2,0.93939,0.06061,15,0
"('fierce', 'and')",18,1,0.94737,0.05263,18,0
"('yearearlier', 'levels')",124,32,0.79487,0.20513,4,0
"('and', 'forestry')",15,1,0.9375,0.0625,15,0
"('resource', 'sectors')",18,1,0.94737,0.05263,18,0
"('of', 'offshore')",18,2,0.9,0.1,9,0
"('and', 'drilling')",24,1,0.96,0.04,24,0
"('crews', 'and')",18,1,0.94737,0.05263,18,0
"('little', 'capacity')",17,1,0.94444,0.05556,17,0
"('services', 'kansas')",16,4,0.8,0.2,4,0
"('activity', 'improved')",125,33,0.79114,0.20886,4,0
"('improved', 'somewhat')",51,20,0.71831,0.28169,3,0
"('rig', 'count')",129,37,0.77711,0.22289,3,0
"('count', 'was')",18,3,0.85714,0.14286,6,0
"('unchanged', 'from')",109,31,0.77857,0.22143,4,0
"('reports', 'continued')",46,1,0.97872,0.02128,46,0
"('north', 'dakota')",221,82,0.72937,0.27063,3,0
"('dakota', 'and')",65,14,0.82278,0.17722,5,0
"('very', 'strong')",237,69,0.77451,0.22549,3,0
"('output', 'in')",73,12,0.85882,0.14118,6,0
"('iron', 'mines')",54,1,0.98182,0.01818,54,0
"('output', 'is')",21,2,0.91304,0.08696,10,0
"('is', 'reportedly')",69,16,0.81176,0.18824,4,0
"('are', 'less')",27,3,0.9,0.1,9,0
"('less', 'favorable')",40,1,0.97561,0.02439,40,0
"('livestock', 'producers')",82,26,0.75926,0.24074,3,0
"('for', 'cattle')",124,8,0.93939,0.06061,15,0
"('francisco', 'notes')",47,13,0.78333,0.21667,4,0
"('exports', 'to')",66,16,0.80488,0.19512,4,0
"('but', 'there')",147,56,0.72414,0.27586,3,0
"('of', 'improvement')",208,66,0.75912,0.24088,3,0
"('beef', 'prices')",26,5,0.83871,0.16129,5,0
"('not', 'as')",50,16,0.75758,0.24242,3,0
"('as', 'had')",15,1,0.9375,0.0625,15,0
"('been', 'anticipated')",15,3,0.83333,0.16667,5,0
"('returned', 'to')",52,17,0.75362,0.24638,3,0
"('sector', 'and')",141,52,0.73057,0.26943,3,0
"('louis', 'report')",115,5,0.95833,0.04167,23,0
"('milk', 'prices')",60,16,0.78947,0.21053,4,0
"('higher', 'feed')",27,9,0.75,0.25,3,0
"('costs', 'the')",74,17,0.81319,0.18681,4,0
"('the', 'chicago')",1574,456,0.77537,0.22463,3,0
"('chicago', 'district')",796,283,0.73772,0.26228,3,0
"('district', 'has')",108,21,0.83721,0.16279,5,0
"('had', 'more')",22,1,0.95652,0.04348,22,0
"('cuts', 'in')",62,18,0.775,0.225,3,0
"('hog', 'and')",39,7,0.84783,0.15217,6,0
"('and', 'milk')",56,5,0.91803,0.08197,11,0
"('of', 'decline')",68,13,0.83951,0.16049,5,0
"('slowed', 'as')",28,8,0.77778,0.22222,4,0
"('which', 'had')",43,11,0.7963,0.2037,4,0
"('the', 'auto')",152,30,0.83516,0.16484,5,0
"('agriculture', 'the')",43,6,0.87755,0.12245,7,0
"('and', 'unseasonably')",18,1,0.94737,0.05263,18,0
"('unseasonably', 'cold')",19,7,0.73077,0.26923,3,0
"('cold', 'wet')",13,1,0.92857,0.07143,13,0
"('weather', 'delayed')",28,7,0.8,0.2,4,0
"('the', 'northern')",44,2,0.95652,0.04348,22,0
"('northern', 'plains')",14,1,0.93333,0.06667,14,0
"('plains', 'and')",13,1,0.92857,0.07143,13,0
"('crop', 'development')",81,23,0.77885,0.22115,4,0
"('damage', 'from')",18,2,0.9,0.1,9,0
"('from', 'early')",39,5,0.88636,0.11364,8,0
"('harvest', 'was')",41,2,0.95349,0.04651,21,0
"('past', 'the')",26,1,0.96296,0.03704,26,0
"('in', 'kentucky')",19,1,0.95,0.05,19,0
"('in', 'ohio')",47,1,0.97917,0.02083,47,0
"('well', 'underway')",18,1,0.94737,0.05263,18,0
"('that', 'corn')",65,10,0.86667,0.13333,7,0
"('in', 'illinois')",23,4,0.85185,0.14815,6,0
"('illinois', 'and')",20,1,0.95238,0.04762,20,0
"('and', 'indiana')",17,2,0.89474,0.10526,9,0
"('of', 'good')",16,2,0.88889,0.11111,8,0
"('good', 'to')",35,5,0.875,0.125,7,0
"('delays', 'due')",19,1,0.95,0.05,19,0
"('rain', 'the')",14,1,0.93333,0.06667,14,0
"('drought', 'continue')",13,1,0.92857,0.07143,13,0
"('district', 'especially')",16,1,0.94118,0.05882,16,0
"('louis', 'also')",25,5,0.83333,0.16667,5,0
"('also', 'notes')",17,3,0.85,0.15,6,0
"('problems', 'with')",24,3,0.88889,0.11111,8,0
"('in', 'this')",88,32,0.73333,0.26667,3,0
"('condition', 'as')",21,2,0.91304,0.08696,10,0
"('as', 'good')",53,17,0.75714,0.24286,3,0
"('but', 'kansas')",28,7,0.8,0.2,4,0
"('delayed', 'by')",16,1,0.94118,0.05882,16,0
"('york', 'boston')",20,1,0.95238,0.04762,20,0
"('boston', 'san')",32,9,0.78049,0.21951,4,0
"('some', 'slackening')",30,1,0.96774,0.03226,30,0
"('in', 'materials')",12,2,0.85714,0.14286,6,0
"('skilled', 'construction')",60,23,0.72289,0.27711,3,0
"('construction', 'labor')",21,5,0.80769,0.19231,4,0
"('labor', 'in')",54,17,0.76056,0.23944,3,0
"('carolina', 'in')",15,1,0.9375,0.0625,15,0
"('balance', 'the')",28,5,0.84848,0.15152,6,0
"('spending', 'is')",35,13,0.72917,0.27083,3,0
"('construction', 'and')",691,226,0.75354,0.24646,3,0
"('estate', 'construction')",92,28,0.76667,0.23333,3,0
"('is', 'strong')",83,19,0.81373,0.18627,4,0
"('few', 'new')",32,1,0.9697,0.0303,32,0
"('construction', 'which')",11,1,0.91667,0.08333,11,0
"('louis', 'noting')",10,1,0.90909,0.09091,10,0
"('noting', 'particular')",11,4,0.73333,0.26667,3,0
"('particular', 'strength')",38,9,0.80851,0.19149,4,0
"('chicago', 'reports')",41,13,0.75926,0.24074,3,0
"('residential', 'side')",29,1,0.96667,0.03333,29,0
"('notes', 'some')",31,11,0.7381,0.2619,3,0
"('slowing', 'but')",11,3,0.78571,0.21429,4,0
"('above', 'a')",15,1,0.9375,0.0625,15,0
"('as', 'generally')",55,9,0.85938,0.14062,6,0
"('robust', 'but')",22,6,0.78571,0.21429,4,0
"('that', 'manufacturing')",119,39,0.75316,0.24684,3,0
"('manufacturing', 'inventories')",18,2,0.9,0.1,9,0
"('normal', 'to')",11,1,0.91667,0.08333,11,0
"('little', 'indication')",9,1,0.9,0.1,9,0
"('demand', 'construction')",17,4,0.80952,0.19048,4,0
"('these', 'districts')",91,35,0.72222,0.27778,3,0
"('was', 'steady')",213,70,0.75265,0.24735,3,0
"('to', 'mixed')",8,1,0.88889,0.11111,8,0
"('mixed', 'philadelphia')",14,5,0.73684,0.26316,3,0
"('in', 'october')",254,50,0.83553,0.16447,5,0
"('october', 'were')",35,1,0.97222,0.02778,35,0
"('were', 'less')",64,14,0.82051,0.17949,5,0
"('widespread', 'than')",17,2,0.89474,0.10526,9,0
"('in', 'summer')",9,1,0.9,0.1,9,0
"('summer', 'and')",25,8,0.75758,0.24242,3,0
"('surveys', 'of')",9,1,0.9,0.1,9,0
"('of', 'purchasing')",30,9,0.76923,0.23077,3,0
"('purchasing', 'managers')",48,12,0.8,0.2,4,0
"('managers', 'reported')",18,4,0.81818,0.18182,4,0
"('improvement', 'in')",507,194,0.72325,0.27675,3,0
"('in', 'local')",13,3,0.8125,0.1875,4,0
"('manufacturing', 'in')",57,9,0.86364,0.13636,6,0
"('but', 'none')",10,2,0.83333,0.16667,5,0
"('manufacturing', 'on')",21,1,0.95455,0.04545,21,0
"('is', 'largely')",34,3,0.91892,0.08108,11,0
"('largely', 'stable')",54,13,0.80597,0.19403,4,0
"('stronger', 'with')",7,2,0.77778,0.22222,4,0
"('firms', 'indicate')",10,1,0.90909,0.09091,10,0
"('sales', 'gains')",67,23,0.74444,0.25556,3,0
"('gains', 'from')",11,2,0.84615,0.15385,5,0
"('august', 'and')",100,5,0.95238,0.04762,20,0
"('and', 'september')",58,2,0.96667,0.03333,29,0
"('contacts', 'report')",190,43,0.81545,0.18455,4,0
"('chicago', 'activity')",7,2,0.77778,0.22222,4,0
"('district', 'through')",8,1,0.88889,0.11111,8,0
"('through', 'early')",38,9,0.80851,0.19149,4,0
"('early', 'october')",118,47,0.71515,0.28485,3,0
"('employment', 'increases')",22,4,0.84615,0.15385,5,0
"('plant', 'expansions')",47,13,0.78333,0.21667,4,0
"('of', 'declines')",11,1,0.91667,0.08333,11,0
"('and', 'closures')",10,1,0.90909,0.09091,10,0
"('sector', 'expanded')",30,11,0.73171,0.26829,3,0
"('expanded', 'further')",55,20,0.73333,0.26667,3,0
"('further', 'led')",8,1,0.88889,0.11111,8,0
"('by', 'the')",351,133,0.72521,0.27479,3,0
"('sector', 'however')",16,1,0.94118,0.05882,16,0
"('tourist', 'spending')",17,2,0.89474,0.10526,9,0
"('east', 'coast')",46,5,0.90196,0.09804,9,0
"('brisk', 'activity')",24,1,0.96,0.04,24,0
"('mississippi', 'gulf')",18,4,0.81818,0.18182,4,0
"('coast', 'and')",27,2,0.93103,0.06897,13,0
"('new', 'orleans')",32,2,0.94118,0.05882,16,0
"('for', 'tourism')",8,2,0.8,0.2,4,0
"('and', 'convention')",39,7,0.84783,0.15217,6,0
"('the', 'upper')",73,25,0.7449,0.2551,3,0
"('is', 'less')",14,2,0.875,0.125,7,0
"('slow', 'or')",19,6,0.76,0.24,3,0
"('in', 'its')",147,18,0.89091,0.10909,8,0
"('states', 'manufacturing')",8,3,0.72727,0.27273,3,0
"('auto', 'sector')",18,2,0.9,0.1,9,0
"('are', 'particularly')",9,1,0.9,0.1,9,0
"('for', 'cleveland')",6,1,0.85714,0.14286,6,0
"('up', 'compared')",38,9,0.80851,0.19149,4,0
"('compared', 'to')",462,172,0.72871,0.27129,3,0
"('ago', 'but')",48,7,0.87273,0.12727,7,0
"('but', 'somewhat')",31,1,0.96875,0.03125,31,0
"('but', 'dealers')",15,5,0.75,0.25,3,0
"('dealers', 'expect')",29,9,0.76316,0.23684,3,0
"('strong', 'over')",14,3,0.82353,0.17647,5,0
"('over', 'the')",1675,609,0.73336,0.26664,3,0
"('the', 'remainder')",164,65,0.71616,0.28384,3,0
"('remainder', 'of')",157,60,0.7235,0.2765,3,0
"('for', 'philadelphia')",7,2,0.77778,0.22222,4,0
"('steady', 'and')",107,41,0.72297,0.27703,3,0
"('slowed', 'more')",5,1,0.83333,0.16667,5,0
"('of', 'strength')",111,41,0.73026,0.26974,3,0
"('strength', 'but')",8,3,0.72727,0.27273,3,0
"('but', 'no')",31,12,0.72093,0.27907,3,0
"('where', 'sales')",63,23,0.73256,0.26744,3,0
"('is', 'considerable')",4,1,0.8,0.2,4,0
"('considerable', 'variation')",6,1,0.85714,0.14286,6,0
"('variation', 'in')",10,4,0.71429,0.28571,3,0
"('of', 'spending')",16,5,0.7619,0.2381,3,0
"('by', 'region')",17,5,0.77273,0.22727,3,0
"('region', 'and')",49,10,0.83051,0.16949,5,0
"('and', 'by')",64,6,0.91429,0.08571,11,0
"('of', 'merchandise')",13,1,0.92857,0.07143,13,0
"('doubledigit', 'growth')",11,4,0.73333,0.26667,3,0
"('but', 'slow')",10,3,0.76923,0.23077,3,0
"('such', 'as')",705,278,0.71719,0.28281,3,0
"('as', 'appliances')",6,1,0.85714,0.14286,6,0
"('lag', 'the')",4,1,0.8,0.2,4,0
"('same', 'pattern')",10,1,0.90909,0.09091,10,0
"('pattern', 'is')",4,1,0.8,0.2,4,0
"('city', 'philadelphia')",60,15,0.8,0.2,4,0
"('clothing', 'sales')",7,1,0.875,0.125,7,0
"('this', 'strength')",21,2,0.91304,0.08696,10,0
"('price', 'cuts')",22,6,0.78571,0.21429,4,0
"('major', 'appliances')",18,3,0.85714,0.14286,6,0
"('with', 'weakness')",15,1,0.9375,0.0625,15,0
"('toys', 'and')",13,1,0.92857,0.07143,13,0
"('are', 'meeting')",5,1,0.83333,0.16667,5,0
"('in', 'apparel')",42,6,0.875,0.125,7,0
"('are', 'similar')",6,1,0.85714,0.14286,6,0
"('home', 'improvement')",54,14,0.79412,0.20588,4,0
"('improvement', 'goods')",5,1,0.83333,0.16667,5,0
"('gains', 'over')",13,2,0.86667,0.13333,7,0
"('over', 'yearearlier')",32,2,0.94118,0.05882,16,0
"('competition', 'but')",5,1,0.83333,0.16667,5,0
"('but', 'they')",78,24,0.76471,0.23529,3,0
"('the', 'upcoming')",120,37,0.76433,0.23567,3,0
"('upcoming', 'holiday')",30,11,0.73171,0.26829,3,0
"('but', 'sales')",41,15,0.73214,0.26786,3,0
"('sales', 'tax')",22,7,0.75862,0.24138,3,0
"('in', 'general')",375,144,0.72254,0.27746,3,0
"('that', 'demand')",446,156,0.74086,0.25914,3,0
"('solid', 'overall')",16,5,0.7619,0.2381,3,0
"('but', 'on')",43,11,0.7963,0.2037,4,0
"('reportedly', 'has')",12,4,0.75,0.25,3,0
"('somewhat', 'slower')",46,5,0.90196,0.09804,9,0
"('new', 'england')",108,30,0.78261,0.21739,4,0
"('moderate', 'to')",72,21,0.77419,0.22581,3,0
"('two', 'districts')",69,12,0.85185,0.14815,6,0
"('the', 'nation')",291,114,0.71852,0.28148,3,0
"('through', 'the')",236,60,0.7973,0.2027,4,0
"('significant', 'price')",59,11,0.84286,0.15714,5,0
"('or', 'services')",29,1,0.96667,0.03333,29,0
"('services', 'reports')",46,17,0.73016,0.26984,3,0
"('before', 'october')",23,4,0.85185,0.14815,6,0
"('update', 'october')",16,2,0.88889,0.11111,8,0
"('boston', 'however')",10,2,0.83333,0.16667,5,0
"('boston', 'construction')",32,8,0.8,0.2,4,0
"('boston', 'energy')",3,1,0.75,0.25,3,0
"('boston', 'financial')",10,4,0.71429,0.28571,3,0
"('boston', 'wages')",9,3,0.75,0.25,3,0
"('yields', 'were')",83,12,0.87368,0.12632,7,0
"('noted', 'strong')",127,47,0.72989,0.27011,3,0
"('technical', 'workers')",56,18,0.75676,0.24324,3,0
"('temporary', 'help')",93,30,0.7561,0.2439,3,0
"('tight', 'in')",142,45,0.75936,0.24064,3,0
"('falling', 'in')",65,22,0.74713,0.25287,3,0
"('minneapolis', 'said')",94,11,0.89524,0.10476,9,0
"('lending', 'was')",234,91,0.72,0.28,3,0
"('their', 'districts')",182,29,0.86256,0.13744,6,0
"('said', 'their')",59,4,0.93651,0.06349,15,0
"('that', 'city')",42,1,0.97674,0.02326,42,0
"('but', 'cleveland')",61,9,0.87143,0.12857,7,0
"('reports', 'from')",717,275,0.72278,0.27722,3,0
"('october', 'and')",123,48,0.7193,0.2807,3,0
"('in', 'prices')",226,54,0.80714,0.19286,4,0
"('construction', 'of')",159,44,0.78325,0.21675,4,0
"('the', 'relatively')",33,5,0.86842,0.13158,7,0
"('petroleum', 'products')",50,17,0.74627,0.25373,3,0
"('prices', 'rebounded')",27,1,0.96429,0.03571,27,0
"('after', 'falling')",38,10,0.79167,0.20833,4,0
"('early', 'november')",112,15,0.88189,0.11811,7,0
"('recent', 'surveys')",51,13,0.79688,0.20312,4,0
"('observed', 'rising')",26,3,0.89655,0.10345,9,0
"('costs', 'of')",136,52,0.7234,0.2766,3,0
"('of', 'some')",224,46,0.82963,0.17037,5,0
"('several', 'industries')",42,4,0.91304,0.08696,10,0
"('firming', 'in')",41,8,0.83673,0.16327,5,0
"('related', 'equipment')",23,6,0.7931,0.2069,4,0
"('prices', 'district')",51,6,0.89474,0.10526,9,0
"('district', 'reports')",724,285,0.71754,0.28246,3,0
"('on', 'prices')",172,27,0.86432,0.13568,6,0
"('suggest', 'there')",22,3,0.88,0.12,7,0
"('in', 'trend')",22,3,0.88,0.12,7,0
"('boston', 'contacts')",39,6,0.86667,0.13333,7,0
"('contacts', 'said')",203,64,0.7603,0.2397,3,0
"('said', 'prices')",50,7,0.87719,0.12281,7,0
"('generally', 'stable')",115,43,0.72785,0.27215,3,0
"('stable', 'new')",25,1,0.96154,0.03846,25,0
"('york', 'indicated')",97,8,0.92381,0.07619,12,0
"('indicated', 'there')",22,1,0.95652,0.04348,22,0
"('been', 'little')",33,7,0.825,0.175,5,0
"('in', 'price')",34,7,0.82927,0.17073,5,0
"('characterized', 'price')",25,6,0.80645,0.19355,4,0
"('increases', 'as')",38,5,0.88372,0.11628,8,0
"('that', 'price')",77,18,0.81053,0.18947,4,0
