NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('next', 'six', 'months')",219,75,0.7449,0.2551,3,0
"('to', 'have', 'remained')",22,7,0.75862,0.24138,3,0
"('city', 'reports', 'of')",19,4,0.82609,0.17391,5,0
"('district', 'there', 'were')",22,1,0.95652,0.04348,22,0
"('there', 'were', 'more')",31,1,0.96875,0.03125,31,0
"('to', 'wage', 'pressures')",22,2,0.91667,0.08333,11,0
"('pressure', 'on', 'the')",32,8,0.8,0.2,4,0
"('workers', 'has', 'been')",25,1,0.96154,0.03846,25,0
"('on', 'wages', 'for')",25,4,0.86207,0.13793,6,0
"('categories', 'of', 'skilled')",19,1,0.95,0.05,19,0
"('of', 'skilled', 'workers')",81,28,0.74312,0.25688,3,0
"('wages', 'continue', 'to')",19,6,0.76,0.24,3,0
"('in', 'terms', 'of')",52,11,0.8254,0.1746,5,0
"('of', 'skill', 'levels')",18,1,0.94737,0.05263,18,0
"('levels', 'wage', 'pressures')",18,1,0.94737,0.05263,18,0
"('increases', 'of', '2')",23,3,0.88462,0.11538,8,0
"('of', '2', 'percent')",31,5,0.86111,0.13889,6,0
"('2', 'percent', 'to')",42,11,0.79245,0.20755,4,0
"('percent', 'to', '4')",24,2,0.92308,0.07692,12,0
"('to', '4', 'percent')",70,3,0.9589,0.0411,23,0
"('labor', 'shortages', 'wage')",20,1,0.95238,0.04762,20,0
"('shortages', 'wage', 'pressures')",19,1,0.95,0.05,19,0
"('the', 'sector', 'as')",24,3,0.88889,0.11111,8,0
"('continues', 'to', 'grow')",54,5,0.91525,0.08475,11,0
"('most', 'districts', 'a')",23,1,0.95833,0.04167,23,0
"('chicago', 'cleveland', 'richmond')",17,3,0.85,0.15,6,0
"('labor', 'markets', 'as')",26,4,0.86667,0.13333,7,0
"('a', 'constraint', 'to')",17,2,0.89474,0.10526,9,0
"('to', 'be', 'a')",90,31,0.7438,0.2562,3,0
"('be', 'a', 'problem')",23,5,0.82143,0.17857,5,0
"('tight', 'and', 'wage')",26,8,0.76471,0.23529,3,0
"('and', 'wage', 'increases')",25,4,0.86207,0.13793,6,0
"('kansas', 'city', 'while')",27,7,0.79412,0.20588,4,0
"('have', 'had', 'increasing')",17,1,0.94444,0.05556,17,0
"('increasing', 'difficulty', 'finding')",18,1,0.94737,0.05263,18,0
"('is', 'an', 'exception')",17,1,0.94444,0.05556,17,0
"('an', 'exception', 'to')",21,3,0.875,0.125,7,0
"('problem', 'according', 'to')",17,1,0.94444,0.05556,17,0
"('according', 'to', 'boston')",36,3,0.92308,0.07692,12,0
"('an', 'acceleration', 'in')",44,10,0.81481,0.18519,4,0
"('acceleration', 'in', 'manufacturing')",18,1,0.94737,0.05263,18,0
"('stable', 'to', 'slightly')",55,8,0.87302,0.12698,7,0
"('to', 'slightly', 'stronger')",27,3,0.9,0.1,9,0
"('mortgage', 'loans', 'and')",21,3,0.875,0.125,7,0
"('and', 'stability', 'in')",17,1,0.94444,0.05556,17,0
"('in', 'other', 'categories')",23,5,0.82143,0.17857,5,0
"('little', 'significant', 'change')",19,2,0.90476,0.09524,9,0
"('natural', 'resource', 'sectors')",17,1,0.94444,0.05556,17,0
"('services', 'kansas', 'city')",16,4,0.8,0.2,4,0
"('kansas', 'city', 'activity')",26,1,0.96296,0.03704,26,0
"('from', 'august', 'to')",17,2,0.89474,0.10526,9,0
"('august', 'to', 'september')",17,2,0.89474,0.10526,9,0
"('to', 'september', 'but')",15,1,0.9375,0.0625,15,0
"('was', 'unchanged', 'from')",26,4,0.86667,0.13333,7,0
"('activity', 'in', 'north')",19,1,0.95,0.05,19,0
"('north', 'dakota', 'and')",47,9,0.83929,0.16071,5,0
"('for', 'livestock', 'producers')",31,3,0.91176,0.08824,10,0
"('are', 'not', 'as')",16,1,0.94118,0.05882,16,0
"('had', 'been', 'anticipated')",14,3,0.82353,0.17647,5,0
"('city', 'says', 'that')",14,5,0.73684,0.26316,3,0
"('of', 'the', 'sector')",16,3,0.84211,0.15789,5,0
"('st', 'louis', 'report')",69,5,0.93243,0.06757,14,0
"('sharp', 'increases', 'in')",36,8,0.81818,0.18182,4,0
"('to', 'higher', 'feed')",17,1,0.94444,0.05556,17,0
"('higher', 'feed', 'costs')",28,6,0.82353,0.17647,5,0
"('says', 'that', 'the')",17,2,0.89474,0.10526,9,0
"('that', 'the', 'rate')",51,13,0.79688,0.20312,4,0
"('rate', 'of', 'decline')",24,3,0.88889,0.11111,8,0
"('as', 'feed', 'costs')",16,1,0.94118,0.05882,16,0
"('wet', 'weather', 'delayed')",15,6,0.71429,0.28571,3,0
"('the', 'northern', 'plains')",14,1,0.93333,0.06667,14,0
"('several', 'districts', 'there')",13,2,0.86667,0.13333,7,0
"('there', 'is', 'little')",28,11,0.71795,0.28205,3,0
"('little', 'damage', 'from')",13,1,0.92857,0.07143,13,0
"('in', 'kentucky', 'and')",15,1,0.9375,0.0625,15,0
"('that', 'corn', 'and')",36,3,0.92308,0.07692,12,0
"('and', 'soybeans', 'have')",14,1,0.93333,0.06667,14,0
"('good', 'to', 'excellent')",33,6,0.84615,0.15385,5,0
"('effects', 'of', 'drought')",13,3,0.8125,0.1875,4,0
"('corn', 'and', 'cotton')",16,1,0.94118,0.05882,16,0
"('st', 'louis', 'also')",24,5,0.82759,0.17241,5,0
"('the', 'dallas', 'and')",260,99,0.72423,0.27577,3,0
"('as', 'good', 'but')",13,4,0.76471,0.23529,3,0
"('but', 'kansas', 'city')",28,3,0.90323,0.09677,9,0
"('for', 'residential', 'and')",23,2,0.92,0.08,12,0
"('mixed', 'with', 'strength')",13,1,0.92857,0.07143,13,0
"('some', 'slackening', 'in')",32,1,0.9697,0.0303,32,0
"('slackening', 'in', 'the')",12,1,0.92308,0.07692,12,0
"('kansas', 'city', 'agriculture')",13,1,0.92857,0.07143,13,0
"('some', 'decrease', 'in')",13,1,0.92857,0.07143,13,0
"('decrease', 'in', 'residential')",11,1,0.91667,0.08333,11,0
"('in', 'residential', 'construction')",35,8,0.81395,0.18605,4,0
"('increases', 'in', 'materials')",11,1,0.91667,0.08333,11,0
"('materials', 'prices', 'and')",28,2,0.93333,0.06667,14,0
"('prices', 'and', 'a')",40,7,0.85106,0.14894,6,0
"('and', 'a', 'shortage')",20,1,0.95238,0.04762,20,0
"('shortage', 'of', 'skilled')",58,12,0.82857,0.17143,5,0
"('of', 'skilled', 'construction')",33,2,0.94286,0.05714,17,0
"('skilled', 'construction', 'labor')",11,2,0.84615,0.15385,5,0
"('construction', 'labor', 'in')",11,1,0.91667,0.08333,11,0
"('construction', 'activity', 'has')",61,5,0.92424,0.07576,12,0
"('on', 'balance', 'the')",30,10,0.75,0.25,3,0
"('several', 'districts', 'but')",27,10,0.72973,0.27027,3,0
"('in', 'a', 'few')",118,46,0.71951,0.28049,3,0
"('a', 'few', 'new')",16,1,0.94118,0.05882,16,0
"('rising', 'demand', 'for')",69,14,0.83133,0.16867,5,0
"('demand', 'for', 'apartments')",11,4,0.73333,0.26667,3,0
"('which', 'had', 'been')",25,9,0.73529,0.26471,3,0
"('generally', 'strong', 'with')",11,2,0.84615,0.15385,5,0
"('st', 'louis', 'noting')",10,1,0.90909,0.09091,10,0
"('noting', 'particular', 'strength')",10,4,0.71429,0.28571,3,0
"('increases', 'in', 'commercial')",44,14,0.75862,0.24138,3,0
"('commercial', 'and', 'retail')",13,1,0.92857,0.07143,13,0
"('on', 'the', 'residential')",17,1,0.94444,0.05556,17,0
"('the', 'residential', 'side')",20,1,0.95238,0.04762,20,0
"('activity', 'is', 'still')",11,3,0.78571,0.21429,4,0
"('some', 'regions', 'however')",10,3,0.76923,0.23077,3,0
"('report', 'that', 'manufacturing')",14,3,0.82353,0.17647,5,0
"('inventories', 'are', 'generally')",33,4,0.89189,0.10811,8,0
"('normal', 'to', 'somewhat')",9,1,0.9,0.1,9,0
"('somewhat', 'below', 'normal')",9,1,0.9,0.1,9,0
"('demand', 'construction', 'and')",13,1,0.92857,0.07143,13,0
"('was', 'steady', 'to')",40,10,0.8,0.2,4,0
"('in', 'october', 'were')",29,1,0.96667,0.03333,29,0
"('less', 'widespread', 'than')",10,2,0.83333,0.16667,5,0
"('widespread', 'than', 'in')",13,2,0.86667,0.13333,7,0
"('of', 'purchasing', 'managers')",29,5,0.85294,0.14706,6,0
"('effects', 'from', 'the')",11,1,0.91667,0.08333,11,0
"('from', 'the', 'auto')",20,4,0.83333,0.16667,5,0
"('manufacturing', 'on', 'balance')",10,1,0.90909,0.09091,10,0
"('largely', 'stable', 'to')",7,1,0.875,0.125,7,0
"('to', 'stronger', 'with')",7,1,0.875,0.125,7,0
"('gains', 'from', 'a')",8,1,0.88889,0.11111,8,0
"('strong', 'with', 'some')",17,2,0.89474,0.10526,9,0
"('august', 'and', 'september')",48,16,0.75,0.25,3,0
"('activity', 'increased', 'in')",126,43,0.74556,0.25444,3,0
"('the', 'district', 'through')",7,1,0.875,0.125,7,0
"('through', 'early', 'october')",9,1,0.9,0.1,9,0
"('of', 'sales', 'and')",27,2,0.93103,0.06897,13,0
"('sales', 'and', 'employment')",10,1,0.90909,0.09091,10,0
"('and', 'plant', 'expansions')",8,1,0.88889,0.11111,8,0
"('reports', 'of', 'declines')",7,1,0.875,0.125,7,0
"('manufacturing', 'sector', 'expanded')",22,6,0.78571,0.21429,4,0
"('further', 'led', 'by')",8,1,0.88889,0.11111,8,0
"('led', 'by', 'the')",13,1,0.92857,0.07143,13,0
"('the', 'east', 'coast')",35,11,0.76087,0.23913,3,0
"('areas', 'not', 'affected')",7,1,0.875,0.125,7,0
"('not', 'affected', 'by')",7,1,0.875,0.125,7,0
"('the', 'mississippi', 'gulf')",12,1,0.92308,0.07692,12,0
"('outlook', 'for', 'tourism')",7,2,0.77778,0.22222,4,0
"('tourism', 'and', 'convention')",24,6,0.8,0.2,4,0
"('summer', 'season', 'in')",8,1,0.88889,0.11111,8,0
"('the', 'auto', 'sector')",20,2,0.90909,0.09091,10,0
"('up', 'compared', 'to')",15,2,0.88235,0.11765,7,0
"('compared', 'to', 'a')",153,33,0.82258,0.17742,5,0
"('to', 'a', 'year')",212,78,0.73103,0.26897,3,0
"('year', 'ago', 'but')",42,3,0.93333,0.06667,14,0
"('in', 'september', 'but')",15,1,0.9375,0.0625,15,0
"('dealers', 'expect', 'sales')",17,1,0.94444,0.05556,17,0
"('expect', 'sales', 'to')",74,24,0.7551,0.2449,3,0
"('sales', 'to', 'be')",44,14,0.75862,0.24138,3,0
"('strong', 'over', 'the')",13,2,0.86667,0.13333,7,0
"('of', 'the', 'year')",428,147,0.74435,0.25565,3,0
"('the', 'year', 'for')",7,1,0.875,0.125,7,0
"('vehicle', 'sales', 'are')",21,7,0.75,0.25,3,0
"('slowed', 'more', 'than')",5,1,0.83333,0.16667,5,0
"('more', 'than', 'expected')",9,3,0.75,0.25,3,0
"('by', 'region', 'and')",33,2,0.94286,0.05714,17,0
"('in', 'furniture', 'and')",4,1,0.8,0.2,4,0
"('such', 'as', 'appliances')",7,1,0.875,0.125,7,0
"('the', 'same', 'pattern')",4,1,0.8,0.2,4,0
"('same', 'pattern', 'is')",4,1,0.8,0.2,4,0
"('notes', 'that', 'some')",36,5,0.87805,0.12195,7,0
"('this', 'strength', 'to')",4,1,0.8,0.2,4,0
"('home', 'improvement', 'goods')",5,1,0.83333,0.16667,5,0
"('over', 'yearearlier', 'levels')",32,1,0.9697,0.0303,32,0
"('they', 'are', 'generally')",6,1,0.85714,0.14286,6,0
"('optimistic', 'about', 'the')",131,41,0.76163,0.23837,3,0
"('about', 'the', 'upcoming')",15,2,0.88235,0.11765,7,0
"('minneapolis', 'district', 'but')",7,2,0.77778,0.22222,4,0
"('district', 'but', 'sales')",4,1,0.8,0.2,4,0
"('that', 'demand', 'for')",257,91,0.73851,0.26149,3,0
"('retail', 'goods', 'and')",8,3,0.72727,0.27273,3,0
"('and', 'services', 'was')",18,2,0.9,0.1,9,0
"('services', 'was', 'solid')",5,2,0.71429,0.28571,3,0
"('was', 'solid', 'overall')",16,1,0.94118,0.05882,16,0
"('overall', 'reports', 'on')",4,1,0.8,0.2,4,0
"('expansion', 'of', 'business')",3,1,0.75,0.25,3,0
"('of', 'business', 'activity')",15,3,0.83333,0.16667,5,0
"('the', 'economy', 'in')",7,1,0.875,0.125,7,0
"('but', 'on', 'balance')",32,7,0.82051,0.17949,5,0
"('the', 'pace', 'of')",566,218,0.72194,0.27806,3,0
"('pace', 'of', 'growth')",224,81,0.73443,0.26557,3,0
"('somewhat', 'slower', 'growth')",10,1,0.90909,0.09091,10,0
"('continues', 'to', 'show')",5,1,0.83333,0.16667,5,0
"('moderate', 'to', 'strong')",44,13,0.77193,0.22807,3,0
"('to', 'strong', 'growth')",11,1,0.91667,0.08333,11,0
"('through', 'the', 'first')",34,8,0.80952,0.19048,4,0
"('the', 'first', 'half')",102,40,0.71831,0.28169,3,0
"('significant', 'price', 'increases')",34,9,0.7907,0.2093,4,0
"('reports', 'of', 'upward')",41,1,0.97619,0.02381,41,0
"('collected', 'before', 'october')",18,2,0.9,0.1,9,0
"('last', 'update', 'october')",14,4,0.77778,0.22222,4,0
"('top', 'boston', 'conditions')",3,1,0.75,0.25,3,0
"('top', 'boston', 'financial')",8,3,0.72727,0.27273,3,0
"('york', 'and', 'richmond')",176,55,0.7619,0.2381,3,0
"('at', 'high', 'levels')",267,79,0.77168,0.22832,3,0
"('continued', 'to', 'grow')",222,81,0.73267,0.26733,3,0
"('increased', 'in', 'many')",57,1,0.98276,0.01724,57,0
"('operating', 'at', 'high')",54,2,0.96429,0.03571,27,0
"('high', 'levels', 'in')",143,43,0.76882,0.23118,3,0
"('automobile', 'sales', 'were')",69,17,0.80233,0.19767,4,0
"('for', 'most', 'districts')",48,2,0.96,0.04,24,0
"('the', 'energy', 'extraction')",56,20,0.73684,0.26316,3,0
"('sales', 'have', 'been')",79,15,0.84043,0.15957,5,0
"('sales', 'were', 'down')",92,25,0.78632,0.21368,4,0
"('and', 'prices', 'many')",33,1,0.97059,0.02941,33,0
"('many', 'districts', 'report')",73,23,0.76042,0.23958,3,0
"('districts', 'report', 'tight')",32,8,0.8,0.2,4,0
"('in', 'some', 'occupations')",32,12,0.72727,0.27273,3,0
"('few', 'reports', 'of')",92,33,0.736,0.264,3,0
"('reports', 'of', 'wage')",50,9,0.84746,0.15254,6,0
"('business', 'service', 'firms')",34,13,0.7234,0.2766,3,0
"('growth', 'has', 'slowed')",54,14,0.79412,0.20588,4,0
"('there', 'are', 'not')",32,7,0.82051,0.17949,5,0
"('workers', 'to', 'meet')",36,1,0.97297,0.02703,36,0
"('demand', 'and', 'in')",32,1,0.9697,0.0303,32,0
"('and', 'in', 'san')",32,7,0.82051,0.17949,5,0
"('in', 'some', 'industries')",69,14,0.83133,0.16867,5,0
"('are', 'having', 'trouble')",34,1,0.97143,0.02857,34,0
"('in', 'the', 'minneapolisst')",89,19,0.82407,0.17593,5,0
"('the', 'minneapolisst', 'paul')",113,22,0.83704,0.16296,5,0
"('minneapolisst', 'paul', 'area')",105,20,0.84,0.16,5,0
"('30', 'percent', 'a')",32,1,0.9697,0.0303,32,0
"('a', 'contact', 'in')",287,79,0.78415,0.21585,4,0
"('chicago', 'notes', 'that')",32,7,0.82051,0.17949,5,0
"('that', 'some', 'manufacturers')",58,18,0.76316,0.23684,3,0
"('for', 'entrylevel', 'positions')",37,3,0.925,0.075,12,0
"('and', 'retailers', 'in')",49,14,0.77778,0.22222,4,0
"('companies', 'in', 'the')",78,4,0.95122,0.04878,20,0
"('district', 'atlanta', 'and')",36,3,0.92308,0.07692,12,0
"('although', 'increases', 'in')",36,3,0.92308,0.07692,12,0
"('increases', 'in', 'wages')",67,15,0.81707,0.18293,4,0
"('those', 'in', 'the')",74,20,0.78723,0.21277,4,0
"('industry', 'several', 'districts')",35,2,0.94595,0.05405,18,0
"('several', 'districts', 'noted')",198,75,0.72527,0.27473,3,0
"('noted', 'growth', 'in')",52,7,0.88136,0.11864,7,0
"('growth', 'in', 'other')",55,1,0.98214,0.01786,55,0
"('prices', 'of', 'inputs')",53,3,0.94643,0.05357,18,0
"('inputs', 'and', 'finished')",42,1,0.97674,0.02326,42,0
"('and', 'finished', 'goods')",94,33,0.74016,0.25984,3,0
"('districts', 'return', 'to')",36,11,0.76596,0.23404,3,0
"('the', 'harvests', 'in')",30,4,0.88235,0.11765,7,0
"('in', 'chicago', 'minneapolis')",31,6,0.83784,0.16216,5,0
"('too', 'late', 'to')",40,1,0.97561,0.02439,40,0
"('to', 'offset', 'the')",49,3,0.94231,0.05769,16,0
"('the', 'drought', 'damage')",30,3,0.90909,0.09091,10,0
"('damage', 'to', 'the')",47,3,0.94,0.06,16,0
"('the', 'corn', 'crop')",35,2,0.94595,0.05405,18,0
"('soybean', 'cotton', 'and')",30,2,0.9375,0.0625,15,0
"('cotton', 'and', 'peanut')",35,2,0.94595,0.05405,18,0
"('yields', 'in', 'richmond')",30,1,0.96774,0.03226,30,0
"('in', 'dallas', 'however')",31,1,0.96875,0.03125,31,0
"('however', 'heavy', 'rains')",30,8,0.78947,0.21053,4,0
"('heavy', 'rains', 'have')",30,8,0.78947,0.21053,4,0
"('concerns', 'about', 'the')",80,15,0.84211,0.15789,5,0
"('by', 'shortages', 'of')",76,3,0.96203,0.03797,25,0
"('fierce', 'competition', 'for')",40,6,0.86957,0.13043,7,0
"('reported', 'in', 'chicago')",60,3,0.95238,0.04762,20,0
"('is', 'increasing', 'in')",32,1,0.9697,0.0303,32,0
"('regions', 'of', 'the')",52,16,0.76471,0.23529,3,0
"('remained', 'steady', 'in')",44,17,0.72131,0.27869,3,0
"('steady', 'in', 'cleveland')",30,5,0.85714,0.14286,6,0
"('cleveland', 'and', 'increased')",29,1,0.96667,0.03333,29,0
"('and', 'increased', 'in')",39,8,0.82979,0.17021,5,0
"('increased', 'in', 'philadelphia')",35,2,0.94595,0.05405,18,0
"('attributed', 'to', 'the')",59,8,0.8806,0.1194,7,0
"('and', 'increased', 'credit')",28,1,0.96552,0.03448,28,0
"('according', 'to', 'reports')",109,23,0.82576,0.17424,5,0
"('to', 'reports', 'from')",65,23,0.73864,0.26136,3,0
"('reports', 'from', 'the')",238,73,0.76527,0.23473,3,0
"('from', 'the', 'atlanta')",37,4,0.90244,0.09756,9,0
"('financial', 'services', 'overall')",30,4,0.88235,0.11765,7,0
"('bank', 'lending', 'was')",26,4,0.86667,0.13333,7,0
"('mixed', 'across', 'districts')",99,33,0.75,0.25,3,0
"('across', 'districts', 'and')",40,10,0.8,0.2,4,0
"('loan', 'demand', 'increased')",101,30,0.77099,0.22901,3,0
"('cleveland', 'st', 'louis')",134,23,0.8535,0.1465,6,0
"('kansas', 'city', 'atlanta')",38,11,0.77551,0.22449,3,0
"('loan', 'demand', 'continued')",40,8,0.83333,0.16667,5,0
"('demand', 'continued', 'to')",111,36,0.7551,0.2449,3,0
"('slowed', 'in', 'atlanta')",42,15,0.73684,0.26316,3,0
"('st', 'louis', 'cleveland')",38,4,0.90476,0.09524,9,0
"('louis', 'cleveland', 'and')",38,3,0.92683,0.07317,13,0
"('strong', 'in', 'chicago')",43,7,0.86,0.14,6,0
"('up', 'slightly', 'in')",82,30,0.73214,0.26786,3,0
"('in', 'atlanta', 'and')",145,36,0.8011,0.1989,4,0
"('and', 'slowing', 'in')",26,8,0.76471,0.23529,3,0
"('refinancing', 'continued', 'to')",28,9,0.75676,0.24324,3,0
"('to', 'increase', 'in')",93,29,0.7623,0.2377,3,0
"('increase', 'in', 'new')",66,11,0.85714,0.14286,6,0
"('and', 'richmond', 'while')",33,3,0.91667,0.08333,11,0
"('boston', 'and', 'chicago')",89,33,0.72951,0.27049,3,0
"('and', 'chicago', 'construction')",25,10,0.71429,0.28571,3,0
"('of', 'most', 'types')",24,3,0.88889,0.11111,8,0
"('at', 'higher', 'levels')",24,1,0.96,0.04,24,0
"('office', 'markets', 'in')",26,1,0.96296,0.03704,26,0
"('markets', 'in', 'atlanta')",24,3,0.88889,0.11111,8,0
"('is', 'difficult', 'to')",37,3,0.925,0.075,12,0
"('new', 'supply', 'is')",24,1,0.96,0.04,24,0
"('supply', 'is', 'expected')",24,1,0.96,0.04,24,0
"('expected', 'to', 'exceed')",49,1,0.98,0.02,49,0
"('residential', 'construction', 'and')",45,7,0.86538,0.13462,6,0
"('construction', 'and', 'sales')",36,4,0.9,0.1,9,0
"('noted', 'a', 'pick')",23,1,0.95833,0.04167,23,0
"('a', 'pick', 'up')",26,7,0.78788,0.21212,4,0
"('pick', 'up', 'in')",55,14,0.7971,0.2029,4,0
"('in', 'construction', 'and')",53,8,0.86885,0.13115,7,0
"('and', 'new', 'home')",60,16,0.78947,0.21053,4,0
"('new', 'home', 'sales')",176,58,0.75214,0.24786,3,0
"('home', 'sales', 'an')",23,1,0.95833,0.04167,23,0
"('demand', 'for', 'housing')",46,11,0.80702,0.19298,4,0
"('dallas', 'in', 'the')",23,1,0.95833,0.04167,23,0
"('starts', 'have', 'been')",23,1,0.95833,0.04167,23,0
"('have', 'been', 'flat')",42,15,0.73684,0.26316,3,0
"('been', 'flat', 'to')",30,7,0.81081,0.18919,4,0
"('is', 'said', 'to')",40,9,0.81633,0.18367,4,0
"('to', 'be', 'down')",57,6,0.90476,0.09524,9,0
"('down', 'from', 'last')",29,11,0.725,0.275,3,0
"('from', 'last', 'years')",51,4,0.92727,0.07273,13,0
"('last', 'years', 'levels')",98,26,0.79032,0.20968,4,0
"('st', 'louis', 'while')",39,2,0.95122,0.04878,20,0
"('is', 'characterized', 'as')",29,1,0.96667,0.03333,29,0
"('generally', 'strong', 'in')",29,7,0.80556,0.19444,4,0
"('san', 'francisco', 'commercial')",45,11,0.80357,0.19643,4,0
"('manufacturing', 'activity', 'continued')",85,23,0.78704,0.21296,4,0
"('in', 'many', 'parts')",64,17,0.79012,0.20988,4,0
"('many', 'parts', 'of')",71,17,0.80682,0.19318,4,0
"('capacity', 'in', 'the')",42,9,0.82353,0.17647,5,0
"('kansas', 'city', 'chicago')",60,17,0.77922,0.22078,4,0
"('manufacturers', 'in', 'san')",22,7,0.75862,0.24138,3,0
"('addition', 'to', 'the')",21,2,0.91304,0.08696,10,0
"('to', 'the', 'strong')",44,3,0.93617,0.06383,15,0
"('the', 'strong', 'growth')",23,9,0.71875,0.28125,3,0
"('in', 'aircraft', 'and')",24,6,0.8,0.2,4,0
"('aircraft', 'and', 'hightech')",20,3,0.86957,0.13043,7,0
"('production', 'and', 'delivery')",20,3,0.86957,0.13043,7,0
"('that', 'growth', 'in')",57,11,0.83824,0.16176,5,0
"('shipments', 'increased', 'in')",22,1,0.95652,0.04348,22,0
"('sectors', 'and', 'new')",20,1,0.95238,0.04762,20,0
"('improvement', 'in', 'the')",109,27,0.80147,0.19853,4,0
