NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('steeper',)",4,21,0.16,0.84,0,5
"('neutral',)",2,7,0.22222,0.77778,0,4
"('flattodown',)",9,36,0.2,0.8,0,4
"('telecommunication',)",15,42,0.26316,0.73684,0,3
"('frost',)",22,56,0.28205,0.71795,0,3
"('taut',)",12,31,0.27907,0.72093,0,3
"('deteriorating',)",22,76,0.22449,0.77551,0,3
"('responsible',)",12,31,0.27907,0.72093,0,3
"('pulling',)",6,60,0.09091,0.90909,0,10
"('subsided',)",12,71,0.14458,0.85542,0,6
"('38',)",7,24,0.22581,0.77419,0,3
"('orchards',)",1,19,0.05,0.95,0,19
"('crunch',)",2,18,0.1,0.9,0,9
"('quantities',)",3,17,0.15,0.85,0,6
"('rebates',)",5,39,0.11364,0.88636,0,8
"('clearly',)",1,7,0.125,0.875,0,7
"('snap',)",5,42,0.10638,0.89362,0,8
"('war',)",3,41,0.06818,0.93182,0,14
"('failing',)",5,20,0.2,0.8,0,4
"('borrower',)",4,25,0.13793,0.86207,0,6
"('solvency',)",1,20,0.04762,0.95238,0,20
"('citrus',)",25,78,0.24272,0.75728,0,3
"('exist',)",5,19,0.20833,0.79167,0,4
"('tallied',)",3,18,0.14286,0.85714,0,6
"('explanations',)",2,18,0.1,0.9,0,9
"('huge',)",6,33,0.15385,0.84615,0,5
"('oilrelated',)",5,16,0.2381,0.7619,0,3
"('discounted',)",7,51,0.12069,0.87931,0,7
"('abovenormal',)",5,26,0.16129,0.83871,0,5
"('liquidated',)",3,21,0.125,0.875,0,7
"('withdrawn',)",1,45,0.02174,0.97826,0,45
"('outnumbered',)",7,21,0.25,0.75,0,3
"('lengthen',)",2,19,0.09524,0.90476,0,9
"('probability',)",1,17,0.05556,0.94444,0,17
"('contingent',)",5,22,0.18519,0.81481,0,4
"('slackened',)",11,37,0.22917,0.77083,0,3
"('control',)",14,38,0.26923,0.73077,0,3
"('worthiness',)",1,16,0.05882,0.94118,0,16
"('sportutility',)",1,6,0.14286,0.85714,0,6
"('fasterthanexpected',)",2,5,0.28571,0.71429,0,3
"('plagued',)",2,19,0.09524,0.90476,0,9
"('y2k',)",18,165,0.09836,0.90164,0,9
"('paring',)",1,53,0.01852,0.98148,0,53
"('toll',)",2,17,0.10526,0.89474,0,9
"('unseasonable',)",6,40,0.13043,0.86957,0,7
"('peaking',)",4,15,0.21053,0.78947,0,4
"('highlight',)",6,16,0.27273,0.72727,0,3
"('consensus',)",7,33,0.175,0.825,0,5
"('sound',)",3,40,0.06977,0.93023,0,13
"('saturation',)",4,12,0.25,0.75,0,3
"('complaints',)",1,23,0.04167,0.95833,0,23
"('announcing',)",3,11,0.21429,0.78571,0,4
"('classes',)",4,16,0.2,0.8,0,4
"('employer',)",14,35,0.28571,0.71429,0,3
"('batteries',)",2,37,0.05128,0.94872,0,19
"('stockpiling',)",1,58,0.01695,0.98305,0,58
"('drawn',)",5,13,0.27778,0.72222,0,3
"('bargains',)",2,8,0.2,0.8,0,4
"('resurgent',)",1,3,0.25,0.75,0,3
"('noticing',)",1,3,0.25,0.75,0,3
"('minor',)",19,51,0.27143,0.72857,0,3
"('stimulated',)",19,48,0.28358,0.71642,0,3
"('released',)",12,34,0.26087,0.73913,0,3
"('event',)",5,28,0.15152,0.84848,0,6
"('drugs',)",8,25,0.24242,0.75758,0,3
"('lawyers',)",4,23,0.14815,0.85185,0,6
"('fraction',)",12,37,0.2449,0.7551,0,3
"('coverage',)",17,53,0.24286,0.75714,0,3
"('ads',)",2,20,0.09091,0.90909,0,10
"('nurses',)",23,114,0.16788,0.83212,0,5
"('cereal',)",2,15,0.11765,0.88235,0,7
"('looks',)",6,18,0.25,0.75,0,3
"('always',)",2,15,0.11765,0.88235,0,7
"('follow',)",8,23,0.25806,0.74194,0,3
"('buildable',)",2,13,0.13333,0.86667,0,7
"('contracting',)",11,29,0.275,0.725,0,3
"('foods',)",5,18,0.21739,0.78261,0,4
"('intent',)",3,8,0.27273,0.72727,0,3
"('attained',)",1,9,0.1,0.9,0,9
"('stockbuilding',)",2,6,0.25,0.75,0,3
"('dryness',)",4,14,0.22222,0.77778,0,4
"('hinder',)",4,16,0.2,0.8,0,4
"('intentions',)",4,16,0.2,0.8,0,4
"('refrain',)",2,12,0.14286,0.85714,0,6
"('competitively',)",1,15,0.0625,0.9375,0,15
"('intensify',)",6,15,0.28571,0.71429,0,3
"('wallboard',)",10,33,0.23256,0.76744,0,3
"('stream',)",2,10,0.16667,0.83333,0,5
"('frenzied',)",3,8,0.27273,0.72727,0,3
"('laborsaving',)",1,24,0.04,0.96,0,24
"('halted',)",9,26,0.25714,0.74286,0,3
"('hauling',)",9,42,0.17647,0.82353,0,5
"('impeded',)",7,23,0.23333,0.76667,0,3
"('abandoned',)",3,14,0.17647,0.82353,0,5
"('higherthannormal',)",3,18,0.14286,0.85714,0,6
"('unmet',)",1,12,0.07692,0.92308,0,12
"('startups',)",3,12,0.2,0.8,0,4
"('relied',)",4,14,0.22222,0.77778,0,4
"('counter',)",1,14,0.06667,0.93333,0,14
"('consider',)",5,16,0.2381,0.7619,0,3
"('implementing',)",10,29,0.25641,0.74359,0,3
"('burdens',)",6,16,0.27273,0.72727,0,3
"('tire',)",2,14,0.125,0.875,0,7
"('demonstrated',)",1,9,0.1,0.9,0,9
"('vigor',)",3,9,0.25,0.75,0,3
"('skyrocketing',)",1,6,0.14286,0.85714,0,6
"('smallerthanexpected',)",1,18,0.05263,0.94737,0,18
"('harvested',)",12,45,0.21053,0.78947,0,4
"('octobers',)",1,19,0.05,0.95,0,19
"('freed',)",1,16,0.05882,0.94118,0,16
"('favorably',)",2,12,0.14286,0.85714,0,6
"('downsizing',)",14,35,0.28571,0.71429,0,3
"('shrank',)",3,14,0.17647,0.82353,0,5
"('discourage',)",4,23,0.14815,0.85185,0,6
"('retrenchment',)",4,11,0.26667,0.73333,0,3
"('2001',)",42,143,0.22703,0.77297,0,3
"('finances',)",6,20,0.23077,0.76923,0,3
"('nonperforming',)",11,44,0.2,0.8,0,4
"('pasturage',)",8,31,0.20513,0.79487,0,4
"('replant',)",3,17,0.15,0.85,0,6
"('intend',)",9,29,0.23684,0.76316,0,3
"('substitute',)",2,18,0.1,0.9,0,9
"('consolidate',)",2,18,0.1,0.9,0,9
"('stagnant',)",20,57,0.25974,0.74026,0,3
"('indefinitely',)",1,15,0.0625,0.9375,0,15
"('midpriced',)",14,42,0.25,0.75,0,3
"('persisting',)",1,13,0.07143,0.92857,0,13
"('shrink',)",2,15,0.11765,0.88235,0,7
"('nonenergy',)",3,26,0.10345,0.89655,0,9
"('hardest',)",4,11,0.26667,0.73333,0,3
"('elusive',)",1,11,0.08333,0.91667,0,11
"('breaks',)",1,9,0.1,0.9,0,9
"('bag',)",2,6,0.25,0.75,0,3
"('lately',)",1,5,0.16667,0.83333,0,5
"('summarized',)",3,8,0.27273,0.72727,0,3
"('consequences',)",1,16,0.05882,0.94118,0,16
"('nonexistent',)",10,44,0.18519,0.81481,0,4
"('favoring',)",2,13,0.13333,0.86667,0,7
"('mineral',)",5,13,0.27778,0.72222,0,3
"('pest',)",1,14,0.06667,0.93333,0,14
"('burden',)",6,33,0.15385,0.84615,0,5
"('remove',)",2,17,0.10526,0.89474,0,9
"('looser',)",6,19,0.24,0.76,0,3
"('contain',)",5,24,0.17241,0.82759,0,5
"('reevaluate',)",3,17,0.15,0.85,0,6
"('parking',)",1,18,0.05263,0.94737,0,18
"('credits',)",2,25,0.07407,0.92593,0,13
"('curtailed',)",8,20,0.28571,0.71429,0,3
"('bidders',)",1,15,0.0625,0.9375,0,15
"('swing',)",4,11,0.26667,0.73333,0,3
"('opting',)",6,15,0.28571,0.71429,0,3
"('furloughs',)",5,17,0.22727,0.77273,0,3
"('pervasive',)",4,10,0.28571,0.71429,0,3
"('principally',)",1,9,0.1,0.9,0,9
"('belt',)",1,18,0.05263,0.94737,0,18
"('portions',)",32,105,0.23358,0.76642,0,3
"('erode',)",4,11,0.26667,0.73333,0,3
"('calling',)",2,9,0.18182,0.81818,0,4
"('negotiated',)",5,26,0.16129,0.83871,0,5
"('intensive',)",2,5,0.28571,0.71429,0,3
"('resourcebased',)",1,12,0.07692,0.92308,0,12
"('pessimism',)",4,14,0.22222,0.77778,0,4
"('immediately',)",3,9,0.25,0.75,0,3
"('shortrun',)",2,6,0.25,0.75,0,3
"('interrupted',)",4,12,0.25,0.75,0,3
"('fundamental',)",2,6,0.25,0.75,0,3
"('actually',)",8,23,0.25806,0.74194,0,3
"('tragedy',)",1,3,0.25,0.75,0,3
"('longerrun',)",1,3,0.25,0.75,0,3
"('evenly',)",11,29,0.275,0.725,0,3
"('bottoming',)",6,23,0.2069,0.7931,0,4
"('plus',)",11,28,0.28205,0.71795,0,3
"('twoyear',)",4,27,0.12903,0.87097,0,7
"('dominates',)",1,17,0.05556,0.94444,0,17
"('spell',)",7,21,0.25,0.75,0,3
"('passage',)",6,19,0.24,0.76,0,3
"('universally',)",1,21,0.04545,0.95455,0,21
"('exacerbated',)",4,20,0.16667,0.83333,0,5
"('entering',)",8,20,0.28571,0.71429,0,3
"('auditing',)",1,25,0.03846,0.96154,0,25
"('storm',)",30,82,0.26786,0.73214,0,3
"('commenting',)",7,22,0.24138,0.75862,0,3
"('homepurchase',)",1,5,0.16667,0.83333,0,5
"('stage',)",1,5,0.16667,0.83333,0,5
"('lengthy',)",2,5,0.28571,0.71429,0,3
"('dwindle',)",1,3,0.25,0.75,0,3
"('defaults',)",11,41,0.21154,0.78846,0,4
"('epa',)",1,12,0.07692,0.92308,0,12
"('corner',)",2,12,0.14286,0.85714,0,6
"('carerelated',)",2,9,0.18182,0.81818,0,4
"('spikes',)",3,26,0.10345,0.89655,0,9
"('separately',)",7,27,0.20588,0.79412,0,4
"('pastdue',)",1,17,0.05556,0.94444,0,17
"('insurers',)",2,18,0.1,0.9,0,9
"('developable',)",1,13,0.07143,0.92857,0,13
"('inhibiting',)",5,15,0.25,0.75,0,3
"('overwhelming',)",2,13,0.13333,0.86667,0,7
"('longshoremens',)",1,7,0.125,0.875,0,7
"('tapering',)",4,10,0.28571,0.71429,0,3
"('begins',)",8,40,0.16667,0.83333,0,5
"('observing',)",4,24,0.14286,0.85714,0,6
"('shorten',)",1,20,0.04762,0.95238,0,20
"('leaner',)",3,16,0.15789,0.84211,0,5
"('duration',)",3,13,0.1875,0.8125,0,4
"('attitudes',)",1,12,0.07692,0.92308,0,12
"('bountiful',)",2,6,0.25,0.75,0,3
"('wireless',)",2,9,0.18182,0.81818,0,4
"('novembers',)",1,9,0.1,0.9,0,9
"('intending',)",2,9,0.18182,0.81818,0,4
"('los',)",5,15,0.25,0.75,0,3
"('angeles',)",5,15,0.25,0.75,0,3
"('residences',)",3,8,0.27273,0.72727,0,3
"('lifting',)",3,9,0.25,0.75,0,3
"('observations',)",2,6,0.25,0.75,0,3
"('determining',)",1,7,0.125,0.875,0,7
"('biomedical',)",1,5,0.16667,0.83333,0,5
"('geopolitical',)",8,34,0.19048,0.80952,0,4
"('perceptions',)",1,17,0.05556,0.94444,0,17
"('trained',)",7,19,0.26923,0.73077,0,3
"('timely',)",5,20,0.2,0.8,0,4
"('lightvehicle',)",1,15,0.0625,0.9375,0,15
"('375',)",2,13,0.13333,0.86667,0,7
"('pump',)",2,12,0.14286,0.85714,0,6
"('decisionmakers',)",1,11,0.08333,0.91667,0,11
"('woes',)",2,7,0.22222,0.77778,0,4
"('valentines',)",3,8,0.27273,0.72727,0,3
"('rocky',)",4,10,0.28571,0.71429,0,3
"('sars',)",6,18,0.25,0.75,0,3
"('hints',)",1,16,0.05882,0.94118,0,16
"('tree',)",6,17,0.26087,0.73913,0,3
"('faltering',)",1,8,0.11111,0.88889,0,8
"('environments',)",1,7,0.125,0.875,0,7
"('notch',)",1,3,0.25,0.75,0,3
"('nascent',)",1,5,0.16667,0.83333,0,5
"('expertise',)",1,4,0.2,0.8,0,4
"('wanted',)",1,7,0.125,0.875,0,7
"('damaging',)",2,6,0.25,0.75,0,3
"('isabel',)",3,9,0.25,0.75,0,3
"('hesitation',)",1,4,0.2,0.8,0,4
"('fee',)",1,3,0.25,0.75,0,3
"('midatlantic',)",3,8,0.27273,0.72727,0,3
"('shortlived',)",1,4,0.2,0.8,0,4
"('outages',)",4,22,0.15385,0.84615,0,5
"('suit',)",1,3,0.25,0.75,0,3
"('gypsum',)",6,16,0.27273,0.72727,0,3
"('liquid',)",8,22,0.26667,0.73333,0,3
"('certificates',)",3,17,0.15,0.85,0,6
"('authority',)",6,19,0.24,0.76,0,3
"('sometimes',)",2,12,0.14286,0.85714,0,6
"('outbound',)",1,4,0.2,0.8,0,4
"('skepticism',)",1,3,0.25,0.75,0,3
"('threaten',)",1,6,0.14286,0.85714,0,6
"('protect',)",1,3,0.25,0.75,0,3
"('proved',)",1,3,0.25,0.75,0,3
"('fatigue',)",1,3,0.25,0.75,0,3
"('hurricaneaffected',)",2,6,0.25,0.75,0,3
"('relocated',)",2,5,0.28571,0.71429,0,3
"('inspections',)",2,6,0.25,0.75,0,3
"('retarding',)",1,3,0.25,0.75,0,3
"('inputprice',)",1,3,0.25,0.75,0,3
"('regarded',)",1,4,0.2,0.8,0,4
"('controlled',)",2,5,0.28571,0.71429,0,3
"('fuelcost',)",1,3,0.25,0.75,0,3
"('heated',)",3,9,0.25,0.75,0,3
"('default',)",3,8,0.27273,0.72727,0,3
"('cancellation',)",3,11,0.21429,0.78571,0,4
"('hardhit',)",1,3,0.25,0.75,0,3
"('canadians',)",2,8,0.2,0.8,0,4
"('smallparcel',)",1,5,0.16667,0.83333,0,5
"('correction',)",1,3,0.25,0.75,0,3
"('concentrations',)",1,3,0.25,0.75,0,3
"('higherthanusual',)",2,5,0.28571,0.71429,0,3
"('curb',)",1,3,0.25,0.75,0,3
"('crane',)",1,3,0.25,0.75,0,3
"('observers',)",1,3,0.25,0.75,0,3
"('midprice',)",4,13,0.23529,0.76471,0,3
"('impediments',)",1,3,0.25,0.75,0,3
"('concentrating',)",1,3,0.25,0.75,0,3
"('traveled',)",1,3,0.25,0.75,0,3
"('bolstering',)",2,8,0.2,0.8,0,4
"('culled',)",1,5,0.16667,0.83333,0,5
"('ike',)",1,11,0.08333,0.91667,0,11
"('steps',)",1,4,0.2,0.8,0,4
"('withdrawals',)",3,9,0.25,0.75,0,3
"('interbank',)",1,6,0.14286,0.85714,0,6
"('minimumwage',)",1,3,0.25,0.75,0,3
"('assessed',)",1,6,0.14286,0.85714,0,6
"('depository',)",2,5,0.28571,0.71429,0,3
"('instituted',)",1,9,0.1,0.9,0,9
"('reality',)",1,4,0.2,0.8,0,4
"('automotiverelated',)",1,3,0.25,0.75,0,3
"('calving',)",2,5,0.28571,0.71429,0,3
"('fifteen',)",1,3,0.25,0.75,0,3
"('erosion',)",2,7,0.22222,0.77778,0,4
"('deferred',)",2,8,0.2,0.8,0,4
"('occasionally',)",1,7,0.125,0.875,0,7
"('valuebased',)",1,3,0.25,0.75,0,3
"('centered',)",1,3,0.25,0.75,0,3
"('miners',)",1,4,0.2,0.8,0,4
"('encouragement',)",1,3,0.25,0.75,0,3
"('chesapeake',)",1,5,0.16667,0.83333,0,5
"('proportionately',)",1,3,0.25,0.75,0,3
"('extension',)",1,6,0.14286,0.85714,0,6
"('yeartoyear',)",1,4,0.2,0.8,0,4
"('handful',)",2,5,0.28571,0.71429,0,3
"('saturday',)",1,4,0.2,0.8,0,4
"('cameras',)",1,3,0.25,0.75,0,3
"('forecasting',)",2,6,0.25,0.75,0,3
"('choppy',)",1,5,0.16667,0.83333,0,5
"('07',)",1,3,0.25,0.75,0,3
"('reasonable',)",1,3,0.25,0.75,0,3
"('earthquake',)",2,5,0.28571,0.71429,0,3
"('contingency',)",1,4,0.2,0.8,0,4
"('selection',)",1,4,0.2,0.8,0,4
"('occurs',)",1,7,0.125,0.875,0,7
"('reimaging',)",1,3,0.25,0.75,0,3
"('administrator',)",1,3,0.25,0.75,0,3
"('tornado',)",1,3,0.25,0.75,0,3
"('temptohire',)",1,3,0.25,0.75,0,3
"('televisions',)",1,3,0.25,0.75,0,3
"('ceiling',)",1,4,0.2,0.8,0,4
"('printers',)",1,3,0.25,0.75,0,3
"('recurring',)",1,3,0.25,0.75,0,3
"('wool',)",1,3,0.25,0.75,0,3
"('diverse',)",2,5,0.28571,0.71429,0,3
"('mined',)",1,3,0.25,0.75,0,3
"('monday',)",2,5,0.28571,0.71429,0,3
"('settled',)",1,4,0.2,0.8,0,4
"('rounds',)",3,8,0.27273,0.72727,0,3
"('shortened',)",2,5,0.28571,0.71429,0,3
"('unwillingness',)",1,3,0.25,0.75,0,3
"('subsequently',)",1,3,0.25,0.75,0,3
"('approached',)",1,4,0.2,0.8,0,4
"('him',)",1,3,0.25,0.75,0,3
"('mature',)",1,3,0.25,0.75,0,3
"('obsolete',)",1,4,0.2,0.8,0,4
"('titanium',)",1,3,0.25,0.75,0,3
"('definitely',)",1,5,0.16667,0.83333,0,5
"('hartfords',)",1,3,0.25,0.75,0,3
"('locate',)",1,3,0.25,0.75,0,3
"('salt',)",1,6,0.14286,0.85714,0,6
"('atypically',)",1,3,0.25,0.75,0,3
"('perception',)",1,4,0.2,0.8,0,4
"('switched',)",1,3,0.25,0.75,0,3
"('undertaken',)",1,4,0.2,0.8,0,4
"('auditrelated',)",1,3,0.25,0.75,0,3
"('sandys',)",2,5,0.28571,0.71429,0,3
"('stormrelated',)",1,5,0.16667,0.83333,0,5
"('bridges',)",1,3,0.25,0.75,0,3
"('revise',)",1,3,0.25,0.75,0,3
"('macroeconomy',)",1,4,0.2,0.8,0,4
"('highyield',)",1,3,0.25,0.75,0,3
"('coping',)",1,3,0.25,0.75,0,3
"('harrisburg',)",2,5,0.28571,0.71429,0,3
"('anchored',)",1,3,0.25,0.75,0,3
"('propane',)",1,9,0.1,0.9,0,9
"('overshadowed',)",1,3,0.25,0.75,0,3
"('ranchland',)",2,5,0.28571,0.71429,0,3
"('almonds',)",1,5,0.16667,0.83333,0,5
"('twin',)",1,5,0.16667,0.83333,0,5
