NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('sales',)",9354,4776,0.662,0.338,2,1
"('other',)",1891,1302,0.59223,0.40777,1,1
"('had',)",1927,1229,0.61058,0.38942,2,1
"('manufacturers',)",2016,1006,0.66711,0.33289,2,0
"('there',)",1420,879,0.61766,0.38234,2,1
"('or',)",3483,2040,0.63064,0.36936,2,1
"('change',)",846,340,0.71332,0.28668,2,0
"('little',)",1512,708,0.68108,0.31892,2,0
"('harvest',)",290,87,0.76923,0.23077,3,0
"('continue',)",941,477,0.66361,0.33639,2,1
"('costs',)",2204,1690,0.566,0.434,1,1
"('declines',)",841,450,0.65143,0.34857,2,1
"('were',)",12760,6991,0.64604,0.35396,2,1
"('output',)",516,249,0.67451,0.32549,2,0
"('areas',)",1724,919,0.65229,0.34771,2,1
"('levels',)",3357,1795,0.65159,0.34841,2,1
"('along',)",367,181,0.66971,0.33029,2,0
"('midwest',)",99,63,0.61111,0.38889,2,1
"('no',)",775,480,0.61753,0.38247,2,1
"('an',)",2563,1182,0.68438,0.31562,2,0
"('services',)",3200,1788,0.64154,0.35846,2,1
"('sharp',)",311,82,0.79135,0.20865,4,0
"('year',)",4307,1857,0.69873,0.30127,2,0
"('pattern',)",100,28,0.78125,0.21875,4,0
"('be',)",2754,1441,0.6565,0.3435,2,1
"('was',)",7853,4072,0.65853,0.34147,2,1
"('lists',)",41,51,0.44565,0.55435,1,1
"('remain',)",1107,520,0.68039,0.31961,2,0
"('experienced',)",469,255,0.64779,0.35221,2,1
"('material',)",254,66,0.79375,0.20625,4,0
"('finished',)",366,133,0.73347,0.26653,3,0
"('demand',)",8173,4555,0.64213,0.35787,2,1
"('overall',)",2525,1256,0.66781,0.33219,2,0
"('corn',)",738,389,0.65484,0.34516,2,1
"('lower',)",1405,844,0.62472,0.37528,2,1
"('somewhat',)",1072,651,0.62217,0.37783,2,1
"('retail',)",2731,1448,0.65351,0.34649,2,1
"('pay',)",254,162,0.61058,0.38942,2,1
"('ago',)",1175,547,0.68235,0.31765,2,0
"('appear',)",170,141,0.54662,0.45338,1,1
"('entrylevel',)",226,107,0.67868,0.32132,2,0
"('identifies',)",38,0,1.0,0.0,0,0
"('apparently',)",63,39,0.61765,0.38235,2,1
"('although',)",2407,1175,0.67197,0.32803,2,0
"('slowing',)",519,497,0.51083,0.48917,1,1
"('note',)",554,473,0.53944,0.46056,1,1
"('remained',)",4759,2448,0.66033,0.33967,2,1
"('percent',)",2713,973,0.73603,0.26397,3,0
"('only',)",899,461,0.66103,0.33897,2,1
"('energy',)",1917,1444,0.57037,0.42963,1,1
"('categories',)",534,164,0.76504,0.23496,3,0
"('increase',)",2622,1332,0.66313,0.33687,2,1
"('grow',)",371,131,0.73904,0.26096,3,0
"('higher',)",2545,1421,0.6417,0.3583,2,1
"('tight',)",881,619,0.58733,0.41267,1,1
"('problem',)",98,72,0.57647,0.42353,1,1
"('according',)",1029,432,0.70431,0.29569,2,0
"('moderate',)",1605,753,0.68066,0.31934,2,0
"('residential',)",2286,1211,0.6537,0.3463,2,1
"('relates',)",33,9,0.78571,0.21429,4,0
"('end',)",476,170,0.73684,0.26316,3,0
"('financial',)",967,444,0.68533,0.31467,2,0
"('loan',)",2357,1313,0.64223,0.35777,2,1
"('reported',)",13475,7763,0.63448,0.36552,2,1
"('mixed',)",2328,1389,0.62631,0.37369,2,1
"('crop',)",1199,661,0.64462,0.35538,2,1
"('several',)",2350,1223,0.65771,0.34229,2,1
"('losses',)",160,63,0.71749,0.28251,3,0
"('conditions',)",3142,1779,0.63849,0.36151,2,1
"('skilled',)",797,442,0.64326,0.35674,2,1
"('oil',)",1511,940,0.61648,0.38352,2,1
"('contacts',)",7337,3198,0.69644,0.30356,2,0
"('effects',)",143,156,0.47826,0.52174,1,1
"('rising',)",1554,1023,0.60303,0.39697,2,1
"('shortage',)",309,260,0.54306,0.45694,1,1
"('northeast',)",54,16,0.77143,0.22857,3,0
"('continued',)",5466,2981,0.64709,0.35291,2,1
"('consumer',)",2524,1517,0.6246,0.3754,2,1
"('merchandise',)",205,77,0.72695,0.27305,3,0
"('retailers',)",1508,926,0.61956,0.38044,2,1
"('less',)",624,220,0.73934,0.26066,3,0
"('decline',)",1129,569,0.6649,0.3351,2,1
"('beef',)",186,118,0.61184,0.38816,2,1
"('milk',)",173,51,0.77232,0.22768,3,0
"('feed',)",251,97,0.72126,0.27874,3,0
"('significant',)",672,197,0.7733,0.2267,3,0
"('anticipated',)",288,166,0.63436,0.36564,2,1
"('improvement',)",855,340,0.71548,0.28452,3,0
"('substantial',)",200,61,0.76628,0.23372,3,0
"('north',)",500,208,0.70621,0.29379,2,0
"('drought',)",443,227,0.66119,0.33881,2,1
"('delayed',)",183,92,0.66545,0.33455,2,1
"('planting',)",263,141,0.65099,0.34901,2,1
"('good',)",787,594,0.56988,0.43012,1,1
"('due',)",1331,593,0.69179,0.30821,2,0
"('rain',)",128,61,0.67725,0.32275,2,0
"('cotton',)",403,265,0.60329,0.39671,2,1
"('1996',)",52,43,0.54737,0.45263,1,1
"('below',)",595,388,0.60529,0.39471,2,1
"('early',)",846,435,0.66042,0.33958,2,1
"('expect',)",1062,483,0.68738,0.31262,2,0
"('robust',)",750,453,0.62344,0.37656,2,1
"('apparent',)",82,46,0.64062,0.35938,2,1
"('competition',)",647,544,0.54324,0.45676,1,1
"('general',)",704,416,0.62857,0.37143,2,1
"('indicates',)",166,92,0.64341,0.35659,2,1
"('similarly',)",143,60,0.70443,0.29557,2,0
"('east',)",90,89,0.50279,0.49721,1,1
"('affected',)",309,141,0.68667,0.31333,2,0
"('majority',)",524,226,0.69867,0.30133,2,0
"('employment',)",1565,844,0.64965,0.35035,2,1
"('reportedly',)",593,331,0.64177,0.35823,2,1
"('half',)",484,267,0.64447,0.35553,2,1
"('slow',)",656,255,0.72009,0.27991,3,0
"('stable',)",1358,725,0.65194,0.34806,2,1
"('stronger',)",662,313,0.67897,0.32103,2,0
"('number',)",1091,646,0.62809,0.37191,2,1
"('production',)",2532,1432,0.63875,0.36125,2,1
"('still',)",693,517,0.57273,0.42727,1,1
"('southeast',)",37,76,0.32743,0.67257,0,2
"('slowed',)",1162,520,0.69084,0.30916,2,0
"('rest',)",136,44,0.75556,0.24444,3,0
"('august',)",491,219,0.69155,0.30845,2,0
"('real',)",3597,1860,0.65915,0.34085,2,1
"('estate',)",3690,1903,0.65975,0.34025,2,1
"('slackening',)",61,13,0.82432,0.17568,5,0
"('commercial',)",3783,2189,0.63346,0.36654,2,1
"('last',)",2832,1368,0.67429,0.32571,2,0
"('return',)",1002,568,0.63822,0.36178,2,1
"('top',)",895,554,0.61767,0.38233,2,1
"('at',)",5016,2768,0.6444,0.3556,2,1
"('indications',)",61,62,0.49593,0.50407,1,1
"('october',)",456,219,0.67556,0.32444,2,0
"('continues',)",363,237,0.605,0.395,2,1
"('contrast',)",962,512,0.65265,0.34735,2,1
"('proliferation',)",23,0,1.0,0.0,0,0
"('limited',)",613,305,0.66776,0.33224,2,0
"('chemicals',)",167,48,0.77674,0.22326,3,0
"('selling',)",546,358,0.60398,0.39602,2,1
"('flat',)",2001,1021,0.66214,0.33786,2,1
"('cost',)",575,417,0.57964,0.42036,1,1
"('industrial',)",1547,677,0.69559,0.30441,2,0
"('surveyed',)",78,24,0.76471,0.23529,3,0
"('contacted',)",124,41,0.75152,0.24848,3,0
"('any',)",264,93,0.7395,0.2605,3,0
"('electronics',)",225,133,0.62849,0.37151,2,1
"('atlantas',)",48,3,0.94118,0.05882,16,0
"('unable',)",141,74,0.65581,0.34419,2,1
"('pass',)",194,141,0.5791,0.4209,1,1
"('them',)",221,180,0.55112,0.44888,1,1
"('recent',)",1869,1182,0.61259,0.38741,2,1
"('hikes',)",53,65,0.44915,0.55085,1,1
"('scattered',)",336,166,0.66932,0.33068,2,0
"('small',)",662,271,0.70954,0.29046,2,0
"('beige',)",486,223,0.68547,0.31453,2,0
"('book',)",482,222,0.68466,0.31534,2,0
"('specific',)",139,67,0.67476,0.32524,2,0
"('exceptions',)",189,98,0.65854,0.34146,2,1
"('low',)",2021,910,0.68953,0.31047,2,0
"('include',)",76,48,0.6129,0.3871,2,1
"('held',)",648,319,0.67011,0.32989,2,0
"('those',)",560,331,0.62851,0.37149,2,1
"('rose',)",1370,594,0.69756,0.30244,2,0
"('slower',)",592,370,0.61538,0.38462,2,1
"('gains',)",941,399,0.70224,0.29776,2,0
"('favorable',)",484,336,0.59024,0.40976,1,1
"('however',)",2532,1520,0.62488,0.37512,2,1
"('country',)",445,245,0.64493,0.35507,2,1
"('evident',)",64,28,0.69565,0.30435,2,0
"('specialties',)",23,0,1.0,0.0,0,0
"('sees',)",45,83,0.35156,0.64844,1,2
"('lowunemployment',)",19,0,1.0,0.0,0,0
"('expectations',)",929,461,0.66835,0.33165,2,0
"('next',)",833,280,0.74843,0.25157,3,0
"('six',)",735,233,0.7593,0.2407,3,0
"('months',)",1830,841,0.68514,0.31486,2,0
"('concentrated',)",96,31,0.75591,0.24409,3,0
"('scale',)",42,24,0.63636,0.36364,2,1
"('may',)",742,382,0.66014,0.33986,2,1
"('intensifying',)",40,24,0.625,0.375,2,1
"('leading',)",172,85,0.66926,0.33074,2,0
"('points',)",62,32,0.65957,0.34043,2,1
"('added',)",218,41,0.8417,0.1583,5,0
"('existing',)",567,254,0.69062,0.30938,2,0
"('tightest',)",23,10,0.69697,0.30303,2,0
"('compensation',)",266,206,0.56356,0.43644,1,1
"('improved',)",1360,612,0.68966,0.31034,2,0
"('spending',)",2162,1039,0.67541,0.32459,2,0
"('cuts',)",147,47,0.75773,0.24227,3,0
"('normal',)",282,127,0.68949,0.31051,2,0
"('spread',)",56,14,0.8,0.2,4,0
"('geographically',)",23,5,0.82143,0.17857,5,0
"('terms',)",127,80,0.61353,0.38647,2,1
"('occupations',)",256,113,0.69377,0.30623,2,0
"('ranges',)",35,18,0.66038,0.33962,2,1
"('skill',)",75,43,0.63559,0.36441,2,1
"('quiescent',)",18,15,0.54545,0.45455,1,1
"('couple',)",104,42,0.71233,0.28767,2,0
"('frozen',)",41,5,0.8913,0.1087,8,0
"('granting',)",20,0,1.0,0.0,0,0
"('2',)",202,60,0.77099,0.22901,3,0
"('4',)",157,54,0.74408,0.25592,3,0
"('bonuses',)",137,103,0.57083,0.42917,1,1
"('wall',)",20,19,0.51282,0.48718,1,1
"('street',)",46,25,0.64789,0.35211,2,1
"('difficulties',)",221,107,0.67378,0.32622,2,0
"('it',)",846,501,0.62806,0.37194,2,1
"('acute',)",28,19,0.59574,0.40426,1,1
"('clerical',)",53,35,0.60227,0.39773,2,1
"('systematically',)",18,0,1.0,0.0,0,0
"('emerged',)",44,4,0.91667,0.08333,11,0
"('both',)",1184,644,0.6477,0.3523,2,1
"('also',)",2609,1383,0.65356,0.34644,2,1
"('including',)",549,325,0.62815,0.37185,2,1
"('constitute',)",19,1,0.95,0.05,19,0
"('constraint',)",27,11,0.71053,0.28947,2,0
"('common',)",73,15,0.82955,0.17045,5,0
"('employers',)",424,192,0.68831,0.31169,2,0
"('difficulty',)",398,269,0.5967,0.4033,1,1
"('finding',)",463,227,0.67101,0.32899,2,0
"('qualified',)",321,211,0.60338,0.39662,2,1
"('exception',)",330,189,0.63584,0.36416,2,1
"('availability',)",304,168,0.64407,0.35593,2,1
"('sources',)",97,66,0.59509,0.40491,1,1
"('acceleration',)",112,123,0.4766,0.5234,1,1
"('job',)",490,211,0.699,0.301,2,0
"('full',)",267,177,0.60135,0.39865,2,1
"('southwest',)",23,2,0.92,0.08,12,0
"('institutions',)",191,90,0.67972,0.32028,2,0
"('credit',)",1885,1219,0.60728,0.39272,2,1
"('slightly',)",2840,1437,0.66402,0.33598,2,1
"('nonresidential',)",398,185,0.68268,0.31732,2,0
"('mortgage',)",887,410,0.68389,0.31611,2,0
"('loans',)",1913,1251,0.60461,0.39539,2,1
"('stability',)",36,9,0.8,0.2,4,0
"('delinquency',)",293,209,0.58367,0.41633,1,1
"('rates',)",2656,1393,0.65596,0.34404,2,1
"('banking',)",727,422,0.63272,0.36728,2,1
"('fierce',)",79,18,0.81443,0.18557,4,0
"('yearearlier',)",148,78,0.65487,0.34513,2,1
"('out',)",279,139,0.66746,0.33254,2,0
"('mining',)",476,272,0.63636,0.36364,2,1
"('forestry',)",19,4,0.82609,0.17391,5,0
"('natural',)",1365,782,0.63577,0.36423,2,1
"('resource',)",143,52,0.73333,0.26667,3,0
"('sectors',)",1133,580,0.66141,0.33859,2,1
"('offshore',)",82,23,0.78095,0.21905,4,0
"('rigs',)",226,139,0.61918,0.38082,2,1
"('drill',)",45,1,0.97826,0.02174,45,0
"('pipe',)",46,3,0.93878,0.06122,15,0
"('drilling',)",634,382,0.62402,0.37598,2,1
"('crews',)",49,34,0.59036,0.40964,1,1
"('capacity',)",781,387,0.66866,0.33134,2,0
"('available',)",258,131,0.66324,0.33676,2,1
"('anywhere',)",28,0,1.0,0.0,0,0
"('rig',)",212,107,0.66458,0.33542,2,1
"('count',)",126,111,0.53165,0.46835,1,1
"('unchanged',)",915,423,0.68386,0.31614,2,0
"('dakota',)",338,144,0.70124,0.29876,2,0
"('very',)",829,407,0.67071,0.32929,2,0
"('iron',)",292,180,0.61864,0.38136,2,1
"('mines',)",184,38,0.82883,0.17117,5,0
"('forest',)",70,46,0.60345,0.39655,2,1
"('product',)",295,105,0.7375,0.2625,3,0
"('balance',)",700,306,0.69583,0.30417,2,0
"('indicate',)",598,346,0.63347,0.36653,2,1
"('weakness',)",546,341,0.61556,0.38444,2,1
"('summer',)",337,256,0.5683,0.4317,1,1
"('livestock',)",590,365,0.6178,0.3822,2,1
"('producers',)",1103,772,0.58827,0.41173,1,1
"('cattle',)",432,272,0.61364,0.38636,2,1
"('ranchers',)",97,112,0.46411,0.53589,1,1
"('exports',)",428,176,0.70861,0.29139,2,0
"('japan',)",26,33,0.44068,0.55932,1,1
"('glimmers',)",14,0,1.0,0.0,0,0
"('bad',)",70,9,0.88608,0.11392,8,0
"('profitability',)",87,75,0.53704,0.46296,1,1
"('returned',)",59,7,0.89394,0.10606,8,0
"('feeding',)",73,17,0.81111,0.18889,4,0
"('feedlots',)",23,1,0.95833,0.04167,23,0
"('filling',)",125,58,0.68306,0.31694,2,0
"('quickly',)",66,59,0.528,0.472,1,1
"('response',)",196,202,0.49246,0.50754,1,1
"('hog',)",297,129,0.69718,0.30282,2,0
"('elsewhere',)",138,75,0.64789,0.35211,2,1
"('rate',)",574,325,0.63849,0.36151,2,1
"('dropped',)",106,47,0.69281,0.30719,2,0
"('characterizes',)",31,6,0.83784,0.16216,5,0
"('growth',)",4390,2394,0.64711,0.35289,2,1
"('which',)",934,342,0.73197,0.26803,3,0
"('few',)",1243,592,0.67738,0.32262,2,0
"('auto',)",1413,698,0.66935,0.33065,2,0
"('agriculture',)",870,525,0.62366,0.37634,2,1
"('turning',)",29,9,0.76316,0.23684,3,0
"('better',)",326,210,0.60821,0.39179,2,1
"('many',)",1888,1087,0.63462,0.36538,2,1
"('spring',)",264,199,0.57019,0.42981,1,1
"('when',)",179,76,0.70196,0.29804,2,0
"('scourged',)",13,0,1.0,0.0,0,0
"('unseasonably',)",170,41,0.80569,0.19431,4,0
"('cold',)",186,106,0.63699,0.36301,2,1
"('wet',)",150,88,0.63025,0.36975,2,1
"('weather',)",1328,638,0.67548,0.32452,2,0
"('northern',)",233,93,0.71472,0.28528,3,0
"('plains',)",28,9,0.75676,0.24324,3,0
"('development',)",358,233,0.60575,0.39425,2,1
"('lags',)",17,12,0.58621,0.41379,1,1
"('usual',)",89,49,0.64493,0.35507,2,1
"('damage',)",278,65,0.8105,0.1895,4,0
"('frosts',)",13,1,0.92857,0.07143,13,0
"('past',)",658,229,0.74183,0.25817,3,0
"('halfway',)",17,0,1.0,0.0,0,0
"('mark',)",14,1,0.93333,0.06667,14,0
"('kentucky',)",55,30,0.64706,0.35294,2,1
"('starting',)",92,77,0.54438,0.45562,1,1
"('ohio',)",43,8,0.84314,0.15686,5,0
"('well',)",865,548,0.61217,0.38783,2,1
"('underway',)",78,32,0.70909,0.29091,2,0
"('soybeans',)",251,100,0.7151,0.2849,3,0
"('reached',)",65,26,0.71429,0.28571,3,0
"('maturity',)",18,1,0.94737,0.05263,18,0
"('illinois',)",71,5,0.93421,0.06579,14,0
"('indiana',)",56,15,0.78873,0.21127,4,0
"('tell',)",17,3,0.85,0.15,6,0
"('excellent',)",63,70,0.47368,0.52632,1,1
"('yields',)",444,271,0.62098,0.37902,2,1
"('delays',)",104,73,0.58757,0.41243,1,1
"('plague',)",34,0,1.0,0.0,0,0
"('especially',)",886,490,0.6439,0.3561,2,1
"('problems',)",164,185,0.46991,0.53009,1,1
"('case',)",111,8,0.93277,0.06723,14,0
"('boll',)",13,0,1.0,0.0,0,0
"('rot',)",13,0,1.0,0.0,0,0
"('winter',)",806,345,0.70026,0.29974,2,0
"('wheat',)",450,350,0.5625,0.4375,1,1
"('grown',)",58,21,0.73418,0.26582,3,0
"('newcrop',)",13,0,1.0,0.0,0,0
"('condition',)",159,109,0.59328,0.40672,1,1
"('fall',)",329,159,0.67418,0.32582,2,0
"('show',)",108,50,0.68354,0.31646,2,0
"('apparel',)",489,280,0.63589,0.36411,2,1
"('appliances',)",127,81,0.61058,0.38942,2,1
"('coast',)",201,120,0.62617,0.37383,2,1
"('tourism',)",1300,794,0.62082,0.37918,2,1
"('market',)",2118,1112,0.65573,0.34427,2,1
"('west',)",306,183,0.62577,0.37423,2,1
"('widespread',)",352,286,0.55172,0.44828,1,1
"('considerable',)",63,34,0.64948,0.35052,2,1
"('variation',)",38,6,0.86364,0.13636,6,0
"('solid',)",658,395,0.62488,0.37512,2,1
"('decrease',)",279,182,0.60521,0.39479,2,1
"('carolina',)",411,181,0.69426,0.30574,2,0
"('fallen',)",171,106,0.61733,0.38267,2,1
"('through',)",769,330,0.69973,0.30027,2,0
"('home',)",2442,1341,0.64552,0.35448,2,1
"('greatest',)",36,15,0.70588,0.29412,2,0
"('season',)",662,342,0.65936,0.34064,2,1
"('vehicle',)",498,262,0.65526,0.34474,2,1
"('apartments',)",52,23,0.69333,0.30667,2,0
"('spurring',)",27,5,0.84375,0.15625,5,0
"('dormant',)",11,1,0.91667,0.08333,11,0
"('years',)",673,316,0.68049,0.31951,2,0
"('noting',)",278,163,0.63039,0.36961,2,1
"('particular',)",234,119,0.66289,0.33711,2,1
"('work',)",259,143,0.64428,0.35572,2,1
"('offsetting',)",37,49,0.43023,0.56977,1,1
"('side',)",180,124,0.59211,0.40789,1,1
"('above',)",445,293,0.60298,0.39702,2,1
"('deceleration',)",36,50,0.4186,0.5814,1,1
"('regions',)",643,276,0.69967,0.30033,2,0
"('federal',)",630,449,0.58387,0.41613,1,1
"('reserve',)",613,417,0.59515,0.40485,1,1
"('over',)",2207,877,0.71563,0.28437,3,0
"('they',)",1587,928,0.63101,0.36899,2,1
"('inventories',)",1493,1023,0.5934,0.4066,1,1
"('indication',)",30,2,0.9375,0.0625,15,0
"('either',)",283,115,0.71106,0.28894,2,0
"('bottlenecks',)",48,58,0.45283,0.54717,1,1
"('weakening',)",179,163,0.52339,0.47661,1,1
"('obvious',)",8,0,1.0,0.0,0,0
"('these',)",647,335,0.65886,0.34114,2,1
"('contrasts',)",9,0,1.0,0.0,0,0
"('surveys',)",111,30,0.78723,0.21277,4,0
"('purchasing',)",98,72,0.57647,0.42353,1,1
"('managers',)",127,98,0.56444,0.43556,1,1
"('local',)",200,55,0.78431,0.21569,4,0
"('localized',)",13,1,0.92857,0.07143,13,0
"('strike',)",15,41,0.26786,0.73214,0,3
"('canada',)",51,8,0.86441,0.13559,6,0
"('none',)",78,13,0.85714,0.14286,6,0
"('foresee',)",13,2,0.86667,0.13333,7,0
"('longterm',)",48,10,0.82759,0.17241,5,0
"('largely',)",568,254,0.691,0.309,2,0
"('regional',)",111,48,0.69811,0.30189,2,0
"('near',)",532,231,0.69725,0.30275,2,0
"('pickup',)",642,308,0.67579,0.32421,2,0
"('noted',)",6661,3102,0.68227,0.31773,2,0
"('between',)",179,41,0.81364,0.18636,4,0
"('plant',)",244,135,0.6438,0.3562,2,1
"('expansions',)",152,98,0.608,0.392,2,1
"('far',)",100,73,0.57803,0.42197,1,1
"('outnumbering',)",7,0,1.0,0.0,0,0
"('closures',)",56,13,0.81159,0.18841,4,0
"('franciscos',)",10,10,0.5,0.5,1,1
"('expanded',)",580,319,0.64516,0.35484,2,1
"('further',)",1177,644,0.64635,0.35365,2,1
"('led',)",377,279,0.5747,0.4253,1,1
"('aircraft',)",195,127,0.60559,0.39441,2,1
"('tourist',)",194,102,0.65541,0.34459,2,1
"('remains',)",701,384,0.64608,0.35392,2,1
"('inland',)",26,2,0.92857,0.07143,13,0
"('hurricanes',)",76,24,0.76,0.24,3,0
"('brisk',)",304,208,0.59375,0.40625,1,1
"('florida',)",214,118,0.64458,0.35542,2,1
"('mississippi',)",80,57,0.58394,0.41606,1,1
"('gulf',)",226,83,0.73139,0.26861,3,0
"('orleans',)",30,2,0.9375,0.0625,15,0
"('upbeat',)",106,65,0.61988,0.38012,2,1
"('outlook',)",802,388,0.67395,0.32605,2,0
"('convention',)",72,15,0.82759,0.17241,5,0
"('upper',)",50,26,0.65789,0.34211,2,1
"('favored',)",11,0,1.0,0.0,0,0
"('reporting',)",1947,966,0.66838,0.33162,2,0
"('disappointing',)",70,25,0.73684,0.26316,3,0
"('its',)",652,255,0.71885,0.28115,3,0
"('states',)",362,149,0.70841,0.29159,2,0
"('particularly',)",848,592,0.58889,0.41111,1,1
"('incomes',)",126,18,0.875,0.125,7,0
"('economic',)",904,528,0.63128,0.36872,2,1
"('bolstered',)",39,10,0.79592,0.20408,4,0
"('up',)",3447,1693,0.67062,0.32938,2,0
"('compared',)",1258,418,0.7506,0.2494,3,0
"('saw',)",724,358,0.66913,0.33087,2,0
"('dealers',)",771,419,0.6479,0.3521,2,1
"('fairly',)",306,133,0.69704,0.30296,2,0
"('remainder',)",157,66,0.70404,0.29596,2,0
"('expected',)",1820,851,0.68139,0.31861,2,0
"('best',)",58,34,0.63043,0.36957,2,1
"('characterized',)",428,254,0.62757,0.37243,2,1
"('signs',)",617,415,0.59787,0.40213,1,1
"('booming',)",27,13,0.675,0.325,2,0
"('patterns',)",26,10,0.72222,0.27778,3,0
"('region',)",541,201,0.72911,0.27089,3,0
"('category',)",91,32,0.73984,0.26016,3,0
"('doubledigit',)",122,56,0.68539,0.31461,2,0
"('furniture',)",264,119,0.6893,0.3107,2,0
"('hardware',)",41,14,0.74545,0.25455,3,0
"('discounters',)",14,1,0.93333,0.06667,14,0
"('shoe',)",7,0,1.0,0.0,0,0
"('chain',)",150,107,0.58366,0.41634,1,1
"('strongest',)",178,76,0.70079,0.29921,2,0
"('durables',)",22,35,0.38596,0.61404,1,2
"('such',)",739,430,0.63216,0.36784,2,1
"('lag',)",19,12,0.6129,0.3871,2,1
"('same',)",610,266,0.69635,0.30365,2,0
"('true',)",9,0,1.0,0.0,0,0
"('womens',)",28,13,0.68293,0.31707,2,0
"('youth',)",4,0,1.0,0.0,0,0
"('clothing',)",74,29,0.71845,0.28155,3,0
"('ascribe',)",4,0,1.0,0.0,0,0
"('sportswear',)",10,7,0.58824,0.41176,1,1
"('major',)",532,242,0.68734,0.31266,2,0
"('computers',)",41,51,0.44565,0.55435,1,1
"('toys',)",23,10,0.69697,0.30303,2,0
"('items',)",346,206,0.62681,0.37319,2,1
