NGram,Increase,Decrease,Increase_Weight,Decrease_Weight,Increase_Ratio,Decrease_Ratio
"('a', 'yearoveryear', 'basis', 'Contacts')",1,3,0.25,0.75,0,3
"('that', 'credit', 'was', 'available')",1,3,0.25,0.75,0,3
"('continued', 'to', 'be', 'difficult')",1,3,0.25,0.75,0,3
"('qualified', 'candidates', 'to', 'fill')",1,3,0.25,0.75,0,3
"('and', 'the', 'regulatory', 'environment')",1,3,0.25,0.75,0,3
"('plants', 'in', 'the', 'District')",1,3,0.25,0.75,0,3
"('that', 'it', 'remains', 'difficult')",1,3,0.25,0.75,0,3
"('in', 'North', 'Dakota', 'reported')",1,3,0.25,0.75,0,3
"('up', 'about', '8', 'percent')",1,3,0.25,0.75,0,3
"('However', 'in', 'North', 'Dakota')",1,3,0.25,0.75,0,3
"('survey', 'by', 'an', 'employment')",1,3,0.25,0.75,0,3
"('percent', 'of', 'respondents', 'in')",1,3,0.25,0.75,0,3
"('of', 'respondents', 'in', 'MinneapolisSt')",1,3,0.25,0.75,0,3
"('respondents', 'in', 'MinneapolisSt', 'Paul')",1,3,0.25,0.75,0,3
"('in', 'MinneapolisSt', 'Paul', 'expect')",1,3,0.25,0.75,0,3
"('MinneapolisSt', 'Paul', 'expect', 'to')",1,3,0.25,0.75,0,3
"('Paul', 'expect', 'to', 'increase')",1,3,0.25,0.75,0,3
"('expect', 'to', 'increase', 'staffing')",1,3,0.25,0.75,0,3
"('increase', 'staffing', 'levels', 'during')",1,3,0.25,0.75,0,3
"('decreased', 'slightly', 'since', 'the')",2,5,0.28571,0.71429,0,3
"('such', 'as', 'software', 'developers')",1,3,0.25,0.75,0,3
"('at', 'the', 'close', 'of')",1,3,0.25,0.75,0,3
"('reported', 'some', 'increase', 'in')",1,3,0.25,0.75,0,3
"('Paper', 'manufacturers', 'said', 'demand')",1,3,0.25,0.75,0,3
"('time', 'of', 'year', 'One')",1,3,0.25,0.75,0,3
"('noted', 'that', 'activity', 'picked')",1,3,0.25,0.75,0,3
"('improve', 'in', 'the', 'nearterm')",1,3,0.25,0.75,0,3
"('for', 'construction', 'materials', 'and')",1,3,0.25,0.75,0,3
"('pace', 'of', 'wage', 'growth')",1,3,0.25,0.75,0,3
"('that', 'the', 'rise', 'in')",1,3,0.25,0.75,0,3
"('half', 'of', 'our', 'respondents')",1,3,0.25,0.75,0,3
"('that', 'oil', 'and', 'natural')",1,3,0.25,0.75,0,3
"('activity', 'over', 'the', 'last')",1,3,0.25,0.75,0,3
"('were', 'optimistic', 'for', 'the')",1,3,0.25,0.75,0,3
"('report', 'According', 'to', 'the')",1,3,0.25,0.75,0,3
"('in', 'the', 'spring', 'but')",1,3,0.25,0.75,0,3
"('sales', 'The', 'majority', 'of')",1,3,0.25,0.75,0,3
"('than', 'the', 'previous', 'month')",1,3,0.25,0.75,0,3
"('wage', 'pressures', 'were', 'mostly')",1,3,0.25,0.75,0,3
"('Districts', 'that', 'reported', 'on')",2,6,0.25,0.75,0,3
"('modest', 'growth', 'of', 'nonauto')",1,3,0.25,0.75,0,3
"('growth', 'of', 'nonauto', 'retail')",1,3,0.25,0.75,0,3
"('planned', 'to', 'increase', 'capital')",1,3,0.25,0.75,0,3
"('strong', 'demand', 'for', 'industrial')",1,3,0.25,0.75,0,3
"('coming', 'months', 'Return', 'to')",1,5,0.16667,0.83333,0,5
"('some', 'softening', 'in', 'demand')",1,3,0.25,0.75,0,3
"('to', 'lower', 'gas', 'prices')",1,3,0.25,0.75,0,3
"('Philadelphia', 'Richmond', 'Atlanta', 'St')",1,3,0.25,0.75,0,3
"('for', 'the', 'previous', 'Beige')",1,3,0.25,0.75,0,3
"('Philadelphia', 'Richmond', 'and', 'Atlanta')",1,4,0.2,0.8,0,4
"('York', 'District', 'reported', 'a')",1,3,0.25,0.75,0,3
"('Firms', 'in', 'the', 'Boston')",1,3,0.25,0.75,0,3
"('down', 'slightly', 'and', 'the')",1,3,0.25,0.75,0,3
"('The', 'Philadelphia', 'District', 'reported')",1,3,0.25,0.75,0,3
"('although', 'some', 'firms', 'reported')",1,3,0.25,0.75,0,3
"('to', 'pass', 'on', 'price')",1,3,0.25,0.75,0,3
"('is', 'too', 'early', 'to')",1,3,0.25,0.75,0,3
"('concern', 'that', 'the', 'current')",1,3,0.25,0.75,0,3
"('changed', 'since', 'the', 'last')",3,9,0.25,0.75,0,3
"('5', 'percent', 'ahead', 'of')",1,4,0.2,0.8,0,4
"('pickup', 'in', 'sales', 'in')",1,5,0.16667,0.83333,0,5
"('modestly', 'across', 'most', 'of')",1,4,0.2,0.8,0,4
"('for', 'a', 'continuation', 'of')",1,3,0.25,0.75,0,3
"('the', 'time', 'of', 'the')",2,6,0.25,0.75,0,3
"('prices', 'since', 'the', 'previous')",2,5,0.28571,0.71429,0,3
"('uptick', 'in', 'activity', 'in')",1,3,0.25,0.75,0,3
"('some', 'slowing', 'in', 'the')",1,3,0.25,0.75,0,3
"('reported', 'a', 'modest', 'improvement')",1,3,0.25,0.75,0,3
"('pace', 'over', 'the', 'last')",1,3,0.25,0.75,0,3
"('sales', 'had', 'picked', 'up')",1,3,0.25,0.75,0,3
"('dealers', 'noted', 'that', 'the')",1,3,0.25,0.75,0,3
"('reported', 'that', 'credit', 'availability')",1,3,0.25,0.75,0,3
"('and', 'lawn', 'and', 'garden')",1,3,0.25,0.75,0,3
"('retailers', 'report', 'that', 'sales')",1,3,0.25,0.75,0,3
"('growth', 'in', 'this', 'sector')",1,3,0.25,0.75,0,3
"('a', 'year', 'earlier', 'Two')",1,4,0.2,0.8,0,4
"('auto', 'dealer', 'noted', 'that')",1,4,0.2,0.8,0,4
"('A', 'survey', 'of', 'purchasing')",1,3,0.25,0.75,0,3
"('Auto', 'dealers', 'reported', 'strong')",1,3,0.25,0.75,0,3
"('remained', 'optimistic', 'about', 'future')",1,3,0.25,0.75,0,3
"('significantly', 'from', 'last', 'year')",1,3,0.25,0.75,0,3
"('hightech', 'manufacturing', 'reported', 'that')",1,3,0.25,0.75,0,3
"('Real', 'Estate', 'Singlefamily', 'home')",1,3,0.25,0.75,0,3
"('Districts', 'were', 'optimistic', 'about')",1,3,0.25,0.75,0,3
"('Boston', 'Atlanta', 'Minneapolis', 'and')",1,3,0.25,0.75,0,3
"('and', 'Dallas', 'Districts', 'Commercial')",1,3,0.25,0.75,0,3
"('manufacturing', 'and', 'information', 'technology')",1,3,0.25,0.75,0,3
"('that', 'his', 'firm', 'had')",1,3,0.25,0.75,0,3
"('Consumer', 'spending', 'was', 'little')",1,5,0.16667,0.83333,0,5
"('spending', 'was', 'little', 'changed')",1,9,0.1,0.9,0,9
"('gains', 'for', 'workers', 'with')",1,3,0.25,0.75,0,3
"('it', 'remains', 'difficult', 'to')",1,3,0.25,0.75,0,3
"('modest', 'improvement', 'in', 'sales')",1,3,0.25,0.75,0,3
"('expected', 'to', 'remain', 'steady')",1,4,0.2,0.8,0,4
"('from', 'already', 'low', 'levels')",1,3,0.25,0.75,0,3
"('in', 'Richmond', 'Atlanta', 'Chicago')",1,3,0.25,0.75,0,3
"('First', 'District', 'software', 'and')",2,5,0.28571,0.71429,0,3
"('reported', 'mixed', 'results', 'with')",1,3,0.25,0.75,0,3
"('continued', 'to', 'face', 'challenges')",1,3,0.25,0.75,0,3
"('from', 'October', 'through', 'midNovember')",1,4,0.2,0.8,0,4
"('the', 'Dallas', 'and', 'Kansas')",1,3,0.25,0.75,0,3
"('Dallas', 'and', 'Kansas', 'City')",1,5,0.16667,0.83333,0,5
"('and', 'gas', 'exploration', 'and')",1,3,0.25,0.75,0,3
"('reported', 'strong', 'sales', 'in')",1,4,0.2,0.8,0,4
"('the', 'auto', 'and', 'construction')",1,3,0.25,0.75,0,3
"('auto', 'and', 'construction', 'industries')",1,3,0.25,0.75,0,3
"('with', 'moderate', 'increases', 'in')",1,3,0.25,0.75,0,3
"('Districts', 'and', 'contacts', 'in')",1,4,0.2,0.8,0,4
"('Information', 'Technology', 'Services', 'First')",1,4,0.2,0.8,0,4
"('Technology', 'Services', 'First', 'District')",1,4,0.2,0.8,0,4
"('Services', 'First', 'District', 'software')",1,4,0.2,0.8,0,4
"('District', 'software', 'and', 'information')",1,5,0.16667,0.83333,0,5
"('the', 'first', 'six', 'weeks')",1,3,0.25,0.75,0,3
"('first', 'six', 'weeks', 'of')",1,3,0.25,0.75,0,3
"('a', 'small', 'drop', 'in')",1,3,0.25,0.75,0,3
"('higher', 'fuel', 'costs', 'and')",1,4,0.2,0.8,0,4
"('firm', 'continued', 'to', 'report')",1,4,0.2,0.8,0,4
"('and', 'new', 'home', 'starts')",1,3,0.25,0.75,0,3
"('aimed', 'at', 'enhancing', 'productivity')",1,3,0.25,0.75,0,3
"('to', 'higher', 'fuel', 'costs')",1,5,0.16667,0.83333,0,5
"('qualified', 'workers', 'especially', 'for')",1,3,0.25,0.75,0,3
"('price', 'inflation', 'was', 'modest')",1,3,0.25,0.75,0,3
"('as', 'strong', 'or', 'strengthening')",1,3,0.25,0.75,0,3
"('contacts', 'in', 'many', 'Districts')",1,4,0.2,0.8,0,4
"('strong', 'in', 'Boston', 'and')",1,3,0.25,0.75,0,3
"('in', 'most', 'Districts', 'though')",1,3,0.25,0.75,0,3
"('the', 'Atlanta', 'Minneapolis', 'Kansas')",1,4,0.2,0.8,0,4
"('robust', 'in', 'San', 'Francisco')",1,3,0.25,0.75,0,3
"('Minneapolis', 'and', 'Dallas', 'noted')",2,5,0.28571,0.71429,0,3
"('the', 'First', 'District', 'as')",1,3,0.25,0.75,0,3
"('will', 'continue', 'to', 'be')",1,3,0.25,0.75,0,3
"('the', 'first', 'quarter', 'while')",1,3,0.25,0.75,0,3
"('a', 'sizable', 'number', 'of')",1,3,0.25,0.75,0,3
"('there', 'was', 'a', 'noticeable')",1,4,0.2,0.8,0,4
"('in', 'the', 'past', 'five')",1,3,0.25,0.75,0,3
"('along', 'to', 'their', 'customers')",1,3,0.25,0.75,0,3
"('above', 'yearago', 'levels', 'However')",1,3,0.25,0.75,0,3
"('several', 'contacts', 'reported', 'that')",1,4,0.2,0.8,0,4
"('shipments', 'new', 'orders', 'and')",1,3,0.25,0.75,0,3
"('executive', 'at', 'a', 'large')",1,3,0.25,0.75,0,3
"('noted', 'particular', 'strength', 'in')",1,3,0.25,0.75,0,3
"('continued', 'to', 'be', 'limited')",1,3,0.25,0.75,0,3
"('particularly', 'for', 'auto', 'loans')",1,3,0.25,0.75,0,3
"('demand', 'as', 'well', 'as')",1,3,0.25,0.75,0,3
"('months', 'in', 'response', 'to')",1,3,0.25,0.75,0,3
"('lower', 'interest', 'rates', 'and')",1,3,0.25,0.75,0,3
"('February', 'and', 'March', 'though')",1,3,0.25,0.75,0,3
"('slightly', 'and', 'were', 'expected')",1,3,0.25,0.75,0,3
"('loan', 'demand', 'rose', 'modestly')",1,3,0.25,0.75,0,3
"('prior', 'reporting', 'period', 'and')",1,4,0.2,0.8,0,4
"('major', 'revisions', 'to', 'their')",1,3,0.25,0.75,0,3
"('picked', 'up', 'in', 'June')",1,3,0.25,0.75,0,3
"('have', 'improved', 'somewhat', 'since')",1,3,0.25,0.75,0,3
"('showed', 'signs', 'of', 'softening')",1,3,0.25,0.75,0,3
"('due', 'to', 'the', 'upcoming')",1,3,0.25,0.75,0,3
"('Districts', 'reported', 'stable', 'or')",1,5,0.16667,0.83333,0,5
"('reported', 'to', 'be', 'running')",1,3,0.25,0.75,0,3
"('for', 'professional', 'scientific', 'and')",1,3,0.25,0.75,0,3
"('off', 'workers', 'or', 'close')",1,3,0.25,0.75,0,3
"('and', '17', 'percent', 'in')",1,3,0.25,0.75,0,3
"('was', 'also', 'described', 'as')",1,3,0.25,0.75,0,3
"('The', 'nonfinancial', 'services', 'sector')",1,3,0.25,0.75,0,3
"('shift', 'in', 'the', 'mix')",1,3,0.25,0.75,0,3
"('the', 'Dallas', 'District', 'while')",1,4,0.2,0.8,0,4
"('crops', 'were', 'generally', 'in')",1,3,0.25,0.75,0,3
"('than', 'at', 'the', 'time')",1,5,0.16667,0.83333,0,5
"('at', 'the', 'time', 'of')",1,5,0.16667,0.83333,0,5
"('that', 'the', 'supply', 'of')",1,4,0.2,0.8,0,4
"('The', 'pricing', 'environment', 'is')",1,3,0.25,0.75,0,3
"('across', 'the', 'District', 'has')",1,3,0.25,0.75,0,3
"('and', 'there', 'has', 'been')",1,3,0.25,0.75,0,3
"('their', 'highest', 'levels', 'in')",1,5,0.16667,0.83333,0,5
"('rents', 'were', 'flat', 'to')",1,3,0.25,0.75,0,3
"('have', 'declined', 'modestly', 'since')",1,3,0.25,0.75,0,3
"('rates', 'have', 'held', 'steady')",1,3,0.25,0.75,0,3
"('were', 'slightly', 'up', 'compared')",1,3,0.25,0.75,0,3
"('to', 'slightly', 'up', 'in')",1,3,0.25,0.75,0,3
"('a', 'slight', 'deceleration', 'in')",1,4,0.2,0.8,0,4
"('industry', 'contacts', 'continued', 'to')",1,3,0.25,0.75,0,3
"('Contacts', 'reported', 'that', 'new')",1,3,0.25,0.75,0,3
"('the', 'auto', 'industry', 'continued')",1,3,0.25,0.75,0,3
"('activity', 'was', 'above', 'yearago')",1,3,0.25,0.75,0,3
"('number', 'of', 'visitors', 'to')",1,4,0.2,0.8,0,4
"('SD', 'and', 'Billings', 'Mont')",1,3,0.25,0.75,0,3
"('5', 'percent', 'relative', 'to')",1,5,0.16667,0.83333,0,5
"('firm', 'noted', 'that', 'recent')",1,3,0.25,0.75,0,3
"('less', 'optimistic', 'about', 'future')",1,3,0.25,0.75,0,3
"('were', 'anticipated', 'to', 'rise')",1,3,0.25,0.75,0,3
"('In', 'the', 'New', 'York')",2,5,0.28571,0.71429,0,3
"('outlook', 'for', 'commercial', 'real')",1,5,0.16667,0.83333,0,5
"('may', 'be', 'due', 'to')",1,4,0.2,0.8,0,4
"('in', 'many', 'of', 'the')",2,5,0.28571,0.71429,0,3
"('on', 'a', 'par', 'with')",1,3,0.25,0.75,0,3
"('Francisco', 'reported', 'strong', 'demand')",1,3,0.25,0.75,0,3
"('the', 'housing', 'market', 'continued')",1,3,0.25,0.75,0,3
"('firms', 'in', 'the', 'Atlanta')",1,3,0.25,0.75,0,3
"('Only', 'one', 'contact', 'a')",1,3,0.25,0.75,0,3
"('asking', 'rents', 'are', 'up')",1,3,0.25,0.75,0,3
"('prospects', 'for', 'the', 'remainder')",1,4,0.2,0.8,0,4
"('shortage', 'of', 'drivers', 'and')",1,3,0.25,0.75,0,3
"('remained', 'weak', 'and', 'contacts')",1,3,0.25,0.75,0,3
"('firms', 'reported', 'modest', 'increases')",1,3,0.25,0.75,0,3
"('York', 'Cleveland', 'Atlanta', 'and')",1,3,0.25,0.75,0,3
"('and', 'tourism', 'increased', 'in')",1,3,0.25,0.75,0,3
"('was', 'lower', 'compared', 'with')",1,3,0.25,0.75,0,3
"('was', 'stable', 'in', 'the')",1,3,0.25,0.75,0,3
"('levels', 'Sales', 'of', 'used')",1,3,0.25,0.75,0,3
"('conditions', 'since', 'our', 'last')",1,4,0.2,0.8,0,4
"('We', 'heard', 'many', 'comments')",1,3,0.25,0.75,0,3
"('across', 'the', 'Fifth', 'District')",1,3,0.25,0.75,0,3
"('in', 'Maryland', 'reported', 'that')",1,4,0.2,0.8,0,4
"('recent', 'weeks', 'Demand', 'for')",1,3,0.25,0.75,0,3
"('industrial', 'leasing', 'activity', 'was')",1,3,0.25,0.75,0,3
"('previous', 'report', 'Loan', 'demand')",1,3,0.25,0.75,0,3
"('and', 'business', 'services', 'and')",2,5,0.28571,0.71429,0,3
"('time', 'last', 'year', 'Return')",1,3,0.25,0.75,0,3
"('sales', 'increased', 'modestly', 'while')",1,3,0.25,0.75,0,3
"('increased', '5', 'percent', 'relative')",1,3,0.25,0.75,0,3
"('that', 'they', 'were', 'having')",1,3,0.25,0.75,0,3
"('in', 'most', 'sectors', 'expected')",1,3,0.25,0.75,0,3
"('contacts', 'noted', 'a', 'seasonal')",1,4,0.2,0.8,0,4
"('is', 'steady', 'at', 'a')",1,3,0.25,0.75,0,3
"('better', 'than', 'they', 'were')",1,3,0.25,0.75,0,3
"('that', 'loan', 'demand', 'increased')",1,3,0.25,0.75,0,3
"('credit', 'standards', 'and', 'creditworthiness')",1,3,0.25,0.75,0,3
"('price', 'rose', '12', 'percent')",1,3,0.25,0.75,0,3
"('increasingly', 'widespread', 'optimism', 'about')",1,3,0.25,0.75,0,3
"('reported', 'a', 'moderate', 'pace')",1,3,0.25,0.75,0,3
"('residential', 'construction', 'activity', 'was')",2,6,0.25,0.75,0,3
"('Commercial', 'real', 'estate', 'construction')",2,5,0.28571,0.71429,0,3
"('modest', 'pace', 'in', 'January')",1,3,0.25,0.75,0,3
"('remained', 'strong', 'and', 'demand')",1,4,0.2,0.8,0,4
"('moderately', 'in', 'January', 'and')",1,3,0.25,0.75,0,3
"('the', 'second', 'quarter', 'to')",1,3,0.25,0.75,0,3
"('with', 'strength', 'in', 'the')",1,5,0.16667,0.83333,0,5
"('weeks', 'of', 'the', 'year')",1,3,0.25,0.75,0,3
"('continued', 'to', 'be', 'widespread')",1,3,0.25,0.75,0,3
"('with', 'the', 'strongest', 'demand')",1,3,0.25,0.75,0,3
"('cold', 'weather', 'and', 'a')",1,3,0.25,0.75,0,3
"('in', 'recent', 'months', 'Most')",1,3,0.25,0.75,0,3
"('plans', 'for', 'future', 'capital')",1,3,0.25,0.75,0,3
"('modestly', 'in', 'January', 'and')",1,4,0.2,0.8,0,4
"('in', 'recent', 'weeks', 'Commercial')",1,3,0.25,0.75,0,3
"('A', 'survey', 'of', 'Eighth')",1,3,0.25,0.75,0,3
"('survey', 'of', 'Eighth', 'District')",1,3,0.25,0.75,0,3
"('of', 'Eighth', 'District', 'businesses')",1,3,0.25,0.75,0,3
"('Eighth', 'District', 'businesses', 'indicated')",1,3,0.25,0.75,0,3
"('same', 'relative', 'to', 'a')",1,3,0.25,0.75,0,3
"('percent', 'reported', 'a', 'decrease')",1,4,0.2,0.8,0,4
"('particularly', 'in', 'Oklahoma', 'and')",1,3,0.25,0.75,0,3
"('increase', 'at', 'a', 'faster')",1,3,0.25,0.75,0,3
"('line', 'with', 'or', 'slightly')",1,3,0.25,0.75,0,3
"('Demand', 'for', 'cloud', 'computing')",1,4,0.2,0.8,0,4
"('contacts', 'noted', 'that', 'existing')",1,3,0.25,0.75,0,3
"('growth', 'in', 'the', 'sector')",1,3,0.25,0.75,0,3
"('throughout', 'the', 'District', 'and')",1,4,0.2,0.8,0,4
"('for', 'the', 'early', 'part')",1,3,0.25,0.75,0,3
"('firms', 'continued', 'to', 'grow')",1,3,0.25,0.75,0,3
"('District', 'reported', 'that', 'they')",1,3,0.25,0.75,0,3
"('strong', 'sales', 'in', 'May')",1,4,0.2,0.8,0,4
"('was', 'lower', 'than', 'last')",1,3,0.25,0.75,0,3
"('improved', 'soil', 'moisture', 'for')",1,3,0.25,0.75,0,3
"('the', 'next', 'four', 'quarters')",2,5,0.28571,0.71429,0,3
"('moderate', 'pace', 'in', 'July')",1,6,0.14286,0.85714,0,6
"('modestly', 'in', 'July', 'and')",2,5,0.28571,0.71429,0,3
"('percent', 'reported', 'a', 'slight')",1,5,0.16667,0.83333,0,5
"('high', 'demand', 'for', 'construction')",1,3,0.25,0.75,0,3
"('demand', 'for', 'construction', 'machinery')",1,4,0.2,0.8,0,4
"('plans', 'to', 'increase', 'prices')",1,3,0.25,0.75,0,3
"('consecutive', 'month', 'of', 'yearoveryear')",1,3,0.25,0.75,0,3
"('in', 'the', 'prior', 'Beige')",1,3,0.25,0.75,0,3
"('higher', 'or', 'somewhat', 'higher')",1,3,0.25,0.75,0,3
"('stronger', 'and', 'delinquencies', 'were')",2,5,0.28571,0.71429,0,3
"('8', 'percent', 'compared', 'with')",1,3,0.25,0.75,0,3
"('increased', 'in', 'nearly', 'all')",1,3,0.25,0.75,0,3
"('noted', 'that', 'the', 'labor')",1,3,0.25,0.75,0,3
"('Districts', 'reported', 'little', 'change')",1,3,0.25,0.75,0,3
"('cycle', 'only', 'one', 'reports')",1,3,0.25,0.75,0,3
"('Both', 'bill', 'and', 'pay')",1,4,0.2,0.8,0,4
"('bill', 'and', 'pay', 'rates')",3,8,0.27273,0.72727,0,3
"('continued', 'to', 'tighten', 'with')",1,3,0.25,0.75,0,3
"('have', 'edged', 'down', 'in')",1,5,0.16667,0.83333,0,5
"('from', 'the', 'brisk', 'pace')",1,3,0.25,0.75,0,3
"('that', 'selling', 'prices', 'remain')",1,3,0.25,0.75,0,3
"('services', 'continued', 'to', 'rise')",1,4,0.2,0.8,0,4
"('to', 'the', 'third', 'quarter')",1,3,0.25,0.75,0,3
"('brick', 'and', 'mortar', 'sales')",1,3,0.25,0.75,0,3
"('skilled', 'labor', 'remained', 'a')",1,4,0.2,0.8,0,4
"('positive', 'Manufacturing', 'and', 'Transportation')",1,3,0.25,0.75,0,3
"('majority', 'of', 'auto', 'dealers')",1,3,0.25,0.75,0,3
"('past', 'three', 'months', 'was')",1,3,0.25,0.75,0,3
"('unchanged', 'to', 'slightly', 'higher')",1,3,0.25,0.75,0,3
"('For', 'commercial', 'and', 'industrial')",1,3,0.25,0.75,0,3
"('and', 'industrial', 'loans', 'credit')",1,3,0.25,0.75,0,3
"('industrial', 'loans', 'credit', 'standards')",1,3,0.25,0.75,0,3
"('residential', 'mortgage', 'loans', 'credit')",1,3,0.25,0.75,0,3
"('mortgage', 'loans', 'credit', 'standards')",1,3,0.25,0.75,0,3
"('were', 'lower', 'for', 'corn')",1,3,0.25,0.75,0,3
"('lower', 'for', 'corn', 'soybeans')",1,3,0.25,0.75,0,3
"('activity', 'expanded', 'modestly', 'in')",1,3,0.25,0.75,0,3
"('quality', 'to', 'remain', 'the')",1,3,0.25,0.75,0,3
"('in', 'the', 'share', 'of')",1,4,0.2,0.8,0,4
"('slightly', 'slower', 'pace', 'since')",1,3,0.25,0.75,0,3
"('finished', 'inventory', 'levels', 'rose')",1,3,0.25,0.75,0,3
"('than', 'they', 'did', 'last')",1,3,0.25,0.75,0,3
"('yearago', 'levels', 'and', 'contacts')",1,3,0.25,0.75,0,3
"('Retail', 'sales', 'increased', 'at')",1,3,0.25,0.75,0,3
"('the', 'recent', 'drop', 'in')",1,3,0.25,0.75,0,3
"('no', 'change', 'in', 'new')",1,3,0.25,0.75,0,3
"('reporting', 'period', 'In', 'general')",1,3,0.25,0.75,0,3
"('that', 'as', 'long', 'as')",1,3,0.25,0.75,0,3
"('that', 'spreads', 'of', 'loan')",1,3,0.25,0.75,0,3
"('demand', 'was', 'reported', 'to')",1,3,0.25,0.75,0,3
"('the', 'previous', 'report', 'Realtors')",1,3,0.25,0.75,0,3
"('in', 'recent', 'weeks', 'Brokers')",1,3,0.25,0.75,0,3
"('sale', 'prices', 'increased', 'slightly')",1,3,0.25,0.75,0,3
"('Columbia', 'South', 'Carolina', 'reported')",1,4,0.2,0.8,0,4
"('nonresidential', 'construction', 'activity', 'continued')",1,3,0.25,0.75,0,3
"('were', 'up', '4', 'percent')",1,3,0.25,0.75,0,3
"('the', 'previous', 'report', 'According')",1,3,0.25,0.75,0,3
"('a', 'notable', 'decline', 'in')",1,3,0.25,0.75,0,3
"('construction', 'contacts', 'continued', 'to')",1,4,0.2,0.8,0,4
"('sales', 'growth', 'in', '2015')",1,3,0.25,0.75,0,3
